Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 19 Apr 2014 (W16),Fluminense RJ (1),3-0,?,Figueirense (1)
?,(Sat) 19 Apr 2014 (W16),Internacional Porto Alegre (1),1-0,?,EC Vitória (1)
?,(Sun) 20 Apr 2014 (W16),Chapecoense (1),0-0,?,Coritiba PR (1)
?,(Sun) 20 Apr 2014 (W16),Atlético MG (1),0-0,?,Corinthians SP (1)
?,(Sun) 20 Apr 2014 (W16),Atlético PR (1),1-0,?,Grêmio RS (1)
?,(Sun) 20 Apr 2014 (W16),EC Bahia (1),1-2,?,Cruzeiro MG (1)
?,(Sun) 20 Apr 2014 (W16),São Paulo FC (1),3-0,?,Botafogo RJ (1)
?,(Sun) 20 Apr 2014 (W16),Criciúma EC (1),1-2,?,Palmeiras SP (1)
?,(Sun) 20 Apr 2014 (W16),Flamengo RJ (1),0-0,?,Goiás EC (1)
?,(Sun) 20 Apr 2014 (W16),Santos SP (1),1-1,?,Sport Recife (1)
?,(Sat) 26 Apr 2014 (W17),Coritiba PR (2),0-0,?,Santos SP (2)
?,(Sun) 27 Apr 2014 (W17),Palmeiras SP (2),0-1,?,Fluminense RJ (2)
?,(Sun) 27 Apr 2014 (W17),Botafogo RJ (2),2-2,?,Internacional Porto Alegre (2)
?,(Sun) 27 Apr 2014 (W17),Corinthians SP (2),2-0,?,Flamengo RJ (2)
?,(Sun) 27 Apr 2014 (W17),Cruzeiro MG (2),1-1,?,São Paulo FC (2)
?,(Sun) 27 Apr 2014 (W17),EC Vitória (2),2-2,?,Atlético PR (2)
?,(Sun) 27 Apr 2014 (W17),Figueirense (2),0-2,?,EC Bahia (2)
?,(Sun) 27 Apr 2014 (W17),Goiás EC (2),1-0,?,Criciúma EC (2)
?,(Sun) 27 Apr 2014 (W17),Grêmio RS (2),2-1,?,Atlético MG (2)
?,(Sun) 27 Apr 2014 (W17),Sport Recife (2),2-1,?,Chapecoense (2)
?,(Sat) 3 May 2014 (W18),Atlético PR (3),2-3,?,Cruzeiro MG (3)
?,(Sat) 3 May 2014 (W18),Santos SP (3),0-0,?,Grêmio RS (3)
?,(Sat) 3 May 2014 (W18),São Paulo FC (3),2-2,?,Coritiba PR (3)
