Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 8 Aug 2014 (W32),Godoy Cruz (1),3-0,?,Club Atlético Banfield (1)
?,(Fri) 8 Aug 2014 (W32),Rosario Central (1),3-1,?,Quilmes AC (1)
?,(Sat) 9 Aug 2014 (W32),Defensa y Justicia (1),1-3,?,Racing Club (1)
?,(Sun) 10 Aug 2014 (W32),CA Independiente de Avellaneda (1),3-0,?,Atlético Rafaela (1)
?,(Sun) 10 Aug 2014 (W32),Boca Juniors (1),0-1,?,Newell's Old Boys (1)
?,(Sun) 10 Aug 2014 (W32),Gimnasia y Esgrima LP (1),1-1,?,River Plate (1)
?,(Mon) 11 Aug 2014 (W33),Arsenal de Sarandí (1),2-1,?,Estudiantes LP (1)
?,(Mon) 11 Aug 2014 (W33),CA Tigre (1),0-1,?,Vélez Sarsfield (1)
?,(Wed) 13 Aug 2014 (W33),CA Lanús (1),1-0,?,Club Atlético Belgrano (1)
?,(Fri) 15 Aug 2014 (W33),Newell's Old Boys (2),1-1,?,Gimnasia y Esgrima LP (2)
?,(Sat) 16 Aug 2014 (W33),Olimpo Bahía Blanca (1),2-1,?,CA Tigre (2)
?,(Sat) 16 Aug 2014 (W33),Club Atlético Banfield (2),2-3,?,Defensa y Justicia (2)
?,(Sat) 16 Aug 2014 (W33),Vélez Sarsfield (2),2-1,?,Arsenal de Sarandí (2)
?,(Sat) 16 Aug 2014 (W33),Estudiantes LP (2),1-0,?,CA Independiente de Avellaneda (2)
?,(Sun) 17 Aug 2014 (W33),Racing Club (2),2-0,?,San Lorenzo (1)
?,(Sun) 17 Aug 2014 (W33),River Plate (2),2-0,?,Rosario Central (2)
?,(Sun) 17 Aug 2014 (W33),Club Atlético Belgrano (2),0-1,?,Boca Juniors (2)
?,(Mon) 18 Aug 2014 (W34),Quilmes AC (2),2-2,?,Godoy Cruz (2)
?,(Mon) 18 Aug 2014 (W34),Atlético Rafaela (2),2-1,?,CA Lanús (2)
?,(Fri) 22 Aug 2014 (W34),Arsenal de Sarandí (3),1-0,?,Olimpo Bahía Blanca (2)
?,(Fri) 22 Aug 2014 (W34),CA Tigre (3),4-0,?,Racing Club (3)
?,(Sat) 23 Aug 2014 (W34),Gimnasia y Esgrima LP (3),1-2,?,Rosario Central (3)
?,(Sat) 23 Aug 2014 (W34),Newell's Old Boys (3),3-3,?,Club Atlético Belgrano (3)
?,(Sat) 23 Aug 2014 (W34),CA Independiente de Avellaneda (3),0-4,?,Vélez Sarsfield (3)
?,(Sun) 24 Aug 2014 (W34),San Lorenzo (2),0-2,?,Club Atlético Banfield (3)
?,(Sun) 24 Aug 2014 (W34),CA Lanús (3),2-1,?,Estudiantes LP (3)
?,(Sun) 24 Aug 2014 (W34),Defensa y Justicia (3),1-1,?,Quilmes AC (3)
?,(Sun) 24 Aug 2014 (W34),Boca Juniors (3),0-3,?,Atlético Rafaela (3)
?,(Sun) 24 Aug 2014 (W34),Godoy Cruz (3),0-4,?,River Plate (3)
?,(Tue) 26 Aug 2014 (W35),Club Atlético Belgrano (4),0-0,?,Gimnasia y Esgrima LP (4)
?,(Tue) 26 Aug 2014 (W35),Olimpo Bahía Blanca (3),1-2,?,CA Independiente de Avellaneda (4)
?,(Tue) 26 Aug 2014 (W35),Racing Club (4),1-0,?,Arsenal de Sarandí (4)
?,(Wed) 27 Aug 2014 (W35),Atlético Rafaela (4),2-3,?,Newell's Old Boys (4)
?,(Wed) 27 Aug 2014 (W35),Rosario Central (4),0-1,?,Godoy Cruz (4)
?,(Wed) 27 Aug 2014 (W35),River Plate (4),3-0,?,Defensa y Justicia (4)
?,(Wed) 27 Aug 2014 (W35),Estudiantes LP (4),3-1,?,Boca Juniors (4)
?,(Thu) 28 Aug 2014 (W35),Club Atlético Banfield (4),1-0,?,CA Tigre (4)
?,(Thu) 28 Aug 2014 (W35),Vélez Sarsfield (4),1-0,?,CA Lanús (4)
?,(Thu) 28 Aug 2014 (W35),Quilmes AC (4),0-3,?,San Lorenzo (3)
?,(Sat) 30 Aug 2014 (W35),Gimnasia y Esgrima LP (5),2-0,?,Godoy Cruz (5)
?,(Sat) 30 Aug 2014 (W35),Defensa y Justicia (5),1-3,?,Rosario Central (5)
?,(Sat) 30 Aug 2014 (W35),Newell's Old Boys (5),1-0,?,Estudiantes LP (5)
?,(Sun) 31 Aug 2014 (W35),Club Atlético Belgrano (5),3-0,?,Atlético Rafaela (5)
?,(Sun) 31 Aug 2014 (W35),CA Independiente de Avellaneda (5),2-1,?,Racing Club (5)
?,(Sun) 31 Aug 2014 (W35),Boca Juniors (5),3-1,?,Vélez Sarsfield (5)
?,(Sun) 31 Aug 2014 (W35),San Lorenzo (4),1-3,?,River Plate (5)
?,(Mon) 1 Sep 2014 (W36),CA Lanús (5),1-1,?,Olimpo Bahía Blanca (4)
?,(Mon) 1 Sep 2014 (W36),Arsenal de Sarandí (5),1-0,?,Club Atlético Banfield (5)
?,(Mon) 1 Sep 2014 (W36),CA Tigre (5),0-0,?,Quilmes AC (5)
?,(Sat) 6 Sep 2014 (W36),Atlético Rafaela (6),2-0,?,Gimnasia y Esgrima LP (6)
?,(Sat) 6 Sep 2014 (W36),Vélez Sarsfield (6),0-0,?,Newell's Old Boys (6)
?,(Sat) 6 Sep 2014 (W36),Estudiantes LP (6),3-1,?,Club Atlético Belgrano (6)
?,(Sat) 6 Sep 2014 (W36),Club Atlético Banfield (6),0-1,?,CA Independiente de Avellaneda (6)
?,(Sun) 7 Sep 2014 (W36),Rosario Central (6),1-1,?,San Lorenzo (5)
?,(Sun) 7 Sep 2014 (W36),Godoy Cruz (6),1-1,?,Defensa y Justicia (6)
?,(Sun) 7 Sep 2014 (W36),Racing Club (6),1-3,?,CA Lanús (6)
?,(Sun) 7 Sep 2014 (W36),River Plate (6),2-0,?,CA Tigre (6)
?,(Sun) 7 Sep 2014 (W36),Olimpo Bahía Blanca (5),0-1,?,Boca Juniors (6)
?,(Mon) 8 Sep 2014 (W37),Quilmes AC (6),4-0,?,Arsenal de Sarandí (6)
?,(Fri) 12 Sep 2014 (W37),Gimnasia y Esgrima LP (7),0-3,?,Defensa y Justicia (7)
?,(Sat) 13 Sep 2014 (W37),San Lorenzo (6),2-1,?,Godoy Cruz (7)
?,(Sat) 13 Sep 2014 (W37),CA Tigre (7),4-1,?,Rosario Central (7)
?,(Sat) 13 Sep 2014 (W37),Atlético Rafaela (7),1-0,?,Estudiantes LP (7)
?,(Sat) 13 Sep 2014 (W37),CA Independiente de Avellaneda (7),5-3,?,Quilmes AC (7)
?,(Sun) 14 Sep 2014 (W37),CA Lanús (7),1-0,?,Club Atlético Banfield (7)
?,(Sun) 14 Sep 2014 (W37),Club Atlético Belgrano (7),1-0,?,Vélez Sarsfield (7)
?,(Mon) 15 Sep 2014 (W38),Newell's Old Boys (7),1-0,?,Olimpo Bahía Blanca (6)
?,(Fri) 19 Sep 2014 (W38),Quilmes AC (8),0-2,?,CA Lanús (8)
?,(Sat) 20 Sep 2014 (W38),Estudiantes LP (8),0-0,?,Gimnasia y Esgrima LP (8)
?,(Sat) 20 Sep 2014 (W38),Olimpo Bahía Blanca (7),1-0,?,Club Atlético Belgrano (8)
