Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 7 Mar 2014 (W10),Shandong Luneng Taishan (1),1-0,?,Zhejiang Yiteng F.C. (1)
?,(Sat) 8 Mar 2014 (W10),Guangzhou Evergrande Taobao (1),3-0,?,Henan Jianye (1)
?,(Sat) 8 Mar 2014 (W10),Beijing Sinobo Guoan (1),1-0,?,Changchun Yatai (1)
?,(Sat) 8 Mar 2014 (W10),Hangzhou Greentown (1),1-1,?,Dalian Yifang (1)
?,(Sat) 8 Mar 2014 (W10),Jiangsu Suning (1),0-0,?,Beijing Renhe (1)
?,(Sun) 9 Mar 2014 (W10),Liaoning F.C. (1),1-1,?,Shanghai SIPG (1)
?,(Sun) 9 Mar 2014 (W10),Shanghai Shenxin (1),0-2,?,Shanghai Greenland Shenhua (1)
?,(Sun) 9 Mar 2014 (W10),Tianjin TEDA (1),1-1,?,Guangzhou R&F (1)
?,(Sat) 15 Mar 2014 (W11),Dalian Yifang (2),0-1,?,Beijing Sinobo Guoan (2)
?,(Sat) 15 Mar 2014 (W11),Shanghai Greenland Shenhua (2),1-3,?,Hangzhou Greentown (2)
?,(Sat) 15 Mar 2014 (W11),Beijing Renhe (2),2-0,?,Tianjin TEDA (2)
?,(Sat) 15 Mar 2014 (W11),Guangzhou Evergrande Taobao (2),4-1,?,Zhejiang Yiteng F.C. (2)
?,(Sun) 16 Mar 2014 (W11),Changchun Yatai (2),0-0,?,Henan Jianye (2)
?,(Sun) 16 Mar 2014 (W11),Guangzhou R&F (2),0-0,?,Liaoning F.C. (2)
?,(Sun) 16 Mar 2014 (W11),Shanghai SIPG (2),5-1,?,Shanghai Shenxin (2)
?,(Sat) 22 Mar 2014 (W12),Shanghai Shenxin (3),1-3,?,Guangzhou R&F (3)
?,(Sat) 22 Mar 2014 (W12),Henan Jianye (3),2-2,?,Dalian Yifang (3)
?,(Sat) 22 Mar 2014 (W12),Hangzhou Greentown (3),1-2,?,Shanghai SIPG (3)
?,(Sat) 22 Mar 2014 (W12),Jiangsu Suning (2),2-1,?,Zhejiang Yiteng F.C. (3)
?,(Sun) 23 Mar 2014 (W12),Liaoning F.C. (3),1-2,?,Beijing Renhe (3)
?,(Sun) 23 Mar 2014 (W12),Tianjin TEDA (3),1-1,?,Shandong Luneng Taishan (2)
?,(Sun) 23 Mar 2014 (W12),Guangzhou Evergrande Taobao (3),1-3,?,Changchun Yatai (3)
?,(Mon) 24 Mar 2014 (W13),Beijing Sinobo Guoan (3),2-0,?,Shanghai Greenland Shenhua (3)
?,(Fri) 28 Mar 2014 (W13),Shandong Luneng Taishan (3),1-0,?,Liaoning F.C. (4)
?,(Fri) 28 Mar 2014 (W13),Jiangsu Suning (3),0-2,?,Guangzhou Evergrande Taobao (4)
?,(Fri) 28 Mar 2014 (W13),Shanghai SIPG (4),1-0,?,Beijing Sinobo Guoan (4)
?,(Fri) 28 Mar 2014 (W13),Beijing Renhe (4),0-1,?,Shanghai Shenxin (4)
?,(Sat) 29 Mar 2014 (W13),Dalian Yifang (4),2-1,?,Changchun Yatai (4)
?,(Sat) 29 Mar 2014 (W13),Shanghai Greenland Shenhua (4),0-0,?,Henan Jianye (4)
?,(Sun) 30 Mar 2014 (W13),Guangzhou R&F (4),6-2,?,Hangzhou Greentown (4)
?,(Sun) 30 Mar 2014 (W13),Tianjin TEDA (4),3-0,?,Zhejiang Yiteng F.C. (4)
