Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 14 Jul 2017 (W28),Wisła Płock (1),0-2,?,Lechia Gdańsk (1)
?,(Fri) 14 Jul 2017 (W28),Pogoń Szczecin (1),1-2,?,Wisła Kraków (1)
?,(Sat) 15 Jul 2017 (W28),KS Cracovia (1),1-1,?,Piast Gliwice (1)
?,(Sat) 15 Jul 2017 (W28),Górnik Zabrze (1),3-1,?,Legia Warszawa (1)
?,(Sun) 16 Jul 2017 (W28),Arka Gdynia (1),2-0,?,WKS Śląsk Wrocław (1)
?,(Sun) 16 Jul 2017 (W28),Bruk-Bet Termalica Nieciecza (1),0-1,?,Jagiellonia Białystok (1)
?,(Sun) 16 Jul 2017 (W28),KKS Lech Poznań (1),0-0,?,Sandecja Nowy Sącz (1)
?,(Mon) 17 Jul 2017 (W29),Korona Kielce (1),0-1,?,Zagłębie Lubin (1)
?,(Fri) 21 Jul 2017 (W29),Sandecja Nowy Sącz (2),0-0,?,Arka Gdynia (2)
?,(Fri) 21 Jul 2017 (W29),Wisła Kraków (2),1-0,?,Bruk-Bet Termalica Nieciecza (2)
?,(Sat) 22 Jul 2017 (W29),Piast Gliwice (2),1-2,?,Pogoń Szczecin (2)
?,(Sat) 22 Jul 2017 (W29),Lechia Gdańsk (2),0-1,?,KS Cracovia (2)
?,(Sat) 22 Jul 2017 (W29),Legia Warszawa (2),1-1,?,Korona Kielce (2)
?,(Sun) 23 Jul 2017 (W29),Wisła Płock (2),1-0,?,KKS Lech Poznań (2)
?,(Sun) 23 Jul 2017 (W29),Jagiellonia Białystok (2),2-1,?,Górnik Zabrze (2)
?,(Mon) 24 Jul 2017 (W30),Zagłębie Lubin (2),1-0,?,WKS Śląsk Wrocław (2)
?,(Fri) 28 Jul 2017 (W30),Bruk-Bet Termalica Nieciecza (3),1-1,?,Zagłębie Lubin (3)
?,(Fri) 28 Jul 2017 (W30),WKS Śląsk Wrocław (3),3-2,?,Lechia Gdańsk (3)
?,(Sat) 29 Jul 2017 (W30),Legia Warszawa (3),2-0,?,Sandecja Nowy Sącz (3)
?,(Sat) 29 Jul 2017 (W30),Górnik Zabrze (3),3-2,?,Wisła Kraków (3)
?,(Sun) 30 Jul 2017 (W30),Arka Gdynia (3),1-1,?,Wisła Płock (3)
?,(Sun) 30 Jul 2017 (W30),Pogoń Szczecin (3),0-1,?,Jagiellonia Białystok (3)
?,(Sun) 30 Jul 2017 (W30),KKS Lech Poznań (3),5-1,?,Piast Gliwice (3)
?,(Mon) 31 Jul 2017 (W31),Korona Kielce (3),4-2,?,KS Cracovia (3)
?,(Fri) 4 Aug 2017 (W31),Piast Gliwice (4),1-1,?,WKS Śląsk Wrocław (4)
?,(Fri) 4 Aug 2017 (W31),Wisła Płock (4),0-1,?,Wisła Kraków (4)
?,(Sat) 5 Aug 2017 (W31),Lechia Gdańsk (4),1-1,?,Górnik Zabrze (4)
?,(Sat) 5 Aug 2017 (W31),Zagłębie Lubin (4),3-0,?,Pogoń Szczecin (4)
?,(Sat) 5 Aug 2017 (W31),Bruk-Bet Termalica Nieciecza (4),1-0,?,Legia Warszawa (4)
?,(Sun) 6 Aug 2017 (W31),Jagiellonia Białystok (4),1-3,?,Sandecja Nowy Sącz (4)
?,(Sun) 6 Aug 2017 (W31),KS Cracovia (4),0-2,?,KKS Lech Poznań (4)
?,(Mon) 7 Aug 2017 (W32),Arka Gdynia (4),0-0,?,Korona Kielce (4)
?,(Fri) 11 Aug 2017 (W32),Legia Warszawa (5),3-1,?,Piast Gliwice (5)
?,(Sat) 12 Aug 2017 (W32),Sandecja Nowy Sącz (5),0-1,?,Wisła Płock (5)
?,(Sat) 12 Aug 2017 (W32),KKS Lech Poznań (5),1-1,?,Zagłębie Lubin (5)
?,(Sat) 12 Aug 2017 (W32),Wisła Kraków (5),2-1,?,KS Cracovia (5)
?,(Sun) 13 Aug 2017 (W32),Górnik Zabrze (5),1-1,?,Arka Gdynia (5)
?,(Sun) 13 Aug 2017 (W32),Korona Kielce (5),2-3,?,Jagiellonia Białystok (5)
?,(Mon) 14 Aug 2017 (W33),Pogoń Szczecin (5),0-0,?,Lechia Gdańsk (5)
?,(Tue) 15 Aug 2017 (W33),WKS Śląsk Wrocław (5),1-1,?,Bruk-Bet Termalica Nieciecza (5)
?,(Fri) 18 Aug 2017 (W33),Lechia Gdańsk (6),2-3,?,Sandecja Nowy Sącz (6)
?,(Fri) 18 Aug 2017 (W33),KS Cracovia (6),3-3,?,Górnik Zabrze (6)
?,(Sat) 19 Aug 2017 (W33),Arka Gdynia (6),0-3,?,Pogoń Szczecin (6)
?,(Sat) 19 Aug 2017 (W33),Piast Gliwice (6),2-0,?,Korona Kielce (6)
?,(Sat) 19 Aug 2017 (W33),Jagiellonia Białystok (6),1-1,?,WKS Śląsk Wrocław (6)
?,(Sun) 20 Aug 2017 (W33),Wisła Płock (6),0-1,?,Legia Warszawa (6)
?,(Sun) 20 Aug 2017 (W33),Bruk-Bet Termalica Nieciecza (6),1-3,?,KKS Lech Poznań (6)
?,(Mon) 21 Aug 2017 (W34),Zagłębie Lubin (6),3-0,?,Wisła Kraków (6)
?,(Fri) 25 Aug 2017 (W34),Górnik Zabrze (7),4-0,?,Wisła Płock (7)
?,(Fri) 25 Aug 2017 (W34),WKS Śląsk Wrocław (7),2-1,?,KS Cracovia (7)
?,(Sat) 26 Aug 2017 (W34),Korona Kielce (7),2-1,?,Bruk-Bet Termalica Nieciecza (7)
?,(Sat) 26 Aug 2017 (W34),Jagiellonia Białystok (7),0-1,?,Piast Gliwice (7)
?,(Sat) 26 Aug 2017 (W34),Wisła Kraków (7),1-1,?,Lechia Gdańsk (7)
?,(Sun) 27 Aug 2017 (W34),KKS Lech Poznań (7),3-0,?,Arka Gdynia (7)
?,(Sun) 27 Aug 2017 (W34),Sandecja Nowy Sącz (7),2-1,?,Pogoń Szczecin (7)
?,(Sun) 27 Aug 2017 (W34),Legia Warszawa (7),2-1,?,Zagłębie Lubin (7)
?,(Fri) 8 Sep 2017 (W36),Zagłębie Lubin (8),2-2,?,Wisła Płock (8)
?,(Fri) 8 Sep 2017 (W36),Arka Gdynia (8),3-1,?,Wisła Kraków (8)
?,(Sat) 9 Sep 2017 (W36),Korona Kielce (8),1-0,?,Sandecja Nowy Sącz (8)
?,(Sat) 9 Sep 2017 (W36),WKS Śląsk Wrocław (8),2-1,?,Legia Warszawa (8)
?,(Sat) 9 Sep 2017 (W36),KS Cracovia (8),1-1,?,Jagiellonia Białystok (8)
?,(Sun) 10 Sep 2017 (W36),Bruk-Bet Termalica Nieciecza (8),1-2,?,Górnik Zabrze (8)
?,(Sun) 10 Sep 2017 (W36),Pogoń Szczecin (8),0-0,?,KKS Lech Poznań (8)
?,(Mon) 11 Sep 2017 (W37),Piast Gliwice (8),1-2,?,Lechia Gdańsk (8)
?,(Fri) 15 Sep 2017 (W37),Arka Gdynia (9),1-1,?,Zagłębie Lubin (9)
?,(Fri) 15 Sep 2017 (W37),KKS Lech Poznań (9),1-0,?,Korona Kielce (9)
?,(Sat) 16 Sep 2017 (W37),Wisła Płock (9),3-1,?,Pogoń Szczecin (9)
?,(Sat) 16 Sep 2017 (W37),Górnik Zabrze (9),2-2,?,WKS Śląsk Wrocław (9)
?,(Sat) 16 Sep 2017 (W37),Wisła Kraków (9),2-0,?,Piast Gliwice (9)
?,(Sun) 17 Sep 2017 (W37),Sandecja Nowy Sącz (9),1-0,?,Bruk-Bet Termalica Nieciecza (9)
?,(Sun) 17 Sep 2017 (W37),Legia Warszawa (9),1-0,?,KS Cracovia (9)
?,(Mon) 18 Sep 2017 (W38),Lechia Gdańsk (9),3-3,?,Jagiellonia Białystok (9)
?,(Fri) 22 Sep 2017 (W38),Piast Gliwice (10),0-1,?,Arka Gdynia (10)
?,(Fri) 22 Sep 2017 (W38),WKS Śląsk Wrocław (10),2-0,?,KKS Lech Poznań (10)
?,(Sat) 23 Sep 2017 (W38),Bruk-Bet Termalica Nieciecza (10),2-1,?,Lechia Gdańsk (10)
?,(Sat) 23 Sep 2017 (W38),Pogoń Szczecin (10),1-2,?,Górnik Zabrze (10)
?,(Sat) 23 Sep 2017 (W38),Korona Kielce (10),2-1,?,Wisła Kraków (10)
?,(Sun) 24 Sep 2017 (W38),Zagłębie Lubin (10),1-0,?,Sandecja Nowy Sącz (10)
?,(Sun) 24 Sep 2017 (W38),Jagiellonia Białystok (10),1-0,?,Legia Warszawa (10)
?,(Mon) 25 Sep 2017 (W39),KS Cracovia (10),1-3,?,Wisła Płock (10)
?,(Fri) 29 Sep 2017 (W39),Sandecja Nowy Sącz (11),1-1,?,WKS Śląsk Wrocław (11)
