Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 11 Mar 2016 (W10),Aalesunds FK (1),1-0,?,Stabæk (1)
?,(Sat) 12 Mar 2016 (W10),Odds BK (1),1-0,?,Rosenborg BK (1)
?,(Sun) 13 Mar 2016 (W10),Molde FK (1),1-1,?,Tromsø IL (1)
?,(Sun) 13 Mar 2016 (W10),Bodø/Glimt (1),2-0,?,Sogndal (1)
?,(Sun) 13 Mar 2016 (W10),Sarpsborg 08 (1),0-1,?,FK Haugesund (1)
?,(Sun) 13 Mar 2016 (W10),Strømsgodset IF (1),2-2,?,SK Brann (1)
?,(Sun) 13 Mar 2016 (W10),IK Start (1),1-1,?,Lillestrøm SK (1)
?,(Mon) 14 Mar 2016 (W11),Vålerenga Fotball (1),0-2,?,Viking FK (1)
?,(Fri) 18 Mar 2016 (W11),Tromsø IL (2),0-0,?,IK Start (2)
?,(Sat) 19 Mar 2016 (W11),FK Haugesund (2),3-0,?,Aalesunds FK (2)
?,(Sat) 19 Mar 2016 (W11),Rosenborg BK (2),1-0,?,Strømsgodset IF (2)
?,(Sun) 20 Mar 2016 (W11),Sogndal (2),1-0,?,Vålerenga Fotball (2)
?,(Sun) 20 Mar 2016 (W11),SK Brann (2),0-0,?,Odds BK (2)
?,(Sun) 20 Mar 2016 (W11),Lillestrøm SK (2),1-1,?,Bodø/Glimt (2)
?,(Sun) 20 Mar 2016 (W11),Viking FK (2),0-0,?,Sarpsborg 08 (2)
?,(Sun) 20 Mar 2016 (W11),Stabæk (2),1-2,?,Molde FK (2)
?,(Fri) 1 Apr 2016 (W13),Molde FK (3),4-2,?,Lillestrøm SK (3)
?,(Sat) 2 Apr 2016 (W13),IK Start (3),0-1,?,Viking FK (3)
?,(Sat) 2 Apr 2016 (W13),Vålerenga Fotball (3),0-2,?,Rosenborg BK (3)
?,(Sun) 3 Apr 2016 (W13),Odds BK (3),0-0,?,Tromsø IL (3)
?,(Sun) 3 Apr 2016 (W13),Aalesunds FK (3),1-2,?,SK Brann (3)
?,(Sun) 3 Apr 2016 (W13),Bodø/Glimt (3),3-1,?,Stabæk (3)
?,(Sun) 3 Apr 2016 (W13),Sarpsborg 08 (3),0-0,?,Sogndal (3)
?,(Sun) 3 Apr 2016 (W13),Strømsgodset IF (3),2-0,?,FK Haugesund (3)
?,(Fri) 8 Apr 2016 (W14),Sogndal (4),1-0,?,FK Haugesund (4)
?,(Sat) 9 Apr 2016 (W14),Lillestrøm SK (4),4-0,?,Sarpsborg 08 (4)
?,(Sat) 9 Apr 2016 (W14),Stabæk (4),2-1,?,Vålerenga Fotball (4)
?,(Sun) 10 Apr 2016 (W14),SK Brann (4),1-0,?,Bodø/Glimt (4)
?,(Sun) 10 Apr 2016 (W14),Rosenborg BK (4),1-0,?,Aalesunds FK (4)
?,(Sun) 10 Apr 2016 (W14),IK Start (4),1-1,?,Molde FK (4)
?,(Sun) 10 Apr 2016 (W14),Tromsø IL (4),2-0,?,Strømsgodset IF (4)
?,(Sun) 10 Apr 2016 (W14),Viking FK (4),0-2,?,Odds BK (4)
?,(Fri) 15 Apr 2016 (W15),FK Haugesund (5),2-2,?,Lillestrøm SK (5)
?,(Sat) 16 Apr 2016 (W15),Strømsgodset IF (5),2-1,?,Sogndal (5)
?,(Sat) 16 Apr 2016 (W15),Rosenborg BK (5),3-0,?,SK Brann (5)
?,(Sun) 17 Apr 2016 (W15),Bodø/Glimt (5),1-2,?,Molde FK (5)
?,(Sun) 17 Apr 2016 (W15),Aalesunds FK (5),1-2,?,Viking FK (5)
?,(Sun) 17 Apr 2016 (W15),Sarpsborg 08 (5),1-1,?,Stabæk (5)
?,(Sun) 17 Apr 2016 (W15),Vålerenga Fotball (5),4-0,?,Tromsø IL (5)
?,(Sun) 17 Apr 2016 (W15),Odds BK (5),3-0,?,IK Start (5)
?,(Wed) 20 Apr 2016 (W16),Bodø/Glimt (6),3-4,?,FK Haugesund (6)
?,(Wed) 20 Apr 2016 (W16),Sogndal (6),0-1,?,Odds BK (6)
?,(Wed) 20 Apr 2016 (W16),Stabæk (6),0-1,?,Strømsgodset IF (6)
?,(Wed) 20 Apr 2016 (W16),Viking FK (6),0-1,?,SK Brann (6)
?,(Thu) 21 Apr 2016 (W16),Lillestrøm SK (6),1-1,?,Aalesunds FK (6)
?,(Thu) 21 Apr 2016 (W16),Molde FK (6),4-0,?,Vålerenga Fotball (6)
?,(Thu) 21 Apr 2016 (W16),IK Start (6),1-4,?,Sarpsborg 08 (6)
?,(Thu) 21 Apr 2016 (W16),Tromsø IL (6),1-2,?,Rosenborg BK (6)
?,(Sat) 23 Apr 2016 (W16),Strømsgodset IF (7),2-0,?,Bodø/Glimt (7)
?,(Sat) 23 Apr 2016 (W16),SK Brann (7),2-0,?,Sogndal (7)
?,(Sun) 24 Apr 2016 (W16),Sarpsborg 08 (7),4-0,?,Molde FK (7)
?,(Sun) 24 Apr 2016 (W16),Aalesunds FK (7),6-0,?,Tromsø IL (7)
?,(Sun) 24 Apr 2016 (W16),Odds BK (7),1-3,?,Lillestrøm SK (7)
?,(Sun) 24 Apr 2016 (W16),Rosenborg BK (7),4-0,?,Viking FK (7)
?,(Sun) 24 Apr 2016 (W16),Vålerenga Fotball (7),2-0,?,IK Start (7)
?,(Mon) 25 Apr 2016 (W17),FK Haugesund (7),3-1,?,Stabæk (7)
?,(Sat) 30 Apr 2016 (W17),Lillestrøm SK (8),2-0,?,Vålerenga Fotball (8)
?,(Sat) 30 Apr 2016 (W17),Molde FK (8),1-0,?,Aalesunds FK (8)
?,(Sun) 1 May 2016 (W17),Viking FK (8),3-2,?,FK Haugesund (8)
?,(Sun) 1 May 2016 (W17),Sogndal (8),1-1,?,Rosenborg BK (8)
?,(Sun) 1 May 2016 (W17),IK Start (8),2-2,?,Strømsgodset IF (8)
?,(Sun) 1 May 2016 (W17),Tromsø IL (8),1-0,?,SK Brann (8)
?,(Sun) 1 May 2016 (W17),Stabæk (8),1-2,?,Odds BK (8)
?,(Mon) 2 May 2016 (W18),Bodø/Glimt (8),0-2,?,Sarpsborg 08 (8)
?,(Sat) 7 May 2016 (W18),Viking FK (9),2-0,?,Tromsø IL (9)
?,(Sat) 7 May 2016 (W18),Strømsgodset IF (9),3-1,?,Lillestrøm SK (9)
