Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 2 Apr 2016 (W13),Malmö FF (1),3-1,?,IFK Norrköping (1)
?,(Sat) 2 Apr 2016 (W13),Kalmar FF (1),0-1,?,Jönköpings Södra IF (1)
?,(Sun) 3 Apr 2016 (W13),AIK (1),1-1,?,GIF Sundsvall (1)
?,(Sun) 3 Apr 2016 (W13),Gefle IF (1),1-1,?,Helsingborgs IF (1)
?,(Sun) 3 Apr 2016 (W13),BK Häcken (1),2-1,?,IF Elfsborg (1)
?,(Sun) 3 Apr 2016 (W13),Falkenbergs FF (1),0-2,?,IFK Göteborg (1)
?,(Sun) 3 Apr 2016 (W13),Örebro SK (1),0-2,?,Djurgårdens IF (1)
?,(Mon) 4 Apr 2016 (W14),Hammarby IF (1),1-1,?,Östersunds FK (1)
?,(Wed) 6 Apr 2016 (W14),IFK Göteborg (2),1-0,?,BK Häcken (2)
?,(Wed) 6 Apr 2016 (W14),Jönköpings Södra IF (2),3-2,?,Malmö FF (2)
?,(Wed) 6 Apr 2016 (W14),IFK Norrköping (2),4-1,?,Kalmar FF (2)
?,(Thu) 7 Apr 2016 (W14),Djurgårdens IF (2),5-0,?,Falkenbergs FF (2)
?,(Thu) 7 Apr 2016 (W14),IF Elfsborg (2),4-1,?,Hammarby IF (2)
?,(Thu) 7 Apr 2016 (W14),Helsingborgs IF (2),1-3,?,Örebro SK (2)
?,(Thu) 7 Apr 2016 (W14),Östersunds FK (2),0-2,?,AIK (2)
?,(Thu) 7 Apr 2016 (W14),GIF Sundsvall (2),1-2,?,Gefle IF (2)
?,(Sat) 9 Apr 2016 (W14),BK Häcken (3),1-2,?,IFK Norrköping (3)
?,(Sun) 10 Apr 2016 (W14),Gefle IF (3),1-2,?,Djurgårdens IF (3)
?,(Sun) 10 Apr 2016 (W14),Hammarby IF (3),5-1,?,Helsingborgs IF (3)
?,(Sun) 10 Apr 2016 (W14),Falkenbergs FF (3),1-2,?,Östersunds FK (3)
?,(Sun) 10 Apr 2016 (W14),Kalmar FF (3),3-2,?,IF Elfsborg (3)
?,(Mon) 11 Apr 2016 (W15),AIK (3),3-3,?,IFK Göteborg (3)
?,(Mon) 11 Apr 2016 (W15),Malmö FF (3),1-2,?,GIF Sundsvall (3)
?,(Mon) 11 Apr 2016 (W15),Örebro SK (3),2-1,?,Jönköpings Södra IF (3)
?,(Fri) 15 Apr 2016 (W15),Östersunds FK (4),2-1,?,BK Häcken (4)
?,(Sat) 16 Apr 2016 (W15),Helsingborgs IF (4),3-1,?,Falkenbergs FF (4)
?,(Sun) 17 Apr 2016 (W15),Jönköpings Södra IF (4),1-0,?,Gefle IF (4)
?,(Sun) 17 Apr 2016 (W15),IFK Norrköping (4),4-1,?,AIK (4)
?,(Sun) 17 Apr 2016 (W15),IFK Göteborg (4),1-1,?,Kalmar FF (4)
?,(Mon) 18 Apr 2016 (W16),IF Elfsborg (4),0-1,?,Malmö FF (4)
?,(Mon) 18 Apr 2016 (W16),GIF Sundsvall (4),3-1,?,Örebro SK (4)
?,(Tue) 19 Apr 2016 (W16),Djurgårdens IF (4),1-3,?,Hammarby IF (4)
?,(Fri) 22 Apr 2016 (W16),Falkenbergs FF (5),2-1,?,IFK Norrköping (5)
?,(Sat) 23 Apr 2016 (W16),Gefle IF (5),0-0,?,Östersunds FK (5)
?,(Sat) 23 Apr 2016 (W16),Hammarby IF (5),1-1,?,Jönköpings Södra IF (5)
?,(Sun) 24 Apr 2016 (W16),BK Häcken (5),0-1,?,GIF Sundsvall (5)
?,(Sun) 24 Apr 2016 (W16),Malmö FF (5),1-0,?,Djurgårdens IF (5)
?,(Sun) 24 Apr 2016 (W16),Örebro SK (5),3-2,?,IFK Göteborg (5)
?,(Mon) 25 Apr 2016 (W17),AIK (5),2-1,?,IF Elfsborg (5)
?,(Mon) 25 Apr 2016 (W17),Kalmar FF (5),2-3,?,Helsingborgs IF (5)
?,(Tue) 26 Apr 2016 (W17),IFK Norrköping (6),3-1,?,Hammarby IF (6)
?,(Wed) 27 Apr 2016 (W17),IFK Göteborg (6),0-3,?,Malmö FF (6)
?,(Wed) 27 Apr 2016 (W17),Jönköpings Södra IF (6),1-1,?,Falkenbergs FF (6)
?,(Wed) 27 Apr 2016 (W17),Östersunds FK (6),2-4,?,Örebro SK (6)
?,(Thu) 28 Apr 2016 (W17),IF Elfsborg (6),3-0,?,Djurgårdens IF (6)
?,(Thu) 28 Apr 2016 (W17),BK Häcken (6),6-1,?,Gefle IF (6)
?,(Thu) 28 Apr 2016 (W17),Helsingborgs IF (6),2-1,?,AIK (6)
?,(Thu) 28 Apr 2016 (W17),GIF Sundsvall (6),1-1,?,Kalmar FF (6)
?,(Sun) 1 May 2016 (W17),Falkenbergs FF (7),1-2,?,IF Elfsborg (7)
?,(Sun) 1 May 2016 (W17),Hammarby IF (7),1-1,?,GIF Sundsvall (7)
?,(Sun) 1 May 2016 (W17),Malmö FF (7),3-0,?,BK Häcken (7)
?,(Mon) 2 May 2016 (W18),AIK (7),0-0,?,Jönköpings Södra IF (7)
?,(Mon) 2 May 2016 (W18),Djurgårdens IF (7),3-0,?,Östersunds FK (7)
?,(Mon) 2 May 2016 (W18),Gefle IF (7),2-6,?,IFK Göteborg (7)
?,(Mon) 2 May 2016 (W18),Kalmar FF (7),3-2,?,Örebro SK (7)
?,(Mon) 2 May 2016 (W18),IFK Norrköping (7),3-0,?,Helsingborgs IF (7)
?,(Sat) 7 May 2016 (W18),IF Elfsborg (8),2-0,?,Gefle IF (8)
?,(Sat) 7 May 2016 (W18),Östersunds FK (8),1-0,?,Kalmar FF (8)
?,(Sun) 8 May 2016 (W18),Helsingborgs IF (8),2-1,?,Malmö FF (8)
?,(Sun) 8 May 2016 (W18),Jönköpings Södra IF (8),0-2,?,IFK Norrköping (8)
?,(Sun) 8 May 2016 (W18),BK Häcken (8),2-3,?,AIK (8)
?,(Mon) 9 May 2016 (W19),IFK Göteborg (8),2-1,?,Djurgårdens IF (8)
?,(Mon) 9 May 2016 (W19),Örebro SK (8),3-2,?,Hammarby IF (8)
?,(Mon) 9 May 2016 (W19),GIF Sundsvall (8),2-1,?,Falkenbergs FF (8)
?,(Fri) 13 May 2016 (W19),Jönköpings Södra IF (9),1-1,?,Helsingborgs IF (9)
?,(Sat) 14 May 2016 (W19),Kalmar FF (9),1-1,?,Hammarby IF (9)
?,(Sat) 14 May 2016 (W19),Malmö FF (9),3-0,?,Gefle IF (9)
?,(Sun) 15 May 2016 (W19),IFK Norrköping (9),3-1,?,GIF Sundsvall (9)
?,(Sun) 15 May 2016 (W19),Örebro SK (9),1-0,?,IF Elfsborg (9)
?,(Sun) 15 May 2016 (W19),Falkenbergs FF (9),1-4,?,BK Häcken (9)
?,(Sun) 15 May 2016 (W19),Östersunds FK (9),2-0,?,IFK Göteborg (9)
?,(Mon) 16 May 2016 (W20),AIK (9),2-0,?,Djurgårdens IF (9)
?,(Wed) 18 May 2016 (W20),BK Häcken (10),3-1,?,Jönköpings Södra IF (10)
?,(Wed) 18 May 2016 (W20),Hammarby IF (10),2-3,?,Malmö FF (10)
?,(Wed) 18 May 2016 (W20),Helsingborgs IF (10),1-1,?,Östersunds FK (10)
?,(Wed) 18 May 2016 (W20),GIF Sundsvall (10),1-3,?,IF Elfsborg (10)
?,(Thu) 19 May 2016 (W20),Djurgårdens IF (10),0-3,?,Kalmar FF (10)
?,(Thu) 19 May 2016 (W20),Gefle IF (10),0-4,?,Örebro SK (10)
?,(Thu) 19 May 2016 (W20),IFK Göteborg (10),1-1,?,IFK Norrköping (10)
?,(Fri) 20 May 2016 (W20),Falkenbergs FF (10),2-3,?,AIK (10)
?,(Sat) 21 May 2016 (W20),GIF Sundsvall (11),5-0,?,Östersunds FK (11)
?,(Sun) 22 May 2016 (W20),Kalmar FF (11),1-1,?,BK Häcken (11)
?,(Sun) 22 May 2016 (W20),Örebro SK (11),2-2,?,IFK Norrköping (11)
?,(Sun) 22 May 2016 (W20),Djurgårdens IF (11),3-0,?,Helsingborgs IF (11)
?,(Sun) 22 May 2016 (W20),IF Elfsborg (11),3-3,?,Jönköpings Södra IF (11)
?,(Mon) 23 May 2016 (W21),Gefle IF (11),0-1,?,AIK (11)
?,(Mon) 23 May 2016 (W21),IFK Göteborg (11),2-1,?,Hammarby IF (11)
?,(Mon) 23 May 2016 (W21),Malmö FF (11),2-0,?,Falkenbergs FF (11)
?,(Sat) 28 May 2016 (W21),AIK (12),0-0,?,Örebro SK (12)
