Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 4 Mar 2016 (W9),Guangzhou R&F (1),1-2,?,Hebei China Fortune (1)
?,(Sat) 5 Mar 2016 (W9),Henan Jianye (1),1-0,?,Shanghai SIPG (1)
?,(Sat) 5 Mar 2016 (W9),Jiangsu Suning (1),3-0,?,Shandong Luneng Taishan (1)
?,(Sat) 5 Mar 2016 (W9),Shanghai Greenland Shenhua (1),1-1,?,Yanbian Funde (1)
?,(Sun) 6 Mar 2016 (W9),Chongqing Dangdai Lifan (1),2-1,?,Guangzhou Evergrande Taobao (1)
?,(Sun) 6 Mar 2016 (W9),Shijiazhuang Ever Bright (1),0-1,?,Liaoning F.C. (1)
?,(Sun) 6 Mar 2016 (W9),Hangzhou Greentown (1),2-1,?,Changchun Yatai (1)
?,(Fri) 11 Mar 2016 (W10),Jiangsu Suning (2),2-1,?,Yanbian Funde (2)
?,(Fri) 11 Mar 2016 (W10),Shandong Luneng Taishan (2),3-2,?,Liaoning F.C. (2)
?,(Fri) 11 Mar 2016 (W10),Shanghai SIPG (2),1-1,?,Shanghai Greenland Shenhua (2)
?,(Sat) 12 Mar 2016 (W10),Guangzhou Evergrande Taobao (2),3-0,?,Changchun Yatai (2)
?,(Sat) 12 Mar 2016 (W10),Tianjin TEDA (1),0-1,?,Guangzhou R&F (2)
?,(Sun) 13 Mar 2016 (W10),Chongqing Dangdai Lifan (2),0-1,?,Henan Jianye (2)
?,(Sun) 13 Mar 2016 (W10),Shijiazhuang Ever Bright (2),1-0,?,Hangzhou Greentown (2)
?,(Wed) 16 Mar 2016 (W11),Tianjin TEDA (2),0-0,?,Beijing Sinobo Guoan (1)
?,(Fri) 1 Apr 2016 (W13),Guangzhou Evergrande Taobao (3),2-0,?,Guangzhou R&F (3)
?,(Fri) 1 Apr 2016 (W13),Hangzhou Greentown (3),2-0,?,Shandong Luneng Taishan (3)
?,(Sat) 2 Apr 2016 (W13),Yanbian Funde (3),1-0,?,Beijing Sinobo Guoan (2)
?,(Sat) 2 Apr 2016 (W13),Chongqing Dangdai Lifan (3),1-1,?,Shanghai SIPG (3)
?,(Sat) 2 Apr 2016 (W13),Liaoning F.C. (3),1-1,?,Henan Jianye (3)
?,(Sat) 2 Apr 2016 (W13),Hebei China Fortune (2),1-1,?,Jiangsu Suning (3)
?,(Sun) 3 Apr 2016 (W13),Changchun Yatai (3),4-4,?,Tianjin TEDA (3)
?,(Sun) 3 Apr 2016 (W13),Shanghai Greenland Shenhua (3),3-1,?,Shijiazhuang Ever Bright (3)
?,(Fri) 8 Apr 2016 (W14),Guangzhou R&F (4),0-0,?,Yanbian Funde (4)
?,(Sat) 9 Apr 2016 (W14),Shijiazhuang Ever Bright (4),1-1,?,Chongqing Dangdai Lifan (4)
?,(Sat) 9 Apr 2016 (W14),Beijing Sinobo Guoan (3),0-3,?,Guangzhou Evergrande Taobao (4)
?,(Sat) 9 Apr 2016 (W14),Henan Jianye (4),0-1,?,Jiangsu Suning (4)
?,(Sun) 10 Apr 2016 (W14),Changchun Yatai (4),0-1,?,Hebei China Fortune (3)
?,(Sun) 10 Apr 2016 (W14),Shanghai SIPG (4),4-0,?,Liaoning F.C. (4)
?,(Sun) 10 Apr 2016 (W14),Tianjin TEDA (4),1-0,?,Hangzhou Greentown (4)
?,(Sun) 10 Apr 2016 (W14),Shanghai Greenland Shenhua (4),0-0,?,Shandong Luneng Taishan (4)
?,(Fri) 15 Apr 2016 (W15),Shanghai SIPG (5),1-0,?,Guangzhou R&F (5)
?,(Fri) 15 Apr 2016 (W15),Guangzhou Evergrande Taobao (5),2-1,?,Henan Jianye (5)
?,(Fri) 15 Apr 2016 (W15),Shandong Luneng Taishan (5),3-1,?,Yanbian Funde (5)
?,(Sat) 16 Apr 2016 (W15),Liaoning F.C. (5),2-2,?,Tianjin TEDA (5)
?,(Sat) 16 Apr 2016 (W15),Jiangsu Suning (5),2-0,?,Shanghai Greenland Shenhua (5)
?,(Sun) 17 Apr 2016 (W15),Hebei China Fortune (4),1-1,?,Shijiazhuang Ever Bright (5)
?,(Sun) 17 Apr 2016 (W15),Chongqing Dangdai Lifan (5),1-1,?,Changchun Yatai (5)
?,(Sun) 17 Apr 2016 (W15),Hangzhou Greentown (5),0-3,?,Beijing Sinobo Guoan (4)
?,(Fri) 22 Apr 2016 (W16),Hangzhou Greentown (6),1-1,?,Chongqing Dangdai Lifan (6)
?,(Sat) 23 Apr 2016 (W16),Yanbian Funde (6),1-2,?,Henan Jianye (6)
?,(Sat) 23 Apr 2016 (W16),Guangzhou R&F (6),1-1,?,Jiangsu Suning (6)
?,(Sat) 23 Apr 2016 (W16),Beijing Sinobo Guoan (5),0-0,?,Liaoning F.C. (6)
?,(Sun) 24 Apr 2016 (W16),Changchun Yatai (6),1-3,?,Shanghai SIPG (6)
?,(Sun) 24 Apr 2016 (W16),Shanghai Greenland Shenhua (6),2-0,?,Hebei China Fortune (5)
?,(Sun) 24 Apr 2016 (W16),Shijiazhuang Ever Bright (6),2-1,?,Shandong Luneng Taishan (6)
?,(Sun) 24 Apr 2016 (W16),Tianjin TEDA (6),0-4,?,Guangzhou Evergrande Taobao (6)
?,(Fri) 29 Apr 2016 (W17),Jiangsu Suning (7),2-0,?,Changchun Yatai (7)
?,(Fri) 29 Apr 2016 (W17),Shandong Luneng Taishan (7),2-3,?,Guangzhou R&F (7)
?,(Fri) 29 Apr 2016 (W17),Shanghai SIPG (7),3-0,?,Yanbian Funde (7)
?,(Sat) 30 Apr 2016 (W17),Liaoning F.C. (7),0-2,?,Hebei China Fortune (6)
?,(Sat) 30 Apr 2016 (W17),Chongqing Dangdai Lifan (7),1-1,?,Beijing Sinobo Guoan (6)
?,(Sat) 30 Apr 2016 (W17),Guangzhou Evergrande Taobao (7),2-1,?,Shanghai Greenland Shenhua (7)
?,(Sat) 30 Apr 2016 (W17),Henan Jianye (7),1-0,?,Hangzhou Greentown (7)
?,(Sun) 1 May 2016 (W17),Tianjin TEDA (7),2-0,?,Shijiazhuang Ever Bright (7)
?,(Fri) 6 May 2016 (W18),Hebei China Fortune (7),4-3,?,Henan Jianye (8)
?,(Sat) 7 May 2016 (W18),Liaoning F.C. (8),0-0,?,Shanghai Greenland Shenhua (8)
?,(Sat) 7 May 2016 (W18),Guangzhou R&F (8),2-0,?,Chongqing Dangdai Lifan (8)
?,(Sun) 8 May 2016 (W18),Yanbian Funde (8),2-0,?,Changchun Yatai (8)
?,(Sun) 8 May 2016 (W18),Beijing Sinobo Guoan (7),1-2,?,Jiangsu Suning (8)
?,(Sun) 8 May 2016 (W18),Hangzhou Greentown (8),1-2,?,Guangzhou Evergrande Taobao (8)
?,(Sun) 8 May 2016 (W18),Shandong Luneng Taishan (8),2-3,?,Tianjin TEDA (8)
?,(Sun) 8 May 2016 (W18),Shijiazhuang Ever Bright (8),1-2,?,Shanghai SIPG (8)
?,(Sat) 14 May 2016 (W19),Changchun Yatai (9),0-0,?,Shandong Luneng Taishan (9)
?,(Sat) 14 May 2016 (W19),Guangzhou Evergrande Taobao (9),2-0,?,Hebei China Fortune (8)
?,(Sat) 14 May 2016 (W19),Beijing Sinobo Guoan (8),2-1,?,Shanghai SIPG (9)
?,(Sat) 14 May 2016 (W19),Henan Jianye (9),0-0,?,Tianjin TEDA (9)
?,(Sat) 14 May 2016 (W19),Jiangsu Suning (9),0-0,?,Shijiazhuang Ever Bright (9)
?,(Sun) 15 May 2016 (W19),Yanbian Funde (9),1-1,?,Chongqing Dangdai Lifan (9)
?,(Sun) 15 May 2016 (W19),Hangzhou Greentown (9),0-0,?,Liaoning F.C. (9)
?,(Sun) 15 May 2016 (W19),Shanghai Greenland Shenhua (9),5-1,?,Guangzhou R&F (9)
?,(Wed) 18 May 2016 (W20),Beijing Sinobo Guoan (9),0-2,?,Hebei China Fortune (9)
?,(Sat) 21 May 2016 (W20),Liaoning F.C. (10),0-3,?,Guangzhou Evergrande Taobao (10)
?,(Sat) 21 May 2016 (W20),Shandong Luneng Taishan (10),0-0,?,Henan Jianye (10)
?,(Sat) 21 May 2016 (W20),Shanghai SIPG (10),1-0,?,Hangzhou Greentown (10)
?,(Sat) 21 May 2016 (W20),Tianjin TEDA (10),1-0,?,Jiangsu Suning (10)
?,(Sun) 22 May 2016 (W20),Guangzhou R&F (10),0-1,?,Changchun Yatai (10)
?,(Sun) 22 May 2016 (W20),Chongqing Dangdai Lifan (10),0-1,?,Shanghai Greenland Shenhua (10)
?,(Sun) 22 May 2016 (W20),Hebei China Fortune (10),1-0,?,Yanbian Funde (10)
?,(Sun) 22 May 2016 (W20),Shijiazhuang Ever Bright (10),1-1,?,Beijing Sinobo Guoan (10)
?,(Fri) 27 May 2016 (W21),Shanghai Greenland Shenhua (11),2-2,?,Tianjin TEDA (11)
?,(Sat) 28 May 2016 (W21),Yanbian Funde (11),4-1,?,Liaoning F.C. (11)
?,(Sat) 28 May 2016 (W21),Henan Jianye (11),1-0,?,Guangzhou R&F (11)
?,(Sat) 28 May 2016 (W21),Jiangsu Suning (11),1-1,?,Hangzhou Greentown (11)
?,(Sun) 29 May 2016 (W21),Changchun Yatai (11),1-0,?,Shijiazhuang Ever Bright (11)
?,(Sun) 29 May 2016 (W21),Chongqing Dangdai Lifan (11),1-3,?,Hebei China Fortune (11)
?,(Sun) 29 May 2016 (W21),Guangzhou Evergrande Taobao (11),1-1,?,Shanghai SIPG (11)
?,(Sun) 29 May 2016 (W21),Shandong Luneng Taishan (11),0-2,?,Beijing Sinobo Guoan (11)
?,(Fri) 10 Jun 2016 (W23),Liaoning F.C. (12),3-2,?,Chongqing Dangdai Lifan (12)
?,(Sat) 11 Jun 2016 (W23),Hangzhou Greentown (12),0-1,?,Guangzhou R&F (12)
?,(Sat) 11 Jun 2016 (W23),Shanghai SIPG (12),1-2,?,Jiangsu Suning (12)
?,(Sat) 11 Jun 2016 (W23),Guangzhou Evergrande Taobao (12),0-0,?,Shijiazhuang Ever Bright (12)
?,(Sat) 11 Jun 2016 (W23),Henan Jianye (12),1-1,?,Shanghai Greenland Shenhua (12)
?,(Sat) 11 Jun 2016 (W23),Tianjin TEDA (12),1-0,?,Yanbian Funde (12)
?,(Sun) 12 Jun 2016 (W23),Beijing Sinobo Guoan (12),2-0,?,Changchun Yatai (12)
?,(Sun) 12 Jun 2016 (W23),Hebei China Fortune (12),2-1,?,Shandong Luneng Taishan (12)
?,(Tue) 14 Jun 2016 (W24),Guangzhou Evergrande Taobao (13),2-0,?,Tianjin TEDA (13)
?,(Wed) 15 Jun 2016 (W24),Chongqing Dangdai Lifan (13),1-0,?,Hangzhou Greentown (13)
?,(Wed) 15 Jun 2016 (W24),Hebei China Fortune (13),2-2,?,Shanghai Greenland Shenhua (13)
?,(Wed) 15 Jun 2016 (W24),Henan Jianye (13),1-0,?,Yanbian Funde (13)
?,(Wed) 15 Jun 2016 (W24),Jiangsu Suning (13),1-1,?,Guangzhou R&F (13)
?,(Wed) 15 Jun 2016 (W24),Shanghai SIPG (13),1-1,?,Changchun Yatai (13)
?,(Sat) 18 Jun 2016 (W24),Yanbian Funde (14),1-1,?,Guangzhou Evergrande Taobao (14)
?,(Sat) 18 Jun 2016 (W24),Hebei China Fortune (14),1-0,?,Tianjin TEDA (14)
?,(Sun) 19 Jun 2016 (W24),Guangzhou R&F (14),1-1,?,Beijing Sinobo Guoan (13)
?,(Sun) 19 Jun 2016 (W24),Shandong Luneng Taishan (13),0-0,?,Shanghai SIPG (14)
?,(Sun) 19 Jun 2016 (W24),Changchun Yatai (14),0-2,?,Liaoning F.C. (13)
?,(Sun) 19 Jun 2016 (W24),Jiangsu Suning (14),2-1,?,Chongqing Dangdai Lifan (14)
?,(Sun) 19 Jun 2016 (W24),Shanghai Greenland Shenhua (14),4-0,?,Hangzhou Greentown (14)
?,(Sun) 19 Jun 2016 (W24),Shijiazhuang Ever Bright (13),1-0,?,Henan Jianye (14)
?,(Fri) 24 Jun 2016 (W25),Chongqing Dangdai Lifan (15),2-1,?,Shandong Luneng Taishan (14)
?,(Fri) 24 Jun 2016 (W25),Guangzhou Evergrande Taobao (15),2-0,?,Jiangsu Suning (15)
?,(Sat) 25 Jun 2016 (W25),Changchun Yatai (15),1-0,?,Henan Jianye (15)
?,(Sat) 25 Jun 2016 (W25),Beijing Sinobo Guoan (14),2-1,?,Shanghai Greenland Shenhua (15)
?,(Sat) 25 Jun 2016 (W25),Hangzhou Greentown (15),1-0,?,Hebei China Fortune (15)
?,(Sat) 25 Jun 2016 (W25),Shanghai SIPG (15),1-1,?,Tianjin TEDA (15)
?,(Sun) 26 Jun 2016 (W25),Liaoning F.C. (14),3-1,?,Guangzhou R&F (15)
?,(Sun) 26 Jun 2016 (W25),Shijiazhuang Ever Bright (14),1-3,?,Yanbian Funde (15)
?,(Sat) 2 Jul 2016 (W26),Guangzhou R&F (16),4-2,?,Shijiazhuang Ever Bright (15)
?,(Sat) 2 Jul 2016 (W26),Henan Jianye (16),1-0,?,Beijing Sinobo Guoan (15)
?,(Sat) 2 Jul 2016 (W26),Jiangsu Suning (16),4-3,?,Liaoning F.C. (15)
?,(Sun) 3 Jul 2016 (W26),Yanbian Funde (16),2-4,?,Hangzhou Greentown (16)
?,(Sun) 3 Jul 2016 (W26),Hebei China Fortune (16),0-2,?,Shanghai SIPG (16)
?,(Sun) 3 Jul 2016 (W26),Shandong Luneng Taishan (15),0-2,?,Guangzhou Evergrande Taobao (16)
?,(Sun) 3 Jul 2016 (W26),Shanghai Greenland Shenhua (16),3-0,?,Changchun Yatai (16)
?,(Sun) 3 Jul 2016 (W26),Tianjin TEDA (16),2-3,?,Chongqing Dangdai Lifan (16)
?,(Fri) 8 Jul 2016 (W27),Liaoning F.C. (16),2-1,?,Shijiazhuang Ever Bright (16)
?,(Sat) 9 Jul 2016 (W27),Yanbian Funde (17),2-0,?,Shanghai Greenland Shenhua (17)
?,(Sat) 9 Jul 2016 (W27),Beijing Sinobo Guoan (16),0-0,?,Tianjin TEDA (17)
?,(Sat) 9 Jul 2016 (W27),Shandong Luneng Taishan (16),2-1,?,Jiangsu Suning (17)
?,(Sun) 10 Jul 2016 (W27),Changchun Yatai (17),0-1,?,Hangzhou Greentown (17)
?,(Sun) 10 Jul 2016 (W27),Guangzhou Evergrande Taobao (17),4-1,?,Chongqing Dangdai Lifan (17)
?,(Sun) 10 Jul 2016 (W27),Hebei China Fortune (17),0-2,?,Guangzhou R&F (17)
?,(Sun) 10 Jul 2016 (W27),Shanghai SIPG (17),5-0,?,Henan Jianye (17)
?,(Wed) 13 Jul 2016 (W28),Shandong Luneng Taishan (17),4-0,?,Shijiazhuang Ever Bright (17)
?,(Sat) 16 Jul 2016 (W28),Yanbian Funde (18),3-0,?,Jiangsu Suning (18)
?,(Sat) 16 Jul 2016 (W28),Guangzhou R&F (18),3-2,?,Tianjin TEDA (18)
?,(Sat) 16 Jul 2016 (W28),Hebei China Fortune (18),0-1,?,Beijing Sinobo Guoan (17)
?,(Sat) 16 Jul 2016 (W28),Henan Jianye (18),0-3,?,Chongqing Dangdai Lifan (18)
?,(Sat) 16 Jul 2016 (W28),Liaoning F.C. (17),1-1,?,Shandong Luneng Taishan (18)
?,(Sun) 17 Jul 2016 (W28),Changchun Yatai (18),1-2,?,Guangzhou Evergrande Taobao (18)
?,(Sun) 17 Jul 2016 (W28),Hangzhou Greentown (18),0-0,?,Shijiazhuang Ever Bright (18)
?,(Sun) 17 Jul 2016 (W28),Shanghai Greenland Shenhua (18),2-1,?,Shanghai SIPG (18)
?,(Wed) 20 Jul 2016 (W29),Guangzhou R&F (19),2-1,?,Guangzhou Evergrande Taobao (19)
?,(Wed) 20 Jul 2016 (W29),Henan Jianye (19),2-1,?,Liaoning F.C. (18)
?,(Wed) 20 Jul 2016 (W29),Jiangsu Suning (19),4-0,?,Hebei China Fortune (19)
?,(Wed) 20 Jul 2016 (W29),Shandong Luneng Taishan (19),4-1,?,Hangzhou Greentown (19)
?,(Wed) 20 Jul 2016 (W29),Shanghai SIPG (19),5-3,?,Chongqing Dangdai Lifan (19)
?,(Thu) 21 Jul 2016 (W29),Shijiazhuang Ever Bright (19),2-1,?,Shanghai Greenland Shenhua (19)
?,(Sat) 23 Jul 2016 (W29),Yanbian Funde (19),3-1,?,Guangzhou R&F (20)
?,(Sat) 23 Jul 2016 (W29),Hangzhou Greentown (20),3-1,?,Tianjin TEDA (19)
?,(Sat) 23 Jul 2016 (W29),Liaoning F.C. (19),3-1,?,Shanghai SIPG (20)
?,(Sun) 24 Jul 2016 (W29),Chongqing Dangdai Lifan (20),1-0,?,Shijiazhuang Ever Bright (20)
?,(Sun) 24 Jul 2016 (W29),Hebei China Fortune (20),2-1,?,Changchun Yatai (19)
?,(Sun) 24 Jul 2016 (W29),Jiangsu Suning (20),4-1,?,Henan Jianye (20)
?,(Sun) 24 Jul 2016 (W29),Shandong Luneng Taishan (20),0-1,?,Shanghai Greenland Shenhua (20)
?,(Fri) 29 Jul 2016 (W30),Beijing Sinobo Guoan (18),1-0,?,Hangzhou Greentown (21)
?,(Sat) 30 Jul 2016 (W30),Yanbian Funde (20),2-1,?,Shandong Luneng Taishan (21)
?,(Sat) 30 Jul 2016 (W30),Henan Jianye (21),1-2,?,Guangzhou Evergrande Taobao (20)
?,(Sat) 30 Jul 2016 (W30),Shanghai Greenland Shenhua (21),3-2,?,Jiangsu Suning (21)
?,(Sun) 31 Jul 2016 (W30),Changchun Yatai (20),3-0,?,Chongqing Dangdai Lifan (21)
?,(Sun) 31 Jul 2016 (W30),Guangzhou R&F (21),3-3,?,Shanghai SIPG (21)
?,(Sun) 31 Jul 2016 (W30),Shijiazhuang Ever Bright (21),1-1,?,Hebei China Fortune (21)
?,(Sun) 31 Jul 2016 (W30),Tianjin TEDA (20),2-2,?,Liaoning F.C. (20)
?,(Tue) 9 Aug 2016 (W32),Guangzhou Evergrande Taobao (21),0-0,?,Beijing Sinobo Guoan (19)
?,(Fri) 12 Aug 2016 (W32),Beijing Sinobo Guoan (20),1-2,?,Chongqing Dangdai Lifan (22)
?,(Sat) 13 Aug 2016 (W32),Yanbian Funde (21),1-1,?,Shanghai SIPG (22)
?,(Sat) 13 Aug 2016 (W32),Hangzhou Greentown (22),3-0,?,Henan Jianye (22)
?,(Sat) 13 Aug 2016 (W32),Shanghai Greenland Shenhua (22),2-1,?,Guangzhou Evergrande Taobao (22)
?,(Sat) 13 Aug 2016 (W32),Shijiazhuang Ever Bright (22),2-2,?,Tianjin TEDA (21)
?,(Sun) 14 Aug 2016 (W32),Changchun Yatai (21),1-2,?,Jiangsu Suning (22)
?,(Sun) 14 Aug 2016 (W32),Guangzhou R&F (22),1-2,?,Shandong Luneng Taishan (22)
?,(Sun) 14 Aug 2016 (W32),Hebei China Fortune (22),0-0,?,Liaoning F.C. (21)
?,(Fri) 19 Aug 2016 (W33),Shanghai SIPG (23),4-1,?,Shijiazhuang Ever Bright (23)
?,(Sat) 20 Aug 2016 (W33),Guangzhou Evergrande Taobao (23),0-0,?,Hangzhou Greentown (23)
?,(Sat) 20 Aug 2016 (W33),Shanghai Greenland Shenhua (23),2-1,?,Liaoning F.C. (22)
?,(Sat) 20 Aug 2016 (W33),Tianjin TEDA (22),1-4,?,Shandong Luneng Taishan (23)
?,(Sun) 21 Aug 2016 (W33),Changchun Yatai (22),1-0,?,Yanbian Funde (22)
?,(Sun) 21 Aug 2016 (W33),Chongqing Dangdai Lifan (23),4-5,?,Guangzhou R&F (23)
?,(Sun) 21 Aug 2016 (W33),Henan Jianye (23),1-0,?,Hebei China Fortune (23)
?,(Sun) 21 Aug 2016 (W33),Jiangsu Suning (23),2-1,?,Beijing Sinobo Guoan (21)
?,(Fri) 9 Sep 2016 (W36),Chongqing Dangdai Lifan (24),2-1,?,Yanbian Funde (23)
?,(Fri) 9 Sep 2016 (W36),Shanghai SIPG (24),2-2,?,Beijing Sinobo Guoan (22)
?,(Sat) 10 Sep 2016 (W36),Liaoning F.C. (23),2-0,?,Hangzhou Greentown (24)
?,(Sat) 10 Sep 2016 (W36),Hebei China Fortune (24),0-3,?,Guangzhou Evergrande Taobao (24)
?,(Sat) 10 Sep 2016 (W36),Shandong Luneng Taishan (24),1-1,?,Changchun Yatai (23)
?,(Sat) 10 Sep 2016 (W36),Tianjin TEDA (23),2-1,?,Henan Jianye (24)
?,(Sun) 11 Sep 2016 (W36),Guangzhou R&F (24),1-1,?,Shanghai Greenland Shenhua (24)
?,(Sun) 11 Sep 2016 (W36),Shijiazhuang Ever Bright (24),1-6,?,Jiangsu Suning (24)
?,(Wed) 14 Sep 2016 (W37),Liaoning F.C. (24),0-2,?,Beijing Sinobo Guoan (23)
?,(Fri) 16 Sep 2016 (W37),Changchun Yatai (24),3-1,?,Guangzhou R&F (25)
?,(Fri) 16 Sep 2016 (W37),Shanghai Greenland Shenhua (25),2-2,?,Chongqing Dangdai Lifan (25)
?,(Sat) 17 Sep 2016 (W37),Yanbian Funde (24),3-2,?,Hebei China Fortune (25)
?,(Sat) 17 Sep 2016 (W37),Jiangsu Suning (25),2-0,?,Tianjin TEDA (24)
?,(Sun) 18 Sep 2016 (W37),Beijing Sinobo Guoan (24),0-0,?,Shijiazhuang Ever Bright (25)
?,(Sun) 18 Sep 2016 (W37),Guangzhou Evergrande Taobao (25),6-2,?,Liaoning F.C. (25)
?,(Sun) 18 Sep 2016 (W37),Hangzhou Greentown (25),1-2,?,Shanghai SIPG (25)
?,(Sun) 18 Sep 2016 (W37),Henan Jianye (25),2-1,?,Shandong Luneng Taishan (25)
?,(Wed) 21 Sep 2016 (W38),Beijing Sinobo Guoan (25),3-0,?,Yanbian Funde (25)
?,(Wed) 21 Sep 2016 (W38),Tianjin TEDA (25),4-0,?,Changchun Yatai (25)
?,(Fri) 23 Sep 2016 (W38),Hebei China Fortune (26),1-1,?,Chongqing Dangdai Lifan (26)
?,(Sat) 24 Sep 2016 (W38),Liaoning F.C. (26),3-0,?,Yanbian Funde (26)
?,(Sat) 24 Sep 2016 (W38),Shanghai SIPG (26),0-0,?,Guangzhou Evergrande Taobao (26)
?,(Sun) 25 Sep 2016 (W38),Guangzhou R&F (26),2-0,?,Henan Jianye (26)
?,(Sun) 25 Sep 2016 (W38),Beijing Sinobo Guoan (26),1-2,?,Shandong Luneng Taishan (26)
?,(Sun) 25 Sep 2016 (W38),Hangzhou Greentown (26),3-0,?,Jiangsu Suning (26)
?,(Sun) 25 Sep 2016 (W38),Shijiazhuang Ever Bright (26),3-2,?,Changchun Yatai (26)
?,(Sun) 25 Sep 2016 (W38),Tianjin TEDA (26),1-3,?,Shanghai Greenland Shenhua (26)
?,(Sat) 15 Oct 2016 (W41),Yanbian Funde (27),1-2,?,Tianjin TEDA (27)
?,(Sat) 15 Oct 2016 (W41),Jiangsu Suning (27),2-1,?,Shanghai SIPG (27)
?,(Sat) 15 Oct 2016 (W41),Shijiazhuang Ever Bright (27),0-6,?,Guangzhou Evergrande Taobao (27)
?,(Sun) 16 Oct 2016 (W41),Changchun Yatai (27),2-1,?,Beijing Sinobo Guoan (27)
?,(Sun) 16 Oct 2016 (W41),Guangzhou R&F (27),5-2,?,Hangzhou Greentown (27)
?,(Sun) 16 Oct 2016 (W41),Chongqing Dangdai Lifan (27),2-1,?,Liaoning F.C. (27)
?,(Sun) 16 Oct 2016 (W41),Shandong Luneng Taishan (27),1-0,?,Hebei China Fortune (27)
?,(Sun) 16 Oct 2016 (W41),Shanghai Greenland Shenhua (27),2-2,?,Henan Jianye (27)
?,(Sat) 22 Oct 2016 (W42),Beijing Sinobo Guoan (28),3-1,?,Guangzhou R&F (28)
?,(Sat) 22 Oct 2016 (W42),Chongqing Dangdai Lifan (28),2-2,?,Jiangsu Suning (28)
?,(Sat) 22 Oct 2016 (W42),Shanghai SIPG (28),4-1,?,Shandong Luneng Taishan (28)
?,(Sat) 22 Oct 2016 (W42),Tianjin TEDA (28),0-5,?,Hebei China Fortune (28)
?,(Sun) 23 Oct 2016 (W42),Liaoning F.C. (28),0-1,?,Changchun Yatai (28)
?,(Sun) 23 Oct 2016 (W42),Henan Jianye (28),0-2,?,Shijiazhuang Ever Bright (28)
?,(Sun) 23 Oct 2016 (W42),Guangzhou Evergrande Taobao (28),1-1,?,Yanbian Funde (28)
?,(Sun) 23 Oct 2016 (W42),Hangzhou Greentown (28),0-0,?,Shanghai Greenland Shenhua (28)
?,(Wed) 26 Oct 2016 (W43),Guangzhou R&F (29),1-1,?,Liaoning F.C. (29)
?,(Wed) 26 Oct 2016 (W43),Hebei China Fortune (29),0-0,?,Hangzhou Greentown (29)
?,(Wed) 26 Oct 2016 (W43),Henan Jianye (29),1-2,?,Changchun Yatai (29)
?,(Wed) 26 Oct 2016 (W43),Jiangsu Suning (29),2-0,?,Guangzhou Evergrande Taobao (29)
?,(Wed) 26 Oct 2016 (W43),Shandong Luneng Taishan (29),1-1,?,Chongqing Dangdai Lifan (29)
?,(Wed) 26 Oct 2016 (W43),Shanghai Greenland Shenhua (29),0-0,?,Beijing Sinobo Guoan (29)
?,(Wed) 26 Oct 2016 (W43),Tianjin TEDA (29),0-1,?,Shanghai SIPG (29)
?,(Wed) 26 Oct 2016 (W43),Yanbian Funde (29),2-0,?,Shijiazhuang Ever Bright (29)
?,(Sun) 30 Oct 2016 (W43),Beijing Sinobo Guoan (30),3-1,?,Henan Jianye (30)
?,(Sun) 30 Oct 2016 (W43),Changchun Yatai (30),1-0,?,Shanghai Greenland Shenhua (30)
?,(Sun) 30 Oct 2016 (W43),Chongqing Dangdai Lifan (30),1-2,?,Tianjin TEDA (30)
?,(Sun) 30 Oct 2016 (W43),Guangzhou Evergrande Taobao (30),4-0,?,Shandong Luneng Taishan (30)
?,(Sun) 30 Oct 2016 (W43),Hangzhou Greentown (30),2-2,?,Yanbian Funde (30)
?,(Sun) 30 Oct 2016 (W43),Liaoning F.C. (30),1-0,?,Jiangsu Suning (30)
?,(Sun) 30 Oct 2016 (W43),Shanghai SIPG (30),3-1,?,Hebei China Fortune (30)
?,(Sun) 30 Oct 2016 (W43),Shijiazhuang Ever Bright (30),3-2,?,Guangzhou R&F (30)
