Round,Date,Team 1,FT,Team 2
Journée 1,Fri Jul 26 2019,AC Ajaccio,2-2,Le Havre AC
Journée 1,Fri Jul 26 2019,AS Nancy Lorraine,0-0,US Orléans
Journée 1,Fri Jul 26 2019,Clermont Foot 63,3-0,LB Châteauroux
Journée 1,Fri Jul 26 2019,EA Guingamp,3-3,Grenoble Foot 38
Journée 1,Fri Jul 26 2019,FC Chambly,1-0,Valenciennes FC
Journée 1,Fri Jul 26 2019,Chamois Niortais FC,0-2,ES Troyes AC
Journée 1,Fri Jul 26 2019,FC Sochaux-Montbéliard,0-0,Stade Malherbe Caen
Journée 1,Fri Jul 26 2019,Rodez AF,2-0,AJ Auxerre
Journée 1,Sat Jul 27 2019,Le Mans FC,1-2,RC Lens
Journée 1,Mon Jul 29 2019,FC Lorient,3-0,Paris FC
Journée 2,Fri Aug 2 2019,Le Havre AC,1-1,Chamois Niortais FC
Journée 2,Fri Aug 2 2019,AJ Auxerre,2-0,Le Mans FC
Journée 2,Fri Aug 2 2019,ES Troyes AC,1-2,Clermont Foot 63
Journée 2,Fri Aug 2 2019,Paris FC,1-1,FC Sochaux-Montbéliard
Journée 2,Fri Aug 2 2019,Valenciennes FC,1-1,AS Nancy Lorraine
Journée 2,Fri Aug 2 2019,Grenoble Foot 38,0-1,AC Ajaccio
Journée 2,Fri Aug 2 2019,LB Châteauroux,0-0,Rodez AF
Journée 2,Fri Aug 2 2019,US Orléans,0-1,FC Chambly
Journée 2,Sat Aug 3 2019,RC Lens,2-0,EA Guingamp
Journée 2,Mon Aug 5 2019,Stade Malherbe Caen,1-2,FC Lorient
Journée 3,Fri Aug 9 2019,AC Ajaccio,1-2,Stade Malherbe Caen
Journée 3,Fri Aug 9 2019,AS Nancy Lorraine,1-1,FC Lorient
Journée 3,Fri Aug 9 2019,EA Guingamp,1-0,US Orléans
Journée 3,Fri Aug 9 2019,ES Troyes AC,1-2,Le Havre AC
Journée 3,Fri Aug 9 2019,FC Chambly,0-0,Grenoble Foot 38
Journée 3,Fri Aug 9 2019,Chamois Niortais FC,3-0,LB Châteauroux
Journée 3,Fri Aug 9 2019,FC Sochaux-Montbéliard,1-0,AJ Auxerre
Journée 3,Fri Aug 9 2019,Le Mans FC,1-2,Valenciennes FC
Journée 3,Fri Aug 9 2019,Rodez AF,2-1,Paris FC
Journée 3,Sat Aug 10 2019,Clermont Foot 63,1-1,RC Lens
Journée 4,Fri Aug 16 2019,AS Nancy Lorraine,2-1,Le Mans FC
Journée 4,Fri Aug 16 2019,FC Lorient,1-0,FC Sochaux-Montbéliard
Journée 4,Fri Aug 16 2019,Paris FC,0-1,Chamois Niortais FC
Journée 4,Fri Aug 16 2019,Valenciennes FC,1-0,Rodez AF
Journée 4,Fri Aug 16 2019,Grenoble Foot 38,1-1,ES Troyes AC
Journée 4,Fri Aug 16 2019,LB Châteauroux,0-1,AC Ajaccio
Journée 4,Fri Aug 16 2019,Stade Malherbe Caen,0-0,FC Chambly
Journée 4,Fri Aug 16 2019,US Orléans,0-1,Clermont Foot 63
Journée 4,Sat Aug 17 2019,RC Lens,1-3,Le Havre AC
Journée 4,Mon Aug 19 2019,AJ Auxerre,2-2,EA Guingamp
Journée 5,Fri Aug 23 2019,AC Ajaccio,1-0,Paris FC
Journée 5,Fri Aug 23 2019,Le Havre AC,3-1,Grenoble Foot 38
Journée 5,Fri Aug 23 2019,Clermont Foot 63,1-1,AJ Auxerre
Journée 5,Fri Aug 23 2019,FC Chambly,0-0,LB Châteauroux
Journée 5,Fri Aug 23 2019,Chamois Niortais FC,1-1,Stade Malherbe Caen
Journée 5,Fri Aug 23 2019,FC Sochaux-Montbéliard,3-0,AS Nancy Lorraine
Journée 5,Fri Aug 23 2019,Le Mans FC,1-2,FC Lorient
Journée 5,Fri Aug 23 2019,Rodez AF,3-3,US Orléans
Journée 5,Sat Aug 24 2019,ES Troyes AC,2-0,RC Lens
Journée 5,Mon Aug 26 2019,EA Guingamp,0-1,Valenciennes FC
Journée 6,Fri Aug 30 2019,AJ Auxerre,3-1,AC Ajaccio
Journée 6,Fri Aug 30 2019,AS Nancy Lorraine,1-1,Rodez AF
Journée 6,Fri Aug 30 2019,Valenciennes FC,1-0,Clermont Foot 63
Journée 6,Fri Aug 30 2019,LB Châteauroux,0-1,ES Troyes AC
Journée 6,Fri Aug 30 2019,Le Mans FC,2-0,FC Sochaux-Montbéliard
Journée 6,Fri Aug 30 2019,Stade Malherbe Caen,0-3,Le Havre AC
Journée 6,Fri Aug 30 2019,US Orléans,0-1,Chamois Niortais FC
Journée 6,Sat Aug 31 2019,FC Lorient,0-1,EA Guingamp
Journée 6,Mon Sep 2 2019,Paris FC,0-3,FC Chambly
Journée 6,Mon Sep 2 2019,Grenoble Foot 38,2-2,RC Lens
Journée 7,Fri Sep 13 2019,AC Ajaccio,0-0,US Orléans
Journée 7,Fri Sep 13 2019,Le Havre AC,0-0,Paris FC
Journée 7,Fri Sep 13 2019,EA Guingamp,1-1,AS Nancy Lorraine
Journée 7,Fri Sep 13 2019,ES Troyes AC,2-1,Stade Malherbe Caen
Journée 7,Fri Sep 13 2019,FC Chambly,1-4,AJ Auxerre
Journée 7,Fri Sep 13 2019,Chamois Niortais FC,0-1,Grenoble Foot 38
Journée 7,Fri Sep 13 2019,FC Sochaux-Montbéliard,0-0,Valenciennes FC
Journée 7,Fri Sep 13 2019,Rodez AF,4-1,Le Mans FC
Journée 7,Sat Sep 14 2019,Clermont Foot 63,0-2,FC Lorient
Journée 7,Mon Sep 16 2019,RC Lens,1-0,LB Châteauroux
Journée 8,Fri Sep 20 2019,AJ Auxerre,1-2,ES Troyes AC
Journée 8,Fri Sep 20 2019,AS Nancy Lorraine,3-0,FC Chambly
Journée 8,Fri Sep 20 2019,Paris FC,0-2,Clermont Foot 63
Journée 8,Fri Sep 20 2019,FC Sochaux-Montbéliard,3-1,EA Guingamp
Journée 8,Fri Sep 20 2019,Valenciennes FC,1-1,Chamois Niortais FC
Journée 8,Fri Sep 20 2019,LB Châteauroux,1-1,Grenoble Foot 38
Journée 8,Fri Sep 20 2019,Le Mans FC,2-4,AC Ajaccio
Journée 8,Fri Sep 20 2019,US Orléans,2-2,Le Havre AC
Journée 8,Sat Sep 21 2019,Stade Malherbe Caen,0-2,RC Lens
Journée 8,Mon Sep 23 2019,FC Lorient,2-1,Rodez AF
Journée 9,Fri Sep 27 2019,AC Ajaccio,2-0,Valenciennes FC
Journée 9,Fri Sep 27 2019,Le Havre AC,0-1,LB Châteauroux
Journée 9,Fri Sep 27 2019,Clermont Foot 63,2-2,AS Nancy Lorraine
Journée 9,Fri Sep 27 2019,ES Troyes AC,1-2,US Orléans
Journée 9,Fri Sep 27 2019,FC Chambly,0-1,FC Lorient
Journée 9,Fri Sep 27 2019,Chamois Niortais FC,2-2,AJ Auxerre
Journée 9,Fri Sep 27 2019,Grenoble Foot 38,1-0,Stade Malherbe Caen
Journée 9,Fri Sep 27 2019,Rodez AF,0-2,FC Sochaux-Montbéliard
Journée 9,Sat Sep 28 2019,RC Lens,2-1,Paris FC
Journée 9,Mon Sep 30 2019,EA Guingamp,3-0,Le Mans FC
Journée 10,Fri Oct 4 2019,AS Nancy Lorraine,2-1,Chamois Niortais FC
Journée 10,Fri Oct 4 2019,EA Guingamp,4-1,Rodez AF
Journée 10,Fri Oct 4 2019,FC Lorient,0-0,AC Ajaccio
Journée 10,Fri Oct 4 2019,Paris FC,1-0,ES Troyes AC
Journée 10,Fri Oct 4 2019,FC Sochaux-Montbéliard,4-0,Clermont Foot 63
Journée 10,Fri Oct 4 2019,Valenciennes FC,0-2,Grenoble Foot 38
Journée 10,Fri Oct 4 2019,Le Mans FC,1-0,FC Chambly
Journée 10,Fri Oct 4 2019,Stade Malherbe Caen,1-1,LB Châteauroux
Journée 10,Sat Oct 5 2019,AJ Auxerre,2-0,Le Havre AC
Journée 10,Mon Oct 7 2019,US Orléans,1-4,RC Lens
Journée 11,Fri Oct 18 2019,AC Ajaccio,0-0,AS Nancy Lorraine
Journée 11,Fri Oct 18 2019,Clermont Foot 63,0-1,Rodez AF
Journée 11,Fri Oct 18 2019,ES Troyes AC,2-1,Le Mans FC
Journée 11,Fri Oct 18 2019,FC Chambly,0-0,FC Sochaux-Montbéliard
Journée 11,Fri Oct 18 2019,Chamois Niortais FC,0-0,EA Guingamp
Journée 11,Fri Oct 18 2019,Grenoble Foot 38,0-0,US Orléans
Journée 11,Fri Oct 18 2019,LB Châteauroux,0-1,Paris FC
Journée 11,Fri Oct 18 2019,Stade Malherbe Caen,0-0,Valenciennes FC
Journée 11,Sat Oct 19 2019,Le Havre AC,2-2,FC Lorient
Journée 11,Mon Oct 21 2019,RC Lens,0-0,AJ Auxerre
Journée 12,Fri Oct 25 2019,AJ Auxerre,0-1,Grenoble Foot 38
Journée 12,Fri Oct 25 2019,AS Nancy Lorraine,0-0,RC Lens
Journée 12,Fri Oct 25 2019,EA Guingamp,1-2,Clermont Foot 63
Journée 12,Fri Oct 25 2019,Paris FC,2-4,Stade Malherbe Caen
Journée 12,Fri Oct 25 2019,FC Sochaux-Montbéliard,0-2,AC Ajaccio
Journée 12,Fri Oct 25 2019,Le Mans FC,1-0,Chamois Niortais FC
Journée 12,Fri Oct 25 2019,US Orléans,1-1,LB Châteauroux
Journée 12,Fri Oct 25 2019,Rodez AF,2-0,FC Chambly
Journée 12,Sat Oct 26 2019,FC Lorient,0-1,ES Troyes AC
Journée 12,Mon Oct 28 2019,Valenciennes FC,0-0,Le Havre AC
Journée 13,Fri Nov 1 2019,AC Ajaccio,1-0,Rodez AF
Journée 13,Fri Nov 1 2019,ES Troyes AC,1-0,Valenciennes FC
Journée 13,Fri Nov 1 2019,FC Chambly,1-5,EA Guingamp
Journée 13,Fri Nov 1 2019,LB Châteauroux,1-0,AJ Auxerre
Journée 13,Fri Nov 1 2019,Stade Malherbe Caen,2-1,US Orléans
Journée 13,Sat Nov 2 2019,Clermont Foot 63,0-1,Le Mans FC
Journée 13,Sat Nov 2 2019,Chamois Niortais FC,0-2,FC Sochaux-Montbéliard
Journée 13,Sat Nov 2 2019,Grenoble Foot 38,0-0,Paris FC
Journée 13,Sat Nov 2 2019,RC Lens,1-0,FC Lorient
Journée 13,Mon Nov 4 2019,Le Havre AC,1-1,AS Nancy Lorraine
Journée 14,Fri Nov 8 2019,AJ Auxerre,1-1,Stade Malherbe Caen
Journée 14,Fri Nov 8 2019,AS Nancy Lorraine,0-0,ES Troyes AC
Journée 14,Fri Nov 8 2019,FC Chambly,0-1,Clermont Foot 63
Journée 14,Fri Nov 8 2019,FC Lorient,4-1,Chamois Niortais FC
Journée 14,Fri Nov 8 2019,FC Sochaux-Montbéliard,2-0,Le Havre AC
Journée 14,Fri Nov 8 2019,Valenciennes FC,0-1,LB Châteauroux
Journée 14,Fri Nov 8 2019,Le Mans FC,0-0,Grenoble Foot 38
Journée 14,Fri Nov 8 2019,US Orléans,0-1,Paris FC
Journée 14,Sat Nov 9 2019,EA Guingamp,1-1,AC Ajaccio
Journée 14,Mon Nov 11 2019,Rodez AF,1-2,RC Lens
Journée 15,Fri Nov 22 2019,AC Ajaccio,1-1,Clermont Foot 63
Journée 15,Fri Nov 22 2019,ES Troyes AC,0-4,FC Chambly
Journée 15,Fri Nov 22 2019,Chamois Niortais FC,2-1,Rodez AF
Journée 15,Fri Nov 22 2019,Paris FC,2-0,AJ Auxerre
Journée 15,Fri Nov 22 2019,Grenoble Foot 38,1-1,AS Nancy Lorraine
Journée 15,Fri Nov 22 2019,LB Châteauroux,1-3,FC Lorient
Journée 15,Fri Nov 22 2019,Stade Malherbe Caen,3-3,Le Mans FC
Journée 15,Fri Nov 22 2019,US Orléans,0-1,Valenciennes FC
Journée 15,Sat Nov 23 2019,RC Lens,4-0,FC Sochaux-Montbéliard
Journée 15,Mon Nov 25 2019,Le Havre AC,4-0,EA Guingamp
Journée 16,Fri Nov 29 2019,AJ Auxerre,2-2,US Orléans
Journée 16,Fri Nov 29 2019,AS Nancy Lorraine,2-0,Paris FC
Journée 16,Fri Nov 29 2019,Clermont Foot 63,1-0,Chamois Niortais FC
Journée 16,Fri Nov 29 2019,EA Guingamp,1-1,Stade Malherbe Caen
Journée 16,Fri Nov 29 2019,FC Chambly,0-2,AC Ajaccio
Journée 16,Fri Nov 29 2019,FC Lorient,2-1,Grenoble Foot 38
Journée 16,Fri Nov 29 2019,Valenciennes FC,2-0,RC Lens
Journée 16,Fri Nov 29 2019,Le Mans FC,1-2,LB Châteauroux
Journée 16,Fri Nov 29 2019,Rodez AF,1-2,Le Havre AC
Journée 16,Sat Nov 30 2019,FC Sochaux-Montbéliard,0-1,ES Troyes AC
Journée 17,Mon Dec 2 2019,Stade Malherbe Caen,1-0,AS Nancy Lorraine
Journée 17,Tue Dec 3 2019,Le Havre AC,2-0,Le Mans FC
Journée 17,Tue Dec 3 2019,AJ Auxerre,1-1,Valenciennes FC
Journée 17,Tue Dec 3 2019,ES Troyes AC,1-0,Rodez AF
