Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 9 May 2015 (W19),Chapecoense (1),2-1,?,Coritiba PR (1)
?,(Sat) 9 May 2015 (W19),Palmeiras SP (1),2-2,?,Atlético MG (1)
?,(Sun) 10 May 2015 (W19),Fluminense RJ (1),1-0,?,Joinvile EC (1)
?,(Sun) 10 May 2015 (W19),Grêmio RS (1),3-3,?,Ponte Preta (1)
?,(Sun) 10 May 2015 (W19),Atlético PR (1),3-0,?,Internacional Porto Alegre (1)
?,(Sun) 10 May 2015 (W19),Cruzeiro MG (1),0-1,?,Corinthians SP (1)
?,(Sun) 10 May 2015 (W19),São Paulo FC (1),2-1,?,Flamengo RJ (1)
?,(Sun) 10 May 2015 (W19),Sport Recife (1),4-1,?,Figueirense (1)
?,(Sun) 10 May 2015 (W19),Avaí FC (1),1-1,?,Santos SP (1)
?,(Sun) 10 May 2015 (W19),CR Vasco da Gama (1),0-0,?,Goiás EC (1)
?,(Sat) 16 May 2015 (W20),Coritiba PR (2),2-0,?,Grêmio RS (2)
?,(Sat) 16 May 2015 (W20),Goiás EC (2),2-0,?,Atlético PR (2)
?,(Sun) 17 May 2015 (W20),Corinthians SP (2),1-0,?,Chapecoense (2)
?,(Sun) 17 May 2015 (W20),Figueirense (2),0-0,?,CR Vasco da Gama (2)
?,(Sun) 17 May 2015 (W20),Atlético MG (2),4-1,?,Fluminense RJ (2)
?,(Sun) 17 May 2015 (W20),Flamengo RJ (2),2-2,?,Sport Recife (2)
?,(Sun) 17 May 2015 (W20),Santos SP (2),1-0,?,Cruzeiro MG (2)
?,(Sun) 17 May 2015 (W20),Internacional Porto Alegre (2),1-0,?,Avaí FC (2)
?,(Sun) 17 May 2015 (W20),Joinvile EC (2),0-0,?,Palmeiras SP (2)
?,(Sun) 17 May 2015 (W20),Ponte Preta (2),1-0,?,São Paulo FC (2)
?,(Sat) 23 May 2015 (W21),São Paulo FC (3),3-0,?,Joinvile EC (3)
?,(Sat) 23 May 2015 (W21),CR Vasco da Gama (3),1-1,?,Internacional Porto Alegre (3)
?,(Sun) 24 May 2015 (W21),Grêmio RS (3),1-0,?,Figueirense (3)
?,(Sun) 24 May 2015 (W21),Palmeiras SP (3),0-1,?,Goiás EC (3)
?,(Sun) 24 May 2015 (W21),Atlético PR (3),1-0,?,Atlético MG (3)
?,(Sun) 24 May 2015 (W21),Avaí FC (3),2-1,?,Flamengo RJ (3)
?,(Sun) 24 May 2015 (W21),Chapecoense (3),1-0,?,Santos SP (3)
?,(Sun) 24 May 2015 (W21),Fluminense RJ (3),0-0,?,Corinthians SP (3)
?,(Sun) 24 May 2015 (W21),Cruzeiro MG (3),1-1,?,Ponte Preta (3)
?,(Sun) 24 May 2015 (W21),Sport Recife (3),1-0,?,Coritiba PR (3)
?,(Sat) 30 May 2015 (W22),Coritiba PR (4),1-2,?,Avaí FC (4)
?,(Sat) 30 May 2015 (W22),Ponte Preta (4),3-1,?,Chapecoense (4)
?,(Sun) 31 May 2015 (W22),Joinvile EC (4),1-2,?,Atlético PR (4)
?,(Sun) 31 May 2015 (W22),Santos SP (4),2-2,?,Sport Recife (4)
?,(Sun) 31 May 2015 (W22),Atlético MG (4),3-0,?,CR Vasco da Gama (4)
?,(Sun) 31 May 2015 (W22),Corinthians SP (4),0-2,?,Palmeiras SP (4)
?,(Sun) 31 May 2015 (W22),Goiás EC (4),1-1,?,Grêmio RS (4)
?,(Sun) 31 May 2015 (W22),Internacional Porto Alegre (4),0-0,?,São Paulo FC (4)
?,(Sun) 31 May 2015 (W22),Figueirense (4),2-1,?,Cruzeiro MG (4)
?,(Sun) 31 May 2015 (W22),Flamengo RJ (4),2-3,?,Fluminense RJ (4)
?,(Wed) 3 Jun 2015 (W23),Atlético PR (5),1-0,?,Figueirense (5)
?,(Wed) 3 Jun 2015 (W23),Chapecoense (5),2-0,?,Joinvile EC (5)
?,(Wed) 3 Jun 2015 (W23),CR Vasco da Gama (5),0-3,?,Ponte Preta (5)
?,(Thu) 4 Jun 2015 (W23),São Paulo FC (5),3-2,?,Santos SP (5)
?,(Thu) 4 Jun 2015 (W23),Avaí FC (5),1-4,?,Atlético MG (5)
?,(Thu) 4 Jun 2015 (W23),Cruzeiro MG (5),1-0,?,Flamengo RJ (5)
?,(Thu) 4 Jun 2015 (W23),Grêmio RS (5),3-1,?,Corinthians SP (5)
?,(Thu) 4 Jun 2015 (W23),Fluminense RJ (5),2-0,?,Coritiba PR (5)
?,(Fri) 5 Jun 2015 (W23),Palmeiras SP (5),1-1,?,Internacional Porto Alegre (5)
?,(Fri) 5 Jun 2015 (W23),Sport Recife (5),1-0,?,Goiás EC (5)
?,(Sat) 6 Jun 2015 (W23),Atlético MG (6),1-3,?,Cruzeiro MG (6)
?,(Sat) 6 Jun 2015 (W23),Flamengo RJ (6),1-0,?,Chapecoense (6)
?,(Sat) 6 Jun 2015 (W23),Santos SP (6),2-2,?,Ponte Preta (6)
?,(Sun) 7 Jun 2015 (W23),Atlético PR (6),2-0,?,CR Vasco da Gama (6)
?,(Sun) 7 Jun 2015 (W23),Joinvile EC (6),0-1,?,Corinthians SP (6)
?,(Sun) 7 Jun 2015 (W23),São Paulo FC (6),2-0,?,Grêmio RS (6)
?,(Sun) 7 Jun 2015 (W23),Internacional Porto Alegre (6),2-0,?,Coritiba PR (6)
?,(Sun) 7 Jun 2015 (W23),Figueirense (6),2-1,?,Palmeiras SP (6)
