Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 12 Apr 2015 (W15),FC Inter Turku (1),1-1,?,SJK Seinäjoki (1)
?,(Sun) 12 Apr 2015 (W15),FF Jaro (1),1-1,?,IFK Mariehamn (1)
?,(Sun) 12 Apr 2015 (W15),FC Lahti (1),1-1,?,KTP Kotka (1)
?,(Sun) 12 Apr 2015 (W15),Rovaniemen Palloseura (1),1-3,?,HJK Helsinki (1)
?,(Sun) 19 Apr 2015 (W16),HJK Helsinki (2),1-1,?,FC Lahti (2)
?,(Sun) 19 Apr 2015 (W16),FC Inter Turku (2),3-1,?,FC Ilves (1)
?,(Sun) 19 Apr 2015 (W16),KTP Kotka (2),0-1,?,KuPS Kuopio (1)
?,(Sun) 19 Apr 2015 (W16),IFK Mariehamn (2),1-1,?,HIFK Helsinki (1)
?,(Sun) 19 Apr 2015 (W16),SJK Seinäjoki (2),1-0,?,Rovaniemen Palloseura (2)
?,(Thu) 23 Apr 2015 (W17),HIFK Helsinki (2),1-1,?,HJK Helsinki (3)
?,(Thu) 23 Apr 2015 (W17),FC Ilves (2),0-0,?,KTP Kotka (3)
?,(Thu) 23 Apr 2015 (W17),FF Jaro (2),0-1,?,SJK Seinäjoki (3)
?,(Thu) 23 Apr 2015 (W17),KuPS Kuopio (2),1-0,?,Vaasan Palloseura (1)
?,(Thu) 23 Apr 2015 (W17),FC Lahti (3),0-1,?,IFK Mariehamn (3)
?,(Thu) 23 Apr 2015 (W17),Rovaniemen Palloseura (3),0-4,?,FC Inter Turku (3)
?,(Wed) 29 Apr 2015 (W18),HJK Helsinki (4),1-0,?,KTP Kotka (4)
?,(Wed) 29 Apr 2015 (W18),FF Jaro (3),3-1,?,FC Ilves (3)
?,(Wed) 29 Apr 2015 (W18),Rovaniemen Palloseura (4),2-0,?,HIFK Helsinki (3)
?,(Wed) 29 Apr 2015 (W18),Vaasan Palloseura (2),0-1,?,IFK Mariehamn (4)
?,(Sun) 3 May 2015 (W18),HJK Helsinki (5),3-0,?,FF Jaro (4)
?,(Sun) 3 May 2015 (W18),FC Ilves (4),0-1,?,Rovaniemen Palloseura (5)
?,(Sun) 3 May 2015 (W18),KTP Kotka (5),3-2,?,Vaasan Palloseura (3)
?,(Sun) 3 May 2015 (W18),FC Lahti (4),1-1,?,FC Inter Turku (4)
?,(Sun) 3 May 2015 (W18),IFK Mariehamn (5),1-1,?,KuPS Kuopio (3)
?,(Sun) 3 May 2015 (W18),SJK Seinäjoki (4),2-0,?,HIFK Helsinki (4)
?,(Fri) 8 May 2015 (W19),HIFK Helsinki (5),2-1,?,FC Inter Turku (5)
?,(Fri) 8 May 2015 (W19),FF Jaro (5),1-2,?,Rovaniemen Palloseura (6)
?,(Fri) 8 May 2015 (W19),KuPS Kuopio (4),1-0,?,HJK Helsinki (6)
?,(Fri) 8 May 2015 (W19),FC Lahti (5),1-0,?,SJK Seinäjoki (5)
?,(Fri) 8 May 2015 (W19),IFK Mariehamn (6),2-1,?,KTP Kotka (6)
?,(Fri) 8 May 2015 (W19),Vaasan Palloseura (4),2-3,?,FC Ilves (5)
?,(Mon) 11 May 2015 (W20),HJK Helsinki (7),1-0,?,Vaasan Palloseura (5)
?,(Mon) 11 May 2015 (W20),FC Inter Turku (6),2-0,?,FF Jaro (6)
?,(Mon) 11 May 2015 (W20),SJK Seinäjoki (6),5-0,?,KuPS Kuopio (5)
?,(Thu) 14 May 2015 (W20),HJK Helsinki (8),1-0,?,IFK Mariehamn (7)
?,(Thu) 14 May 2015 (W20),FC Ilves (6),1-1,?,HIFK Helsinki (6)
?,(Thu) 14 May 2015 (W20),SJK Seinäjoki (7),2-0,?,Vaasan Palloseura (6)
?,(Thu) 14 May 2015 (W20),FC Inter Turku (7),4-1,?,KTP Kotka (7)
?,(Thu) 14 May 2015 (W20),FF Jaro (7),1-1,?,FC Lahti (6)
?,(Thu) 14 May 2015 (W20),Rovaniemen Palloseura (7),1-0,?,KuPS Kuopio (6)
?,(Sun) 17 May 2015 (W20),HIFK Helsinki (7),3-2,?,FF Jaro (8)
?,(Sun) 17 May 2015 (W20),KTP Kotka (8),0-0,?,SJK Seinäjoki (8)
?,(Sun) 17 May 2015 (W20),KuPS Kuopio (7),1-1,?,FC Inter Turku (8)
?,(Sun) 17 May 2015 (W20),FC Lahti (7),1-2,?,Rovaniemen Palloseura (8)
?,(Sun) 17 May 2015 (W20),IFK Mariehamn (8),2-0,?,FC Ilves (7)
?,(Sun) 17 May 2015 (W20),Vaasan Palloseura (7),2-2,?,HJK Helsinki (9)
?,(Wed) 20 May 2015 (W21),KuPS Kuopio (8),0-3,?,FC Lahti (8)
?,(Wed) 20 May 2015 (W21),IFK Mariehamn (9),1-0,?,Rovaniemen Palloseura (9)
?,(Wed) 20 May 2015 (W21),SJK Seinäjoki (9),3-0,?,FC Ilves (8)
?,(Thu) 21 May 2015 (W21),HJK Helsinki (10),2-0,?,FC Inter Turku (9)
?,(Thu) 21 May 2015 (W21),KTP Kotka (9),1-2,?,HIFK Helsinki (8)
?,(Thu) 21 May 2015 (W21),Vaasan Palloseura (8),1-2,?,FF Jaro (9)
?,(Sat) 23 May 2015 (W21),FC Ilves (9),2-1,?,FC Lahti (9)
?,(Sun) 24 May 2015 (W21),FF Jaro (10),0-2,?,KTP Kotka (10)
?,(Sun) 24 May 2015 (W21),SJK Seinäjoki (10),1-2,?,HJK Helsinki (11)
?,(Mon) 25 May 2015 (W22),HIFK Helsinki (9),1-1,?,KuPS Kuopio (9)
?,(Mon) 25 May 2015 (W22),FC Inter Turku (10),1-1,?,IFK Mariehamn (10)
?,(Thu) 28 May 2015 (W22),KTP Kotka (11),0-0,?,FC Lahti (10)
?,(Fri) 29 May 2015 (W22),HJK Helsinki (12),1-1,?,KuPS Kuopio (10)
?,(Fri) 29 May 2015 (W22),Rovaniemen Palloseura (10),1-0,?,Vaasan Palloseura (9)
?,(Wed) 3 Jun 2015 (W23),HJK Helsinki (13),2-1,?,FC Ilves (10)
?,(Wed) 3 Jun 2015 (W23),FC Lahti (11),2-0,?,HIFK Helsinki (10)
?,(Wed) 3 Jun 2015 (W23),IFK Mariehamn (11),0-3,?,SJK Seinäjoki (11)
?,(Wed) 3 Jun 2015 (W23),Rovaniemen Palloseura (11),4-0,?,KTP Kotka (12)
?,(Wed) 3 Jun 2015 (W23),Vaasan Palloseura (10),3-0,?,FC Inter Turku (11)
?,(Sat) 6 Jun 2015 (W23),FC Ilves (11),1-0,?,FC Inter Turku (12)
?,(Sun) 7 Jun 2015 (W23),HIFK Helsinki (11),0-0,?,FF Jaro (11)
?,(Sun) 7 Jun 2015 (W23),KuPS Kuopio (11),0-0,?,Vaasan Palloseura (11)
?,(Sun) 7 Jun 2015 (W23),FC Lahti (12),0-0,?,HJK Helsinki (14)
?,(Sun) 7 Jun 2015 (W23),SJK Seinäjoki (12),0-1,?,Rovaniemen Palloseura (12)
?,(Mon) 8 Jun 2015 (W24),KTP Kotka (13),0-2,?,IFK Mariehamn (12)
?,(Tue) 16 Jun 2015 (W25),HIFK Helsinki (12),1-1,?,Rovaniemen Palloseura (13)
?,(Tue) 16 Jun 2015 (W25),FF Jaro (12),3-0,?,FC Ilves (12)
?,(Wed) 17 Jun 2015 (W25),HJK Helsinki (15),3-1,?,SJK Seinäjoki (13)
?,(Wed) 17 Jun 2015 (W25),FC Inter Turku (13),3-0,?,KTP Kotka (14)
?,(Wed) 17 Jun 2015 (W25),IFK Mariehamn (13),2-3,?,KuPS Kuopio (12)
?,(Wed) 17 Jun 2015 (W25),Vaasan Palloseura (12),2-0,?,FC Lahti (13)
?,(Mon) 22 Jun 2015 (W26),HJK Helsinki (16),4-0,?,FF Jaro (13)
?,(Mon) 22 Jun 2015 (W26),FC Inter Turku (14),3-1,?,HIFK Helsinki (13)
?,(Mon) 22 Jun 2015 (W26),KTP Kotka (15),3-1,?,KuPS Kuopio (13)
?,(Mon) 22 Jun 2015 (W26),FC Lahti (14),0-0,?,IFK Mariehamn (14)
?,(Mon) 22 Jun 2015 (W26),Rovaniemen Palloseura (14),4-1,?,FC Ilves (13)
?,(Mon) 22 Jun 2015 (W26),SJK Seinäjoki (14),3-2,?,Vaasan Palloseura (13)
?,(Thu) 25 Jun 2015 (W26),FF Jaro (14),0-0,?,KTP Kotka (16)
?,(Thu) 25 Jun 2015 (W26),KuPS Kuopio (14),1-0,?,FC Lahti (15)
?,(Thu) 25 Jun 2015 (W26),IFK Mariehamn (15),1-1,?,SJK Seinäjoki (15)
?,(Thu) 25 Jun 2015 (W26),Rovaniemen Palloseura (15),1-1,?,FC Inter Turku (15)
?,(Thu) 25 Jun 2015 (W26),Vaasan Palloseura (14),0-2,?,HIFK Helsinki (14)
?,(Fri) 26 Jun 2015 (W26),FC Ilves (14),1-1,?,HJK Helsinki (17)
?,(Sun) 28 Jun 2015 (W26),HIFK Helsinki (15),1-1,?,IFK Mariehamn (16)
?,(Sun) 28 Jun 2015 (W26),FF Jaro (15),0-1,?,Rovaniemen Palloseura (16)
?,(Mon) 29 Jun 2015 (W27),FC Inter Turku (16),3-0,?,HJK Helsinki (18)
?,(Sun) 5 Jul 2015 (W27),KuPS Kuopio (15),1-3,?,FF Jaro (16)
?,(Sun) 5 Jul 2015 (W27),IFK Mariehamn (17),0-0,?,FC Ilves (15)
?,(Sun) 5 Jul 2015 (W27),Vaasan Palloseura (15),0-0,?,FC Inter Turku (17)
?,(Mon) 6 Jul 2015 (W28),HJK Helsinki (19),1-1,?,HIFK Helsinki (16)
?,(Mon) 6 Jul 2015 (W28),KTP Kotka (17),0-0,?,Rovaniemen Palloseura (17)
?,(Mon) 6 Jul 2015 (W28),FC Lahti (16),1-0,?,SJK Seinäjoki (16)
?,(Fri) 10 Jul 2015 (W28),Rovaniemen Palloseura (18),2-1,?,HJK Helsinki (20)
?,(Sun) 12 Jul 2015 (W28),FC Ilves (16),1-0,?,KuPS Kuopio (16)
?,(Sun) 12 Jul 2015 (W28),FF Jaro (17),2-1,?,Vaasan Palloseura (16)
?,(Sun) 12 Jul 2015 (W28),SJK Seinäjoki (17),1-0,?,KTP Kotka (18)
?,(Mon) 13 Jul 2015 (W29),FC Inter Turku (18),1-1,?,IFK Mariehamn (18)
?,(Sun) 19 Jul 2015 (W29),KuPS Kuopio (17),1-1,?,FC Inter Turku (19)
?,(Sun) 19 Jul 2015 (W29),FC Lahti (17),3-1,?,FC Ilves (17)
?,(Sun) 19 Jul 2015 (W29),IFK Mariehamn (19),4-3,?,FF Jaro (18)
?,(Sun) 19 Jul 2015 (W29),SJK Seinäjoki (18),4-1,?,HIFK Helsinki (17)
?,(Sun) 19 Jul 2015 (W29),Vaasan Palloseura (17),1-1,?,Rovaniemen Palloseura (19)
?,(Sat) 25 Jul 2015 (W30),HJK Helsinki (21),2-1,?,KTP Kotka (19)
?,(Sat) 25 Jul 2015 (W30),FF Jaro (19),0-2,?,HIFK Helsinki (18)
?,(Sun) 26 Jul 2015 (W30),FC Ilves (18),0-0,?,SJK Seinäjoki (19)
?,(Sun) 26 Jul 2015 (W30),FC Inter Turku (20),0-2,?,FC Lahti (18)
?,(Sun) 26 Jul 2015 (W30),Rovaniemen Palloseura (20),1-1,?,IFK Mariehamn (20)
?,(Sat) 1 Aug 2015 (W31),HIFK Helsinki (19),2-2,?,FC Ilves (19)
?,(Sun) 2 Aug 2015 (W31),SJK Seinäjoki (20),0-1,?,FC Inter Turku (21)
?,(Sun) 2 Aug 2015 (W31),KuPS Kuopio (18),3-0,?,Rovaniemen Palloseura (21)
?,(Sun) 2 Aug 2015 (W31),FC Lahti (19),1-1,?,FF Jaro (20)
?,(Mon) 3 Aug 2015 (W32),KTP Kotka (20),0-0,?,Vaasan Palloseura (18)
?,(Sun) 9 Aug 2015 (W32),FC Ilves (20),2-0,?,KTP Kotka (21)
?,(Sun) 9 Aug 2015 (W32),FF Jaro (21),1-0,?,SJK Seinäjoki (21)
?,(Sun) 9 Aug 2015 (W32),KuPS Kuopio (19),2-0,?,HIFK Helsinki (20)
?,(Sun) 9 Aug 2015 (W32),Rovaniemen Palloseura (22),1-2,?,FC Lahti (20)
?,(Sun) 9 Aug 2015 (W32),Vaasan Palloseura (19),1-0,?,IFK Mariehamn (21)
?,(Wed) 12 Aug 2015 (W33),HJK Helsinki (22),1-0,?,FC Lahti (21)
?,(Wed) 12 Aug 2015 (W33),FC Inter Turku (22),1-2,?,FC Ilves (21)
?,(Wed) 12 Aug 2015 (W33),IFK Mariehamn (22),0-1,?,KTP Kotka (22)
?,(Wed) 12 Aug 2015 (W33),Rovaniemen Palloseura (23),2-0,?,SJK Seinäjoki (22)
?,(Wed) 12 Aug 2015 (W33),Vaasan Palloseura (20),2-2,?,KuPS Kuopio (20)
?,(Sun) 16 Aug 2015 (W33),FC Ilves (22),1-0,?,FF Jaro (22)
?,(Sun) 16 Aug 2015 (W33),FC Lahti (22),0-0,?,Vaasan Palloseura (21)
?,(Mon) 17 Aug 2015 (W34),HIFK Helsinki (21),1-1,?,Rovaniemen Palloseura (24)
?,(Wed) 19 Aug 2015 (W34),KTP Kotka (23),4-1,?,FC Inter Turku (23)
?,(Wed) 19 Aug 2015 (W34),KuPS Kuopio (21),0-0,?,IFK Mariehamn (23)
?,(Sat) 22 Aug 2015 (W34),Rovaniemen Palloseura (25),0-0,?,FC Ilves (23)
