Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 7 Mar 2015 (W10),Hangzhou Greentown (1),1-2,?,Guangzhou R&F (1)
?,(Sat) 7 Mar 2015 (W10),Shanghai SIPG (1),2-1,?,Jiangsu Suning (1)
?,(Sat) 7 Mar 2015 (W10),Beijing Renhe (1),0-1,?,Liaoning F.C. (1)
?,(Sun) 8 Mar 2015 (W10),Chongqing Dangdai Lifan (1),0-3,?,Beijing Sinobo Guoan (1)
?,(Sun) 8 Mar 2015 (W10),Shandong Luneng Taishan (1),2-0,?,Changchun Yatai (1)
?,(Sun) 8 Mar 2015 (W10),Henan Jianye (1),3-1,?,Tianjin TEDA (1)
?,(Sun) 8 Mar 2015 (W10),Shanghai Greenland Shenhua (1),6-2,?,Shanghai Shenxin (1)
?,(Mon) 9 Mar 2015 (W11),Guangzhou Evergrande Taobao (1),2-1,?,Shijiazhuang Ever Bright (1)
?,(Fri) 13 Mar 2015 (W11),Liaoning F.C. (2),3-2,?,Shandong Luneng Taishan (2)
?,(Fri) 13 Mar 2015 (W11),Beijing Sinobo Guoan (2),1-0,?,Henan Jianye (2)
?,(Fri) 13 Mar 2015 (W11),Guangzhou R&F (2),0-1,?,Shanghai Greenland Shenhua (2)
?,(Sat) 14 Mar 2015 (W11),Chongqing Dangdai Lifan (2),1-2,?,Guangzhou Evergrande Taobao (2)
?,(Sat) 14 Mar 2015 (W11),Jiangsu Suning (2),2-0,?,Beijing Renhe (2)
?,(Sun) 15 Mar 2015 (W11),Shanghai Shenxin (2),0-2,?,Shanghai SIPG (2)
?,(Sun) 15 Mar 2015 (W11),Tianjin TEDA (2),0-0,?,Hangzhou Greentown (2)
?,(Sat) 21 Mar 2015 (W12),Beijing Renhe (3),2-1,?,Shanghai Shenxin (3)
?,(Sat) 21 Mar 2015 (W12),Shijiazhuang Ever Bright (2),1-1,?,Liaoning F.C. (3)
?,(Sun) 22 Mar 2015 (W12),Hangzhou Greentown (3),1-1,?,Beijing Sinobo Guoan (3)
?,(Sun) 22 Mar 2015 (W12),Shanghai SIPG (3),2-1,?,Guangzhou R&F (3)
?,(Sun) 22 Mar 2015 (W12),Shandong Luneng Taishan (3),5-1,?,Jiangsu Suning (3)
?,(Sun) 22 Mar 2015 (W12),Shanghai Greenland Shenhua (3),1-0,?,Tianjin TEDA (3)
