Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 28 Jul 2018 (W30),Ural Yekaterinburg (1),0-1,?,FC Anzhi Makhachkala (1)
?,(Sat) 28 Jul 2018 (W30),FC Spartak Moskva (1),1-0,?,Orenburg (1)
?,(Sat) 28 Jul 2018 (W30),FC Rostov (1),1-0,?,Akhmat Grozny (1)
?,(Sun) 29 Jul 2018 (W30),Yenisey (1),0-2,?,Zenit St. Petersburg (1)
?,(Sun) 29 Jul 2018 (W30),Arsenal Tula (1),0-0,?,Dynamo Moskva (1)
?,(Sun) 29 Jul 2018 (W30),FC Rubin Kazan (1),2-1,?,FC Krasnodar (1)
?,(Mon) 30 Jul 2018 (W31),FC Ufa (1),0-0,?,Lokomotiv Moskva (1)
?,(Tue) 31 Jul 2018 (W31),PFC Krylya Sovetov Samara (1),0-0,?,PFC CSKA Moskva (1)
?,(Fri) 3 Aug 2018 (W31),Dynamo Moskva (2),1-1,?,FC Rubin Kazan (2)
?,(Sat) 4 Aug 2018 (W31),Ural Yekaterinburg (2),1-2,?,FC Krasnodar (2)
?,(Sat) 4 Aug 2018 (W31),Zenit St. Petersburg (2),1-0,?,Arsenal Tula (2)
?,(Sat) 4 Aug 2018 (W31),Lokomotiv Moskva (2),0-0,?,FC Spartak Moskva (2)
?,(Sun) 5 Aug 2018 (W31),PFC Krylya Sovetov Samara (2),0-3,?,Orenburg (2)
?,(Sun) 5 Aug 2018 (W31),PFC CSKA Moskva (2),0-1,?,FC Rostov (2)
?,(Sun) 5 Aug 2018 (W31),Akhmat Grozny (2),1-0,?,Yenisey (2)
?,(Mon) 6 Aug 2018 (W32),FC Ufa (2),3-0,?,FC Anzhi Makhachkala (2)
?,(Fri) 10 Aug 2018 (W32),Ural Yekaterinburg (3),1-1,?,Dynamo Moskva (3)
?,(Sat) 11 Aug 2018 (W32),Yenisey (3),1-1,?,PFC CSKA Moskva (3)
?,(Sat) 11 Aug 2018 (W32),FC Spartak Moskva (3),1-0,?,FC Anzhi Makhachkala (3)
?,(Sat) 11 Aug 2018 (W32),FC Rostov (3),0-1,?,PFC Krylya Sovetov Samara (3)
?,(Sun) 12 Aug 2018 (W32),Orenburg (3),1-0,?,Lokomotiv Moskva (3)
?,(Sun) 12 Aug 2018 (W32),Arsenal Tula (3),3-1,?,Akhmat Grozny (3)
?,(Mon) 13 Aug 2018 (W33),FC Ufa (3),0-1,?,FC Krasnodar (3)
?,(Mon) 13 Aug 2018 (W33),FC Rubin Kazan (3),0-1,?,Zenit St. Petersburg (3)
?,(Fri) 17 Aug 2018 (W33),FC Anzhi Makhachkala (4),1-3,?,Orenburg (4)
?,(Sat) 18 Aug 2018 (W33),PFC CSKA Moskva (4),3-0,?,Arsenal Tula (4)
?,(Sat) 18 Aug 2018 (W33),FC Krasnodar (4),0-1,?,FC Spartak Moskva (4)
?,(Sat) 18 Aug 2018 (W33),Akhmat Grozny (4),1-1,?,FC Rubin Kazan (4)
?,(Sun) 19 Aug 2018 (W33),PFC Krylya Sovetov Samara (4),0-1,?,Lokomotiv Moskva (4)
?,(Sun) 19 Aug 2018 (W33),Zenit St. Petersburg (4),4-1,?,Ural Yekaterinburg (4)
?,(Sun) 19 Aug 2018 (W33),FC Rostov (4),4-0,?,Yenisey (4)
?,(Mon) 20 Aug 2018 (W34),Dynamo Moskva (4),3-0,?,FC Ufa (4)
?,(Fri) 24 Aug 2018 (W34),Arsenal Tula (5),0-1,?,FC Rostov (5)
?,(Sat) 25 Aug 2018 (W34),Ural Yekaterinburg (5),2-1,?,Akhmat Grozny (5)
?,(Sat) 25 Aug 2018 (W34),FC Rubin Kazan (5),1-1,?,PFC CSKA Moskva (5)
?,(Sat) 25 Aug 2018 (W34),FC Spartak Moskva (5),2-1,?,Dynamo Moskva (5)
?,(Sun) 26 Aug 2018 (W34),Orenburg (5),1-1,?,FC Krasnodar (5)
