Round,Date,Team 1,FT,Team 2
Journée 36,Fri May 10 2019,AS Saint-Étienne,0-1,Montpellier HSC
Journée 36,Sat May 11 2019,Angers SCO,1-2,Paris Saint-Germain
Journée 36,Sat May 11 2019,Amiens SC,0-0,Toulouse FC
Journée 36,Sat May 11 2019,Dijon FCO,2-1,RC Strasbourg
Journée 36,Sat May 11 2019,OGC Nice,1-1,FC Nantes
Journée 36,Sat May 11 2019,Nîmes Olympique,1-0,AS Monaco
Journée 36,Sat May 11 2019,Stade Malherbe Caen,3-2,Stade de Reims
Journée 36,Sun May 12 2019,Stade Rennais FC,1-1,EA Guingamp
Journée 36,Sun May 12 2019,Lille OSC,1-0,Girondins de Bordeaux
Journée 36,Sun May 12 2019,Olympique de Marseille,0-3,Olympique Lyonnais
Journée 37,Sat May 18 2019,RC Strasbourg,0-2,Stade Rennais FC
Journée 37,Sat May 18 2019,AS Saint-Étienne,3-0,OGC Nice
Journée 37,Sat May 18 2019,AS Monaco,2-0,Amiens SC
Journée 37,Sat May 18 2019,Paris Saint-Germain,4-0,Dijon FCO
Journée 37,Sat May 18 2019,Girondins de Bordeaux,0-1,Stade de Reims
Journée 37,Sat May 18 2019,Toulouse FC,2-5,Olympique de Marseille
Journée 37,Sat May 18 2019,Montpellier HSC,1-1,FC Nantes
Journée 37,Sat May 18 2019,Lille OSC,5-0,Angers SCO
Journée 37,Sat May 18 2019,EA Guingamp,2-2,Nîmes Olympique
Journée 37,Sat May 18 2019,Olympique Lyonnais,4-0,Stade Malherbe Caen
Journée 38,Fri May 24 2019,Dijon FCO,2-1,Toulouse FC
Journée 38,Fri May 24 2019,Stade Malherbe Caen,0-1,Girondins de Bordeaux
Journée 38,Fri May 24 2019,Nîmes Olympique,2-3,Olympique Lyonnais
Journée 38,Fri May 24 2019,Stade de Reims,3-1,Paris Saint-Germain
Journée 38,Fri May 24 2019,OGC Nice,2-0,AS Monaco
Journée 38,Fri May 24 2019,Angers SCO,1-1,AS Saint-Étienne
Journée 38,Fri May 24 2019,Olympique de Marseille,1-0,Montpellier HSC
Journée 38,Fri May 24 2019,FC Nantes,0-1,RC Strasbourg
Journée 38,Fri May 24 2019,Amiens SC,2-1,EA Guingamp
Journée 38,Fri May 24 2019,Stade Rennais FC,3-1,Lille OSC
