Round,Date,Team 1,FT,Team 2
Journée 4,Sat Sep 1 2018,RC Strasbourg,2-3,FC Nantes
Journée 4,Sat Sep 1 2018,Stade de Reims,0-1,Montpellier HSC
Journée 4,Sat Sep 1 2018,EA Guingamp,1-2,Toulouse FC
Journée 4,Sun Sep 2 2018,AS Saint-Étienne,0-0,Amiens SC
Journée 4,Sun Sep 2 2018,AS Monaco,2-3,Olympique de Marseille
Journée 4,Sun Sep 2 2018,Stade Rennais FC,2-0,Girondins de Bordeaux
Journée 5,Fri Sep 14 2018,OGC Nice,2-1,Stade Rennais FC
Journée 5,Fri Sep 14 2018,Paris Saint-Germain,4-0,AS Saint-Étienne
Journée 5,Sat Sep 15 2018,Montpellier HSC,1-1,RC Strasbourg
Journée 5,Sat Sep 15 2018,Stade Malherbe Caen,2-2,Olympique Lyonnais
Journée 5,Sat Sep 15 2018,Amiens SC,2-3,Lille OSC
Journée 5,Sat Sep 15 2018,Dijon FCO,1-3,Angers SCO
Journée 5,Sat Sep 15 2018,Toulouse FC,1-1,AS Monaco
Journée 5,Sun Sep 16 2018,FC Nantes,0-0,Stade de Reims
Journée 5,Sun Sep 16 2018,Olympique de Marseille,4-0,EA Guingamp
Journée 5,Sun Sep 16 2018,Girondins de Bordeaux,3-3,Nîmes Olympique
Journée 6,Fri Sep 21 2018,AS Monaco,1-1,Nîmes Olympique
Journée 6,Sat Sep 22 2018,Lille OSC,2-1,FC Nantes
Journée 6,Sat Sep 22 2018,Stade de Reims,0-0,Dijon FCO
Journée 6,Sat Sep 22 2018,AS Saint-Étienne,2-1,Stade Malherbe Caen
Journée 6,Sat Sep 22 2018,Montpellier HSC,1-0,OGC Nice
Journée 6,Sat Sep 22 2018,Angers SCO,0-0,Toulouse FC
Journée 6,Sat Sep 22 2018,RC Strasbourg,3-1,Amiens SC
Journée 6,Sun Sep 23 2018,Stade Rennais FC,1-3,Paris Saint-Germain
Journée 6,Sun Sep 23 2018,EA Guingamp,1-3,Girondins de Bordeaux
Journée 6,Sun Sep 23 2018,Olympique Lyonnais,4-2,Olympique de Marseille
Journée 7,Tue Sep 25 2018,AS Monaco,0-1,Angers SCO
Journée 7,Tue Sep 25 2018,FC Nantes,1-2,OGC Nice
Journée 7,Tue Sep 25 2018,Toulouse FC,2-3,AS Saint-Étienne
Journée 7,Wed Sep 26 2018,Olympique de Marseille,3-2,RC Strasbourg
Journée 7,Wed Sep 26 2018,Paris Saint-Germain,4-1,Stade de Reims
Journée 7,Wed Sep 26 2018,Nîmes Olympique,0-0,EA Guingamp
Journée 7,Wed Sep 26 2018,Stade Malherbe Caen,2-2,Montpellier HSC
Journée 7,Wed Sep 26 2018,Girondins de Bordeaux,1-0,Lille OSC
Journée 7,Wed Sep 26 2018,Amiens SC,2-1,Stade Rennais FC
Journée 7,Wed Sep 26 2018,Dijon FCO,0-3,Olympique Lyonnais
Journée 8,Fri Sep 28 2018,AS Saint-Étienne,2-0,AS Monaco
Journée 8,Sat Sep 29 2018,Angers SCO,0-1,EA Guingamp
Journée 8,Sat Sep 29 2018,RC Strasbourg,3-0,Dijon FCO
Journée 8,Sat Sep 29 2018,OGC Nice,0-3,Paris Saint-Germain
Journée 8,Sat Sep 29 2018,Stade de Reims,0-0,Girondins de Bordeaux
Journée 8,Sat Sep 29 2018,Stade Malherbe Caen,1-0,Amiens SC
Journée 8,Sat Sep 29 2018,Olympique Lyonnais,1-1,FC Nantes
Journée 8,Sun Sep 30 2018,Stade Rennais FC,1-1,Toulouse FC
Journée 8,Sun Sep 30 2018,Montpellier HSC,3-0,Nîmes Olympique
Journée 8,Sun Sep 30 2018,Lille OSC,3-0,Olympique de Marseille
Journée 9,Fri Oct 5 2018,Toulouse FC,1-1,OGC Nice
Journée 9,Sat Oct 6 2018,Lille OSC,3-1,AS Saint-Étienne
Journée 9,Sat Oct 6 2018,Angers SCO,2-2,RC Strasbourg
Journée 9,Sat Oct 6 2018,EA Guingamp,1-1,Montpellier HSC
Journée 9,Sat Oct 6 2018,Nîmes Olympique,0-0,Stade de Reims
Journée 9,Sat Oct 6 2018,Amiens SC,1-0,Dijon FCO
Journée 9,Sun Oct 7 2018,Paris Saint-Germain,5-0,Olympique Lyonnais
Journée 9,Sun Oct 7 2018,Olympique de Marseille,2-0,Stade Malherbe Caen
Journée 9,Sun Oct 7 2018,AS Monaco,1-2,Stade Rennais FC
Journée 9,Sun Oct 7 2018,Girondins de Bordeaux,3-0,FC Nantes
Journée 10,Fri Oct 19 2018,Olympique Lyonnais,2-0,Nîmes Olympique
Journée 10,Sat Oct 20 2018,Stade Malherbe Caen,0-0,EA Guingamp
Journée 10,Sat Oct 20 2018,FC Nantes,4-0,Toulouse FC
Journée 10,Sat Oct 20 2018,Paris Saint-Germain,5-0,Amiens SC
Journée 10,Sat Oct 20 2018,Stade de Reims,1-1,Angers SCO
Journée 10,Sat Oct 20 2018,Dijon FCO,1-2,Lille OSC
Journée 10,Sat Oct 20 2018,RC Strasbourg,2-1,AS Monaco
Journée 10,Sun Oct 21 2018,Montpellier HSC,2-0,Girondins de Bordeaux
Journée 10,Sun Oct 21 2018,AS Saint-Étienne,1-1,Stade Rennais FC
Journée 10,Sun Oct 21 2018,OGC Nice,0-1,Olympique de Marseille
Journée 11,Fri Oct 26 2018,Nîmes Olympique,1-1,AS Saint-Étienne
Journée 11,Sat Oct 27 2018,Angers SCO,1-2,Olympique Lyonnais
Journée 11,Sat Oct 27 2018,EA Guingamp,1-1,RC Strasbourg
Journée 11,Sat Oct 27 2018,Toulouse FC,0-3,Montpellier HSC
Journée 11,Sat Oct 27 2018,Amiens SC,1-2,FC Nantes
Journée 11,Sat Oct 27 2018,Lille OSC,1-0,Stade Malherbe Caen
Journée 11,Sat Oct 27 2018,AS Monaco,2-2,Dijon FCO
Journée 11,Sun Oct 28 2018,Stade Rennais FC,0-2,Stade de Reims
Journée 11,Sun Oct 28 2018,Girondins de Bordeaux,0-1,OGC Nice
Journée 11,Sun Oct 28 2018,Olympique de Marseille,0-2,Paris Saint-Germain
Journée 12,Fri Nov 2 2018,Paris Saint-Germain,2-1,Lille OSC
Journée 12,Sat Nov 3 2018,RC Strasbourg,1-1,Toulouse FC
Journée 12,Sat Nov 3 2018,Stade de Reims,1-0,AS Monaco
Journée 12,Sat Nov 3 2018,Dijon FCO,0-4,Nîmes Olympique
Journée 12,Sat Nov 3 2018,Stade Malherbe Caen,1-2,Stade Rennais FC
Journée 12,Sat Nov 3 2018,OGC Nice,1-0,Amiens SC
Journée 12,Sat Nov 3 2018,Olympique Lyonnais,1-1,Girondins de Bordeaux
Journée 12,Sun Nov 4 2018,FC Nantes,5-0,EA Guingamp
Journée 12,Sun Nov 4 2018,AS Saint-Étienne,4-3,Angers SCO
Journée 12,Sun Nov 4 2018,Montpellier HSC,3-0,Olympique de Marseille
Journée 13,Fri Nov 9 2018,Lille OSC,0-0,RC Strasbourg
Journée 13,Sat Nov 10 2018,Angers SCO,1-0,Montpellier HSC
Journée 13,Sat Nov 10 2018,Toulouse FC,0-1,Amiens SC
Journée 13,Sat Nov 10 2018,AS Saint-Étienne,2-0,Stade de Reims
Journée 13,Sat Nov 10 2018,Nîmes Olympique,0-1,OGC Nice
Journée 13,Sat Nov 10 2018,EA Guingamp,2-4,Olympique Lyonnais
Journée 13,Sun Nov 11 2018,Girondins de Bordeaux,0-0,Stade Malherbe Caen
Journée 13,Sun Nov 11 2018,Stade Rennais FC,1-1,FC Nantes
Journée 13,Sun Nov 11 2018,AS Monaco,0-4,Paris Saint-Germain
Journée 13,Sun Nov 11 2018,Olympique de Marseille,2-0,Dijon FCO
Journée 14,Fri Nov 23 2018,Olympique Lyonnais,1-0,AS Saint-Étienne
Journée 14,Sat Nov 24 2018,Paris Saint-Germain,1-0,Toulouse FC
Journée 14,Sat Nov 24 2018,RC Strasbourg,0-1,Nîmes Olympique
Journée 14,Sat Nov 24 2018,Stade Malherbe Caen,0-1,AS Monaco
Journée 14,Sat Nov 24 2018,Dijon FCO,0-0,Girondins de Bordeaux
Journée 14,Sat Nov 24 2018,FC Nantes,1-1,Angers SCO
Journée 14,Sat Nov 24 2018,Stade de Reims,2-1,EA Guingamp
Journée 14,Sun Nov 25 2018,Montpellier HSC,2-2,Stade Rennais FC
Journée 14,Sun Nov 25 2018,OGC Nice,2-0,Lille OSC
Journée 14,Sun Nov 25 2018,Amiens SC,1-3,Olympique de Marseille
Journée 15,Fri Nov 30 2018,AS Saint-Étienne,3-0,FC Nantes
Journée 15,Sat Dec 1 2018,Lille OSC,2-2,Olympique Lyonnais
Journée 15,Sat Dec 1 2018,AS Monaco,1-2,Montpellier HSC
Journée 15,Sat Dec 1 2018,Angers SCO,1-1,Stade Malherbe Caen
Journée 15,Sat Dec 1 2018,Nîmes Olympique,3-0,Amiens SC
Journée 15,Sat Dec 1 2018,EA Guingamp,0-0,OGC Nice
Journée 15,Sun Dec 2 2018,Toulouse FC,2-2,Dijon FCO
Journée 15,Sun Dec 2 2018,Stade Rennais FC,1-4,RC Strasbourg
Journée 15,Sun Dec 2 2018,Olympique de Marseille,0-0,Stade de Reims
Journée 15,Sun Dec 2 2018,Girondins de Bordeaux,2-2,Paris Saint-Germain
Journée 16,Tue Dec 4 2018,OGC Nice,0-0,Angers SCO
Journée 16,Tue Dec 4 2018,Amiens SC,0-2,AS Monaco
Journée 16,Tue Dec 4 2018,Montpellier HSC,0-1,Lille OSC
Journée 16,Wed Dec 5 2018,Olympique Lyonnais,0-2,Stade Rennais FC
Journée 16,Wed Dec 5 2018,Stade Malherbe Caen,1-2,Nîmes Olympique
Journée 16,Wed Dec 5 2018,Dijon FCO,2-1,EA Guingamp
Journée 16,Wed Dec 5 2018,Stade de Reims,0-1,Toulouse FC
Journée 16,Wed Dec 5 2018,RC Strasbourg,1-1,Paris Saint-Germain
Journée 16,Wed Dec 5 2018,FC Nantes,3-2,Olympique de Marseille
Journée 16,Wed Dec 5 2018,Girondins de Bordeaux,3-2,AS Saint-Étienne
Journée 17,Sat Dec 8 2018,EA Guingamp,1-2,Amiens SC
Journée 17,Sat Dec 8 2018,Stade Rennais FC,2-0,Dijon FCO
Journée 17,Sun Dec 9 2018,RC Strasbourg,2-2,Stade Malherbe Caen
Journée 17,Sun Dec 9 2018,Lille OSC,1-1,Stade de Reims
Journée 18,Sat Dec 15 2018,Stade de Reims,2-1,RC Strasbourg
Journée 18,Sun Dec 16 2018,Nîmes Olympique,2-3,Lille OSC
Journée 18,Sun Dec 16 2018,OGC Nice,1-1,AS Saint-Étienne
Journée 18,Sun Dec 16 2018,Olympique Lyonnais,3-0,AS Monaco
Journée 18,Tue Dec 18 2018,Stade Malherbe Caen,2-1,Toulouse FC
Journée 19,Sat Dec 22 2018,Montpellier HSC,1-1,Olympique Lyonnais
Journée 19,Sat Dec 22 2018,AS Monaco,0-2,EA Guingamp
Journée 19,Sat Dec 22 2018,Stade de Reims,2-2,Stade Malherbe Caen
Journée 19,Sat Dec 22 2018,Angers SCO,1-1,Olympique de Marseille
Journée 19,Sat Dec 22 2018,Stade Rennais FC,4-0,Nîmes Olympique
Journée 19,Sat Dec 22 2018,Lille OSC,1-2,Toulouse FC
Journée 19,Sat Dec 22 2018,AS Saint-Étienne,3-0,Dijon FCO
Journée 19,Sat Dec 22 2018,RC Strasbourg,2-0,OGC Nice
Journée 19,Sat Dec 22 2018,Paris Saint-Germain,1-0,FC Nantes
Journée 19,Sun Dec 23 2018,Girondins de Bordeaux,1-1,Amiens SC
Journée 18,Tue Jan 8 2019,FC Nantes,2-0,Montpellier HSC
Journée 18,Tue Jan 8 2019,Amiens SC,0-0,Angers SCO
Journée 20,Fri Jan 11 2019,Stade Malherbe Caen,1-3,Lille OSC
Journée 20,Fri Jan 11 2019,Olympique Lyonnais,1-1,Stade de Reims
Journée 20,Sat Jan 12 2019,Amiens SC,0-3,Paris Saint-Germain
Journée 20,Sat Jan 12 2019,OGC Nice,1-0,Girondins de Bordeaux
Journée 20,Sat Jan 12 2019,EA Guingamp,0-1,AS Saint-Étienne
Journée 20,Sun Jan 13 2019,FC Nantes,0-1,Stade Rennais FC
Journée 20,Sun Jan 13 2019,Toulouse FC,1-2,RC Strasbourg
Journée 20,Sun Jan 13 2019,Dijon FCO,1-1,Montpellier HSC
Journée 20,Sun Jan 13 2019,Olympique de Marseille,1-1,AS Monaco
Journée 17,Tue Jan 15 2019,Angers SCO,1-2,Girondins de Bordeaux
Journée 17,Wed Jan 16 2019,AS Monaco,1-1,OGC Nice
Journée 17,Wed Jan 16 2019,Nîmes Olympique,1-0,FC Nantes
Journée 17,Wed Jan 16 2019,Toulouse FC,2-2,Olympique Lyonnais
Journée 17,Wed Jan 16 2019,AS Saint-Étienne,2-1,Olympique de Marseille
Journée 18,Wed Jan 16 2019,EA Guingamp,2-1,Stade Rennais FC
Journée 21,Fri Jan 18 2019,Lille OSC,2-1,Amiens SC
Journée 21,Sat Jan 19 2019,Paris Saint-Germain,9-0,EA Guingamp
Journée 21,Sat Jan 19 2019,Stade de Reims,1-1,OGC Nice
Journée 21,Sat Jan 19 2019,AS Monaco,1-5,RC Strasbourg
Journée 21,Sat Jan 19 2019,Nîmes Olympique,0-1,Toulouse FC
Journée 21,Sun Jan 20 2019,Stade Rennais FC,0-0,Montpellier HSC
Journée 21,Sun Jan 20 2019,Angers SCO,1-0,FC Nantes
Journée 21,Sun Jan 20 2019,AS Saint-Étienne,1-2,Olympique Lyonnais
Journée 21,Sun Jan 20 2019,Girondins de Bordeaux,1-0,Dijon FCO
Journée 21,Sun Jan 20 2019,Stade Malherbe Caen,0-1,Olympique de Marseille
Journée 20,Wed Jan 23 2019,Nîmes Olympique,3-1,Angers SCO
Journée 22,Fri Jan 25 2019,Olympique de Marseille,1-2,Lille OSC
Journée 22,Sat Jan 26 2019,OGC Nice,2-0,Nîmes Olympique
Journée 22,Sat Jan 26 2019,EA Guingamp,0-1,Stade de Reims
Journée 22,Sat Jan 26 2019,Dijon FCO,2-0,AS Monaco
Journée 22,Sat Jan 26 2019,RC Strasbourg,1-0,Girondins de Bordeaux
Journée 22,Sun Jan 27 2019,Montpellier HSC,2-0,Stade Malherbe Caen
Journée 22,Sun Jan 27 2019,Amiens SC,0-1,Olympique Lyonnais
Journée 22,Sun Jan 27 2019,Toulouse FC,0-0,Angers SCO
Journée 22,Sun Jan 27 2019,Paris Saint-Germain,4-1,Stade Rennais FC
Journée 22,Wed Jan 30 2019,FC Nantes,1-1,AS Saint-Étienne
Journée 23,Fri Feb 1 2019,Lille OSC,4-0,OGC Nice
Journée 23,Sat Feb 2 2019,Angers SCO,1-0,Dijon FCO
Journée 23,Sat Feb 2 2019,AS Monaco,2-1,Toulouse FC
Journée 23,Sat Feb 2 2019,Stade Rennais FC,1-0,Amiens SC
Journée 23,Sat Feb 2 2019,Stade de Reims,2-1,Olympique de Marseille
Journée 23,Sun Feb 3 2019,Nîmes Olympique,1-1,Montpellier HSC
Journée 23,Sun Feb 3 2019,Olympique Lyonnais,2-1,Paris Saint-Germain
Journée 18,Tue Feb 5 2019,Olympique de Marseille,1-0,Girondins de Bordeaux
Journée 24,Fri Feb 8 2019,Dijon FCO,1-2,Olympique de Marseille
Journée 24,Sat Feb 9 2019,Paris Saint-Germain,1-0,Girondins de Bordeaux
Journée 24,Sat Feb 9 2019,Amiens SC,1-0,Stade Malherbe Caen
Journée 24,Sat Feb 9 2019,RC Strasbourg,1-2,Angers SCO
Journée 24,Sun Feb 10 2019,Toulouse FC,1-1,Stade de Reims
Journée 24,Sun Feb 10 2019,OGC Nice,1-0,Olympique Lyonnais
Journée 24,Sun Feb 10 2019,FC Nantes,2-4,Nîmes Olympique
Journée 24,Sun Feb 10 2019,Stade Rennais FC,3-0,AS Saint-Étienne
Journée 24,Sun Feb 10 2019,EA Guingamp,0-2,Lille OSC
Journée 24,Sun Feb 10 2019,Montpellier HSC,2-2,AS Monaco
Journée 23,Wed Feb 13 2019,AS Saint-Étienne,2-1,RC Strasbourg
Journée 23,Wed Feb 13 2019,Stade Malherbe Caen,0-1,FC Nantes
Journée 25,Fri Feb 15 2019,Nîmes Olympique,2-0,Dijon FCO
Journée 25,Fri Feb 15 2019,Olympique Lyonnais,2-1,EA Guingamp
Journée 25,Sat Feb 16 2019,AS Monaco,1-0,FC Nantes
Journée 25,Sat Feb 16 2019,Angers SCO,3-0,OGC Nice
Journée 25,Sat Feb 16 2019,Olympique de Marseille,2-0,Amiens SC
Journée 25,Sun Feb 17 2019,Lille OSC,0-0,Montpellier HSC
Journée 25,Sun Feb 17 2019,Stade Malherbe Caen,0-0,RC Strasbourg
Journée 25,Sun Feb 17 2019,Girondins de Bordeaux,2-1,Toulouse FC
Journée 25,Sun Feb 17 2019,Stade de Reims,2-0,Stade Rennais FC
Journée 25,Sun Feb 17 2019,AS Saint-Étienne,0-1,Paris Saint-Germain
Journée 17,Wed Feb 20 2019,Paris Saint-Germain,5-1,Montpellier HSC
Journée 23,Wed Feb 20 2019,Girondins de Bordeaux,0-0,EA Guingamp
Journée 26,Fri Feb 22 2019,Dijon FCO,0-1,AS Saint-Étienne
Journée 26,Fri Feb 22 2019,RC Strasbourg,1-1,Lille OSC
Journée 26,Sat Feb 23 2019,Paris Saint-Germain,3-0,Nîmes Olympique
Journée 26,Sat Feb 23 2019,EA Guingamp,1-0,Angers SCO
Journée 26,Sat Feb 23 2019,Amiens SC,1-0,OGC Nice
Journée 26,Sun Feb 24 2019,AS Monaco,2-0,Olympique Lyonnais
Journée 26,Sun Feb 24 2019,FC Nantes,1-0,Girondins de Bordeaux
Journée 26,Sun Feb 24 2019,Montpellier HSC,2-4,Stade de Reims
Journée 26,Sun Feb 24 2019,Stade Rennais FC,1-1,Olympique de Marseille
Journée 26,Sun Feb 24 2019,Toulouse FC,1-1,Stade Malherbe Caen
Journée 27,Sat Mar 2 2019,Stade Malherbe Caen,1-2,Paris Saint-Germain
Journée 27,Sat Mar 2 2019,Stade de Reims,2-2,Amiens SC
Journée 27,Sat Mar 2 2019,Angers SCO,2-2,AS Monaco
Journée 27,Sun Mar 3 2019,OGC Nice,1-0,RC Strasbourg
Journée 27,Sun Mar 3 2019,Lille OSC,1-0,Dijon FCO
Journée 27,Sun Mar 3 2019,Olympique de Marseille,2-0,AS Saint-Étienne
Journée 27,Sun Mar 3 2019,Olympique Lyonnais,5-1,Toulouse FC
Journée 27,Sun Mar 3 2019,EA Guingamp,0-0,FC Nantes
Journée 27,Tue Mar 5 2019,Girondins de Bordeaux,1-2,Montpellier HSC
Journée 28,Sat Mar 9 2019,Dijon FCO,1-1,Stade de Reims
Journée 28,Sat Mar 9 2019,RC Strasbourg,2-2,Olympique Lyonnais
Journée 28,Sat Mar 9 2019,AS Monaco,1-1,Girondins de Bordeaux
Journée 28,Sat Mar 9 2019,Amiens SC,2-1,Nîmes Olympique
Journée 28,Sun Mar 10 2019,Montpellier HSC,2-2,Angers SCO
Journée 28,Sun Mar 10 2019,Toulouse FC,1-0,EA Guingamp
Journée 28,Sun Mar 10 2019,AS Saint-Étienne,0-1,Lille OSC
Journée 28,Sun Mar 10 2019,Stade Rennais FC,3-1,Stade Malherbe Caen
Journée 28,Sun Mar 10 2019,Olympique de Marseille,1-0,OGC Nice
Journée 18,Tue Mar 12 2019,Dijon FCO,0-4,Paris Saint-Germain
Journée 29,Fri Mar 15 2019,OGC Nice,1-1,Toulouse FC
Journée 29,Fri Mar 15 2019,Lille OSC,0-1,AS Monaco
Journée 29,Sat Mar 16 2019,Stade Malherbe Caen,0-5,AS Saint-Étienne
Journée 29,Sat Mar 16 2019,Angers SCO,0-0,Amiens SC
Journée 29,Sat Mar 16 2019,Nîmes Olympique,2-2,RC Strasbourg
Journée 29,Sat Mar 16 2019,EA Guingamp,1-0,Dijon FCO
Journée 29,Sun Mar 17 2019,Olympique Lyonnais,3-2,Montpellier HSC
Journée 29,Sun Mar 17 2019,Paris Saint-Germain,3-1,Olympique de Marseille
Journée 29,Sun Mar 17 2019,Girondins de Bordeaux,1-1,Stade Rennais FC
Journée 29,Sun Mar 17 2019,Stade de Reims,1-0,FC Nantes
Journée 30,Fri Mar 29 2019,Stade Rennais FC,0-1,Olympique Lyonnais
Journée 30,Sat Mar 30 2019,Olympique de Marseille,2-2,Angers SCO
Journée 30,Sun Mar 31 2019,Dijon FCO,0-1,OGC Nice
Journée 30,Sun Mar 31 2019,Amiens SC,0-0,Girondins de Bordeaux
Journée 30,Sun Mar 31 2019,AS Monaco,0-1,Stade Malherbe Caen
Journée 30,Sun Mar 31 2019,FC Nantes,2-3,Lille OSC
Journée 30,Sun Mar 31 2019,Toulouse FC,0-1,Paris Saint-Germain
Journée 30,Mon Apr 1 2019,AS Saint-Étienne,2-1,Nîmes Olympique
Journée 30,Wed Apr 3 2019,RC Strasbourg,4-0,Stade de Reims
Journée 30,Wed Apr 3 2019,Montpellier HSC,2-0,EA Guingamp
Journée 31,Fri Apr 5 2019,Girondins de Bordeaux,2-0,Olympique de Marseille
Journée 31,Sat Apr 6 2019,Olympique Lyonnais,1-3,Dijon FCO
Journée 31,Sat Apr 6 2019,Nîmes Olympique,2-0,Stade Malherbe Caen
Journée 31,Sat Apr 6 2019,EA Guingamp,1-1,AS Monaco
Journée 31,Sat Apr 6 2019,Angers SCO,3-3,Stade Rennais FC
Journée 31,Sat Apr 6 2019,Amiens SC,2-2,AS Saint-Étienne
Journée 31,Sun Apr 7 2019,Toulouse FC,1-0,FC Nantes
Journée 31,Sun Apr 7 2019,Stade de Reims,1-1,Lille OSC
Journée 31,Sun Apr 7 2019,OGC Nice,1-0,Montpellier HSC
Journée 31,Sun Apr 7 2019,Paris Saint-Germain,2-2,RC Strasbourg
Journée 27,Tue Apr 9 2019,Nîmes Olympique,3-1,Stade Rennais FC
Journée 32,Fri Apr 12 2019,FC Nantes,2-1,Olympique Lyonnais
Journée 32,Fri Apr 12 2019,Dijon FCO,0-0,Amiens SC
Journée 32,Sat Apr 13 2019,Olympique de Marseille,2-1,Nîmes Olympique
Journée 32,Sat Apr 13 2019,RC Strasbourg,3-3,EA Guingamp
Journée 32,Sat Apr 13 2019,Stade Malherbe Caen,0-1,Angers SCO
Journée 32,Sat Apr 13 2019,AS Monaco,0-0,Stade de Reims
Journée 32,Sun Apr 14 2019,Stade Rennais FC,0-0,OGC Nice
Journée 32,Sun Apr 14 2019,Montpellier HSC,2-1,Toulouse FC
Journée 32,Sun Apr 14 2019,AS Saint-Étienne,3-0,Girondins de Bordeaux
Journée 32,Sun Apr 14 2019,Lille OSC,5-1,Paris Saint-Germain
Journée 28,Wed Apr 17 2019,FC Nantes,3-2,Paris Saint-Germain
Journée 33,Fri Apr 19 2019,Olympique Lyonnais,2-1,Angers SCO
Journée 33,Fri Apr 19 2019,Dijon FCO,3-2,Stade Rennais FC
Journée 33,Sat Apr 20 2019,Nîmes Olympique,2-1,Girondins de Bordeaux
Journée 33,Sat Apr 20 2019,OGC Nice,0-1,Stade Malherbe Caen
Journée 33,Sat Apr 20 2019,RC Strasbourg,1-3,Montpellier HSC
Journée 33,Sat Apr 20 2019,EA Guingamp,1-3,Olympique de Marseille
Journée 33,Sun Apr 21 2019,Paris Saint-Germain,3-1,AS Monaco
Journée 33,Sun Apr 21 2019,Toulouse FC,0-0,Lille OSC
Journée 33,Sun Apr 21 2019,Stade de Reims,0-2,AS Saint-Étienne
Journée 33,Sun Apr 21 2019,FC Nantes,3-2,Amiens SC
Journée 34,Fri Apr 26 2019,Girondins de Bordeaux,2-3,Olympique Lyonnais
Journée 34,Sun Apr 28 2019,Amiens SC,0-0,RC Strasbourg
Journée 34,Sun Apr 28 2019,Lille OSC,5-0,Nîmes Olympique
Journée 34,Sun Apr 28 2019,OGC Nice,3-0,EA Guingamp
Journée 34,Sun Apr 28 2019,Olympique de Marseille,1-2,FC Nantes
Journée 34,Sun Apr 28 2019,Angers SCO,1-1,Stade de Reims
Journée 34,Sun Apr 28 2019,AS Saint-Étienne,2-0,Toulouse FC
Journée 34,Sun Apr 28 2019,Stade Malherbe Caen,1-0,Dijon FCO
Journée 34,Tue Apr 30 2019,Montpellier HSC,3-2,Paris Saint-Germain
Journée 34,Wed May 1 2019,Stade Rennais FC,2-2,AS Monaco
Journée 35,Fri May 3 2019,RC Strasbourg,1-1,Olympique de Marseille
Journée 35,Sat May 4 2019,Paris Saint-Germain,1-1,OGC Nice
Journée 35,Sat May 4 2019,Stade de Reims,0-3,Nîmes Olympique
Journée 35,Sat May 4 2019,Girondins de Bordeaux,0-1,Angers SCO
Journée 35,Sat May 4 2019,EA Guingamp,0-0,Stade Malherbe Caen
Journée 35,Sun May 5 2019,Montpellier HSC,1-1,Amiens SC
Journée 35,Sun May 5 2019,Toulouse FC,2-2,Stade Rennais FC
Journée 35,Sun May 5 2019,FC Nantes,3-0,Dijon FCO
Journée 35,Sun May 5 2019,Olympique Lyonnais,2-2,Lille OSC
Journée 35,Sun May 5 2019,AS Monaco,2-3,AS Saint-Étienne
