Round,Date,Team 1,FT,Team 2
Journée 36,Fri May 3 2019,AJ Auxerre,1-2,LB Châteauroux
Journée 36,Fri May 3 2019,AS Béziers,1-0,Stade Brestois 29
Journée 36,Fri May 3 2019,AC Ajaccio,1-0,US Orléans
Journée 36,Fri May 3 2019,ES Troyes AC,2-1,AS Nancy Lorraine
Journée 36,Fri May 3 2019,Paris FC,1-0,Grenoble Foot 38
Journée 36,Fri May 3 2019,FC Sochaux-Montbéliard,1-2,Red Star FC
Journée 36,Fri May 3 2019,FC Metz,3-0,Valenciennes FC
Journée 36,Sat May 4 2019,RC Lens,1-0,Clermont Foot 63
Journée 36,Mon May 6 2019,Chamois Niortais FC,2-2,FC Lorient
Journée 37,Fri May 10 2019,Clermont Foot 63,2-4,ES Troyes AC
Journée 37,Fri May 10 2019,GFC Ajaccio,1-2,LB Châteauroux
Journée 37,Fri May 10 2019,Stade Brestois 29,3-0,Chamois Niortais FC
Journée 37,Fri May 10 2019,Valenciennes FC,1-0,Le Havre AC
Journée 37,Fri May 10 2019,Grenoble Foot 38,0-0,AJ Auxerre
Journée 37,Fri May 10 2019,FC Lorient,0-0,FC Sochaux-Montbéliard
Journée 37,Fri May 10 2019,AS Nancy Lorraine,1-0,FC Metz
Journée 37,Fri May 10 2019,US Orléans,0-0,AS Béziers
Journée 37,Fri May 10 2019,Red Star FC,0-1,Paris FC
Journée 37,Fri May 10 2019,AC Ajaccio,0-2,RC Lens
Journée 38,Fri May 17 2019,AJ Auxerre,1-1,Valenciennes FC
Journée 38,Fri May 17 2019,AS Béziers,3-0,AS Nancy Lorraine
Journée 38,Fri May 17 2019,LB Châteauroux,2-2,Clermont Foot 63
Journée 38,Fri May 17 2019,Le Havre AC,2-3,FC Lorient
Journée 38,Fri May 17 2019,RC Lens,5-2,US Orléans
Journée 38,Fri May 17 2019,FC Metz,1-0,Stade Brestois 29
Journée 38,Fri May 17 2019,Chamois Niortais FC,1-0,Red Star FC
Journée 38,Fri May 17 2019,Paris FC,1-0,GFC Ajaccio
Journée 38,Fri May 17 2019,FC Sochaux-Montbéliard,3-1,Grenoble Foot 38
Journée 38,Fri May 17 2019,ES Troyes AC,0-0,AC Ajaccio
