Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 22 Jul 2016 (W29),FC Voluntari (1),0-1,?,FC Viitorul Constanța (1)
?,(Fri) 22 Jul 2016 (W29),Pandurii Târgu Jiu (1),2-1,?,Universitatea Craiova (1)
?,(Sat) 23 Jul 2016 (W29),Gaz Metan Mediaș (1),2-1,?,Târgu Mureș (1)
?,(Sat) 23 Jul 2016 (W29),Astra Giurgiu (1),1-4,?,Dinamo București (1)
?,(Sun) 24 Jul 2016 (W29),CFR Cluj (1),2-0,?,Concordia Chiajna (1)
?,(Fri) 29 Jul 2016 (W30),FC Politehnica Iași (1),3-1,?,Gaz Metan Mediaș (2)
?,(Sat) 30 Jul 2016 (W30),FC Botoșani (1),3-1,?,CFR Cluj (2)
?,(Sat) 30 Jul 2016 (W30),Dinamo București (2),2-1,?,Poli Timișoara (1)
?,(Sun) 31 Jul 2016 (W30),Pandurii Târgu Jiu (2),0-0,?,Astra Giurgiu (2)
?,(Sun) 31 Jul 2016 (W30),FC Viitorul Constanța (2),1-3,?,Steaua București (1)
?,(Mon) 1 Aug 2016 (W31),Universitatea Craiova (2),2-1,?,Târgu Mureș (2)
?,(Mon) 1 Aug 2016 (W31),Concordia Chiajna (2),0-4,?,FC Voluntari (2)
?,(Fri) 5 Aug 2016 (W31),FC Voluntari (3),4-2,?,FC Botoșani (2)
?,(Fri) 5 Aug 2016 (W31),Târgu Mureș (3),0-3,?,FC Politehnica Iași (2)
?,(Sat) 6 Aug 2016 (W31),Astra Giurgiu (3),1-2,?,Universitatea Craiova (3)
?,(Sat) 6 Aug 2016 (W31),Steaua București (2),1-0,?,Concordia Chiajna (3)
?,(Sun) 7 Aug 2016 (W31),Gaz Metan Mediaș (3),2-1,?,FC Viitorul Constanța (3)
?,(Sun) 7 Aug 2016 (W31),Poli Timișoara (2),1-3,?,Pandurii Târgu Jiu (3)
?,(Mon) 8 Aug 2016 (W32),CFR Cluj (3),0-0,?,Dinamo București (3)
?,(Fri) 12 Aug 2016 (W32),FC Botoșani (3),0-2,?,Steaua București (3)
?,(Sat) 13 Aug 2016 (W32),Concordia Chiajna (4),1-0,?,Gaz Metan Mediaș (4)
?,(Sat) 13 Aug 2016 (W32),Astra Giurgiu (4),3-1,?,Poli Timișoara (3)
?,(Sun) 14 Aug 2016 (W32),Pandurii Târgu Jiu (4),1-1,?,CFR Cluj (4)
?,(Sun) 14 Aug 2016 (W32),FC Viitorul Constanța (4),3-1,?,Târgu Mureș (4)
?,(Mon) 15 Aug 2016 (W33),Universitatea Craiova (4),2-0,?,FC Politehnica Iași (3)
?,(Mon) 15 Aug 2016 (W33),Dinamo București (4),3-1,?,FC Voluntari (4)
?,(Thu) 18 Aug 2016 (W33),Poli Timișoara (4),0-5,?,FC Botoșani (4)
?,(Fri) 19 Aug 2016 (W33),FC Politehnica Iași (4),0-0,?,FC Viitorul Constanța (5)
?,(Sat) 20 Aug 2016 (W33),Târgu Mureș (5),0-1,?,Concordia Chiajna (5)
?,(Sat) 20 Aug 2016 (W33),Steaua București (4),1-1,?,Dinamo București (5)
?,(Sun) 21 Aug 2016 (W33),FC Voluntari (5),0-0,?,Pandurii Târgu Jiu (5)
?,(Sun) 21 Aug 2016 (W33),CFR Cluj (5),5-1,?,Astra Giurgiu (5)
?,(Mon) 22 Aug 2016 (W34),Gaz Metan Mediaș (5),0-0,?,FC Botoșani (5)
?,(Mon) 22 Aug 2016 (W34),Poli Timișoara (5),3-2,?,Universitatea Craiova (5)
?,(Fri) 26 Aug 2016 (W34),Concordia Chiajna (6),0-0,?,FC Politehnica Iași (5)
?,(Fri) 26 Aug 2016 (W34),Dinamo București (6),1-1,?,Gaz Metan Mediaș (6)
?,(Sat) 27 Aug 2016 (W34),Poli Timișoara (6),1-1,?,CFR Cluj (6)
?,(Sat) 27 Aug 2016 (W34),Pandurii Târgu Jiu (6),0-1,?,Steaua București (5)
?,(Sun) 28 Aug 2016 (W34),Universitatea Craiova (6),2-1,?,FC Viitorul Constanța (6)
?,(Sun) 28 Aug 2016 (W34),Astra Giurgiu (6),1-1,?,FC Voluntari (6)
?,(Mon) 29 Aug 2016 (W35),FC Botoșani (6),4-2,?,Târgu Mureș (6)
?,(Wed) 31 Aug 2016 (W35),Steaua București (6),1-1,?,FC Politehnica Iași (6)
?,(Fri) 9 Sep 2016 (W36),Gaz Metan Mediaș (7),1-3,?,Pandurii Târgu Jiu (7)
?,(Sat) 10 Sep 2016 (W36),FC Voluntari (7),4-1,?,Poli Timișoara (7)
?,(Sat) 10 Sep 2016 (W36),CFR Cluj (7),0-0,?,Universitatea Craiova (7)
?,(Sun) 11 Sep 2016 (W36),FC Politehnica Iași (7),0-1,?,FC Botoșani (7)
?,(Sun) 11 Sep 2016 (W36),Steaua București (7),1-0,?,Astra Giurgiu (7)
?,(Mon) 12 Sep 2016 (W37),FC Viitorul Constanța (7),2-1,?,Concordia Chiajna (7)
?,(Mon) 12 Sep 2016 (W37),Târgu Mureș (7),2-1,?,Dinamo București (7)
?,(Fri) 16 Sep 2016 (W37),FC Botoșani (8),1-2,?,FC Viitorul Constanța (8)
?,(Fri) 16 Sep 2016 (W37),Pandurii Târgu Jiu (8),1-0,?,Târgu Mureș (8)
?,(Sat) 17 Sep 2016 (W37),CFR Cluj (8),5-0,?,FC Voluntari (8)
?,(Sat) 17 Sep 2016 (W37),Dinamo București (8),3-1,?,FC Politehnica Iași (8)
?,(Sun) 18 Sep 2016 (W37),Universitatea Craiova (8),1-1,?,Concordia Chiajna (8)
?,(Sun) 18 Sep 2016 (W37),Poli Timișoara (8),0-1,?,Steaua București (8)
?,(Mon) 19 Sep 2016 (W38),Astra Giurgiu (8),0-2,?,Gaz Metan Mediaș (8)
?,(Tue) 20 Sep 2016 (W38),FC Politehnica Iași (9),3-2,?,Pandurii Târgu Jiu (9)
?,(Tue) 20 Sep 2016 (W38),FC Viitorul Constanța (9),1-1,?,Dinamo București (9)
?,(Wed) 21 Sep 2016 (W38),FC Voluntari (9),0-1,?,Universitatea Craiova (9)
?,(Wed) 21 Sep 2016 (W38),Concordia Chiajna (9),0-2,?,FC Botoșani (9)
?,(Thu) 22 Sep 2016 (W38),Gaz Metan Mediaș (9),1-1,?,Poli Timișoara (9)
?,(Thu) 22 Sep 2016 (W38),Târgu Mureș (9),0-2,?,Astra Giurgiu (9)
?,(Thu) 22 Sep 2016 (W38),Steaua București (9),1-2,?,CFR Cluj (9)
?,(Fri) 23 Sep 2016 (W38),Pandurii Târgu Jiu (10),0-1,?,FC Viitorul Constanța (10)
?,(Sat) 24 Sep 2016 (W38),Universitatea Craiova (10),1-0,?,FC Botoșani (10)
?,(Sat) 24 Sep 2016 (W38),Dinamo București (10),0-1,?,Concordia Chiajna (10)
?,(Sun) 25 Sep 2016 (W38),Poli Timișoara (10),0-1,?,Târgu Mureș (10)
?,(Sun) 25 Sep 2016 (W38),FC Voluntari (10),2-3,?,Steaua București (10)
?,(Mon) 26 Sep 2016 (W39),CFR Cluj (10),1-1,?,Gaz Metan Mediaș (10)
?,(Mon) 26 Sep 2016 (W39),Astra Giurgiu (10),1-0,?,FC Politehnica Iași (10)
?,(Fri) 30 Sep 2016 (W39),FC Politehnica Iași (11),0-1,?,Poli Timișoara (11)
?,(Fri) 30 Sep 2016 (W39),Târgu Mureș (11),1-3,?,CFR Cluj (11)
?,(Sat) 1 Oct 2016 (W39),Gaz Metan Mediaș (11),1-0,?,FC Voluntari (11)
?,(Sat) 1 Oct 2016 (W39),FC Botoșani (11),2-1,?,Dinamo București (11)
?,(Sun) 2 Oct 2016 (W39),FC Viitorul Constanța (11),1-0,?,Astra Giurgiu (11)
?,(Sun) 2 Oct 2016 (W39),Steaua București (11),2-1,?,Universitatea Craiova (11)
?,(Mon) 3 Oct 2016 (W40),Concordia Chiajna (11),0-0,?,Pandurii Târgu Jiu (11)
?,(Fri) 14 Oct 2016 (W41),CFR Cluj (12),1-0,?,FC Politehnica Iași (12)
?,(Sat) 15 Oct 2016 (W41),Pandurii Târgu Jiu (12),2-1,?,FC Botoșani (12)
?,(Sat) 15 Oct 2016 (W41),Astra Giurgiu (12),1-1,?,Concordia Chiajna (12)
?,(Sun) 16 Oct 2016 (W41),FC Voluntari (12),1-1,?,Târgu Mureș (12)
