Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 30 Jul 2016 (W30),Zenit St. Petersburg (1),0-0,?,Lokomotiv Moskva (1)
?,(Sat) 30 Jul 2016 (W30),FC Anzhi Makhachkala (1),0-0,?,PFC CSKA Moskva (1)
?,(Sat) 30 Jul 2016 (W30),FC Rostov (1),1-0,?,Orenburg (1)
?,(Sun) 31 Jul 2016 (W30),Ural Yekaterinburg (1),2-0,?,FC Ufa (1)
?,(Sun) 31 Jul 2016 (W30),FC Spartak Moskva (1),4-0,?,Arsenal Tula (1)
?,(Sun) 31 Jul 2016 (W30),Akhmat Grozny (1),1-0,?,PFC Krylya Sovetov Samara (1)
?,(Mon) 1 Aug 2016 (W31),FC Krasnodar (1),3-0,?,Tom Tomsk (1)
?,(Mon) 1 Aug 2016 (W31),FC Rubin Kazan (1),0-0,?,FC Amkar Perm (1)
?,(Sat) 6 Aug 2016 (W31),FC Ufa (2),0-0,?,Zenit St. Petersburg (2)
?,(Sat) 6 Aug 2016 (W31),Arsenal Tula (2),1-0,?,FC Rubin Kazan (2)
?,(Sun) 7 Aug 2016 (W31),Orenburg (2),0-1,?,PFC CSKA Moskva (2)
?,(Sun) 7 Aug 2016 (W31),FC Amkar Perm (2),2-0,?,FC Anzhi Makhachkala (2)
?,(Sun) 7 Aug 2016 (W31),Lokomotiv Moskva (2),2-2,?,Tom Tomsk (2)
?,(Sun) 7 Aug 2016 (W31),FC Rostov (2),0-0,?,Ural Yekaterinburg (2)
?,(Mon) 8 Aug 2016 (W32),FC Krasnodar (2),4-0,?,Akhmat Grozny (2)
?,(Mon) 8 Aug 2016 (W32),FC Spartak Moskva (2),1-0,?,PFC Krylya Sovetov Samara (2)
?,(Fri) 12 Aug 2016 (W32),Zenit St. Petersburg (3),3-2,?,FC Rostov (3)
?,(Sat) 13 Aug 2016 (W32),Ural Yekaterinburg (3),0-1,?,PFC CSKA Moskva (3)
?,(Sat) 13 Aug 2016 (W32),PFC Krylya Sovetov Samara (3),1-1,?,FC Krasnodar (3)
?,(Sat) 13 Aug 2016 (W32),FC Rubin Kazan (3),1-1,?,FC Spartak Moskva (3)
?,(Sun) 14 Aug 2016 (W32),Tom Tomsk (3),1-0,?,FC Ufa (3)
?,(Sun) 14 Aug 2016 (W32),FC Anzhi Makhachkala (3),1-0,?,Arsenal Tula (3)
