Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 31 Mar 2013 (W13),BK Häcken (1),0-3,?,IFK Göteborg (1)
?,(Sun) 31 Mar 2013 (W13),Helsingborgs IF (1),3-0,?,Djurgårdens IF (1)
?,(Sun) 31 Mar 2013 (W13),Syrianska FC (1),0-3,?,Kalmar FF (1)
?,(Mon) 1 Apr 2013 (W14),Gefle IF (1),1-0,?,Åtvidabergs FF (1)
?,(Mon) 1 Apr 2013 (W14),Malmö FF (1),1-1,?,Halmstads BK (1)
?,(Mon) 1 Apr 2013 (W14),Mjällby AIF (1),1-2,?,IFK Norrköping (1)
?,(Mon) 1 Apr 2013 (W14),IF Brommapojkarna (1),2-2,?,Östers IF (1)
?,(Mon) 1 Apr 2013 (W14),IF Elfsborg (1),2-2,?,AIK (1)
?,(Fri) 5 Apr 2013 (W14),Åtvidabergs FF (2),1-3,?,Malmö FF (2)
?,(Sun) 7 Apr 2013 (W14),AIK (2),0-0,?,Syrianska FC (2)
?,(Sun) 7 Apr 2013 (W14),IFK Göteborg (2),2-0,?,IF Brommapojkarna (2)
?,(Sun) 7 Apr 2013 (W14),Halmstads BK (2),1-1,?,IF Elfsborg (2)
?,(Sun) 7 Apr 2013 (W14),Kalmar FF (2),0-0,?,BK Häcken (2)
?,(Mon) 8 Apr 2013 (W15),Djurgårdens IF (2),0-3,?,Mjällby AIF (2)
?,(Mon) 8 Apr 2013 (W15),IFK Norrköping (2),2-1,?,Gefle IF (2)
?,(Mon) 8 Apr 2013 (W15),Östers IF (2),1-1,?,Helsingborgs IF (2)
?,(Fri) 12 Apr 2013 (W15),IF Brommapojkarna (3),1-0,?,IFK Norrköping (3)
?,(Sat) 13 Apr 2013 (W15),Syrianska FC (3),0-1,?,Östers IF (3)
?,(Sun) 14 Apr 2013 (W15),Åtvidabergs FF (3),1-0,?,AIK (3)
?,(Sun) 14 Apr 2013 (W15),Malmö FF (3),1-0,?,Kalmar FF (3)
?,(Sun) 14 Apr 2013 (W15),Gefle IF (3),2-0,?,Halmstads BK (3)
?,(Sun) 14 Apr 2013 (W15),BK Häcken (3),4-0,?,Djurgårdens IF (3)
?,(Mon) 15 Apr 2013 (W16),Helsingborgs IF (3),1-2,?,Mjällby AIF (3)
?,(Mon) 15 Apr 2013 (W16),IF Elfsborg (3),0-0,?,IFK Göteborg (3)
?,(Wed) 17 Apr 2013 (W16),Halmstads BK (4),0-0,?,Åtvidabergs FF (4)
?,(Wed) 17 Apr 2013 (W16),Östers IF (4),2-0,?,BK Häcken (4)
?,(Wed) 17 Apr 2013 (W16),AIK (4),0-1,?,Malmö FF (4)
?,(Thu) 18 Apr 2013 (W16),Djurgårdens IF (4),1-1,?,IF Brommapojkarna (4)
?,(Thu) 18 Apr 2013 (W16),IFK Göteborg (4),2-0,?,Syrianska FC (4)
?,(Thu) 18 Apr 2013 (W16),Kalmar FF (4),1-1,?,IF Elfsborg (4)
?,(Thu) 18 Apr 2013 (W16),Mjällby AIF (4),1-0,?,Gefle IF (4)
?,(Thu) 18 Apr 2013 (W16),IFK Norrköping (4),1-4,?,Helsingborgs IF (4)
?,(Sun) 21 Apr 2013 (W16),Åtvidabergs FF (5),1-2,?,IFK Göteborg (5)
?,(Sun) 21 Apr 2013 (W16),Halmstads BK (5),1-2,?,Kalmar FF (5)
?,(Sun) 21 Apr 2013 (W16),IF Brommapojkarna (5),0-2,?,Helsingborgs IF (5)
?,(Sun) 21 Apr 2013 (W16),BK Häcken (5),2-0,?,Mjällby AIF (5)
?,(Mon) 22 Apr 2013 (W17),Gefle IF (5),1-2,?,AIK (5)
?,(Mon) 22 Apr 2013 (W17),Malmö FF (5),2-0,?,Östers IF (5)
?,(Mon) 22 Apr 2013 (W17),Syrianska FC (5),3-1,?,IFK Norrköping (5)
?,(Mon) 22 Apr 2013 (W17),IF Elfsborg (5),2-0,?,Djurgårdens IF (5)
?,(Thu) 25 Apr 2013 (W17),IFK Göteborg (6),1-1,?,Malmö FF (6)
?,(Fri) 26 Apr 2013 (W17),IFK Norrköping (6),4-2,?,BK Häcken (6)
?,(Sat) 27 Apr 2013 (W17),Djurgårdens IF (6),0-1,?,Syrianska FC (6)
?,(Sat) 27 Apr 2013 (W17),Helsingborgs IF (6),5-1,?,Gefle IF (6)
?,(Sat) 27 Apr 2013 (W17),Kalmar FF (6),0-0,?,Åtvidabergs FF (6)
?,(Sun) 28 Apr 2013 (W17),AIK (6),3-3,?,Halmstads BK (6)
?,(Sun) 28 Apr 2013 (W17),Mjällby AIF (6),4-2,?,IF Brommapojkarna (6)
?,(Sun) 28 Apr 2013 (W17),Östers IF (6),1-3,?,IF Elfsborg (6)
?,(Fri) 3 May 2013 (W18),Malmö FF (7),1-1,?,IFK Norrköping (7)
?,(Sat) 4 May 2013 (W18),Åtvidabergs FF (7),5-1,?,Djurgårdens IF (7)
?,(Sun) 5 May 2013 (W18),IF Elfsborg (7),2-1,?,Mjällby AIF (7)
?,(Sun) 5 May 2013 (W18),Halmstads BK (7),1-0,?,Östers IF (7)
?,(Sun) 5 May 2013 (W18),Syrianska FC (7),0-1,?,Helsingborgs IF (7)
?,(Mon) 6 May 2013 (W19),Gefle IF (7),1-1,?,Kalmar FF (7)
?,(Mon) 6 May 2013 (W19),BK Häcken (7),1-0,?,IF Brommapojkarna (7)
?,(Mon) 6 May 2013 (W19),AIK (7),3-1,?,IFK Göteborg (7)
?,(Fri) 10 May 2013 (W19),IFK Norrköping (8),1-2,?,IF Elfsborg (8)
