Round,Date,Team 1,FT,Team 2
Rodada 38,Mon Feb 24 2020,EC Bahia,,Santos SP
Rodada 38,Mon Feb 24 2020,Internacional Porto Alegre,,Corinthians SP
Rodada 38,Mon Feb 24 2020,RB Bragantino,,Grêmio RS
Rodada 38,Mon Feb 24 2020,Atlético PR,,Sport Recife
Rodada 38,Mon Feb 24 2020,Atlético GO,,Coritiba PR
Rodada 38,Mon Feb 24 2020,Fluminense RJ,,Fortaleza EC
Rodada 38,Mon Feb 24 2020,CR Vasco da Gama,,Goiás EC
Rodada 1,Sat Aug 8 2020,Fortaleza EC,0-2,Atlético PR
Rodada 1,Sat Aug 8 2020,Coritiba PR,0-1,Internacional Porto Alegre
Rodada 1,Sat Aug 8 2020,Sport Recife,3-2,Ceára SC
Rodada 1,Sun Aug 9 2020,Goiás EC,,São Paulo FC
Rodada 1,Sun Aug 9 2020,Flamengo RJ,0-1,Atlético MG
Rodada 1,Sun Aug 9 2020,Santos SP,1-1,RB Bragantino
Rodada 1,Sun Aug 9 2020,Grêmio RS,1-0,Fluminense RJ
Rodada 1,Mon Aug 10 2020,Palmeiras SP,,CR Vasco da Gama
Rodada 2,Wed Aug 12 2020,RB Bragantino,1-1,Botafogo RJ
Rodada 2,Wed Aug 12 2020,Atlético MG,3-2,Corinthians SP
Rodada 2,Wed Aug 12 2020,Atlético PR,2-1,Goiás EC
Rodada 2,Wed Aug 12 2020,EC Bahia,1-0,Coritiba PR
Rodada 2,Wed Aug 12 2020,Atlético GO,3-0,Flamengo RJ
Rodada 2,Wed Aug 12 2020,Fluminense RJ,1-1,Palmeiras SP
Rodada 2,Wed Aug 12 2020,Ceára SC,1-1,Grêmio RS
Rodada 2,Thu Aug 13 2020,São Paulo FC,1-0,Fortaleza EC
Rodada 2,Thu Aug 13 2020,Internacional Porto Alegre,2-0,Santos SP
Rodada 2,Thu Aug 13 2020,CR Vasco da Gama,2-0,Sport Recife
Rodada 3,Sat Aug 15 2020,Grêmio RS,0-0,Corinthians SP
Rodada 3,Sat Aug 15 2020,Coritiba PR,0-1,Flamengo RJ
Rodada 3,Sat Aug 15 2020,Palmeiras SP,1-1,Goiás EC
Rodada 3,Sun Aug 16 2020,Atlético MG,2-0,Ceára SC
Rodada 3,Sun Aug 16 2020,EC Bahia,2-1,RB Bragantino
Rodada 3,Sun Aug 16 2020,CR Vasco da Gama,2-1,São Paulo FC
Rodada 3,Sun Aug 16 2020,Fluminense RJ,2-1,Internacional Porto Alegre
Rodada 3,Sun Aug 16 2020,Atlético GO,1-1,Sport Recife
Rodada 3,Sun Aug 16 2020,Fortaleza EC,0-0,Botafogo RJ
Rodada 3,Sun Aug 16 2020,Santos SP,3-1,Atlético PR
Rodada 4,Wed Aug 19 2020,Flamengo RJ,1-1,Grêmio RS
Rodada 4,Wed Aug 19 2020,RB Bragantino,2-1,Fluminense RJ
Rodada 4,Wed Aug 19 2020,Atlético PR,0-1,Palmeiras SP
Rodada 4,Wed Aug 19 2020,Internacional Porto Alegre,3-0,Atlético GO
Rodada 4,Wed Aug 19 2020,Goiás EC,1-3,Fortaleza EC
Rodada 4,Wed Aug 19 2020,Corinthians SP,3-1,Coritiba PR
Rodada 4,Wed Aug 19 2020,Botafogo RJ,2-1,Atlético MG
Rodada 4,Thu Aug 20 2020,Sport Recife,0-1,Santos SP
Rodada 4,Thu Aug 20 2020,Ceára SC,0-3,CR Vasco da Gama
Rodada 4,Thu Aug 20 2020,São Paulo FC,1-1,EC Bahia
Rodada 5,Sat Aug 22 2020,Atlético PR,0-1,Fluminense RJ
Rodada 5,Sat Aug 22 2020,Internacional Porto Alegre,1-0,Atlético MG
Rodada 5,Sat Aug 22 2020,Goiás EC,2-0,Atlético GO
Rodada 5,Sun Aug 23 2020,Flamengo RJ,1-1,Botafogo RJ
Rodada 5,Sun Aug 23 2020,RB Bragantino,1-2,Coritiba PR
Rodada 5,Sun Aug 23 2020,Palmeiras SP,2-1,Santos SP
Rodada 5,Sun Aug 23 2020,CR Vasco da Gama,0-0,Grêmio RS
Rodada 5,Sun Aug 23 2020,Sport Recife,0-1,São Paulo FC
Rodada 5,Sun Aug 23 2020,Ceára SC,2-0,EC Bahia
Rodada 11,Wed Aug 26 2020,São Paulo FC,1-0,Atlético PR
Rodada 5,Wed Aug 26 2020,Corinthians SP,1-1,Fortaleza EC
Rodada 6,Sat Aug 29 2020,Atlético MG,,Atlético PR
Rodada 6,Sat Aug 29 2020,EC Bahia,1-1,Palmeiras SP
Rodada 6,Sat Aug 29 2020,Botafogo RJ,0-2,Internacional Porto Alegre
Rodada 6,Sat Aug 29 2020,Fluminense RJ,2-1,CR Vasco da Gama
Rodada 6,Sat Aug 29 2020,Fortaleza EC,3-0,RB Bragantino
Rodada 6,Sun Aug 30 2020,São Paulo FC,2-1,Corinthians SP
Rodada 6,Sun Aug 30 2020,Coritiba PR,1-0,Sport Recife
Rodada 6,Sun Aug 30 2020,Santos SP,0-1,Flamengo RJ
Rodada 6,Sun Aug 30 2020,Atlético GO,0-2,Ceára SC
Rodada 6,Mon Aug 31 2020,Grêmio RS,,Goiás EC
Rodada 7,Wed Sep 2 2020,Ceára SC,1-0,Fortaleza EC
Rodada 7,Wed Sep 2 2020,Goiás EC,1-2,Corinthians SP
Rodada 7,Wed Sep 2 2020,Fluminense RJ,1-1,Atlético GO
Rodada 7,Wed Sep 2 2020,EC Bahia,3-5,Flamengo RJ
Rodada 7,Wed Sep 2 2020,Botafogo RJ,0-0,Coritiba PR
Rodada 7,Wed Sep 2 2020,Atlético PR,1-1,RB Bragantino
Rodada 7,Wed Sep 2 2020,Palmeiras SP,1-1,Internacional Porto Alegre
Rodada 7,Wed Sep 2 2020,Santos SP,2-2,CR Vasco da Gama
Rodada 7,Thu Sep 3 2020,Grêmio RS,1-2,Sport Recife
Rodada 7,Thu Sep 3 2020,Atlético MG,3-0,São Paulo FC
Rodada 8,Sat Sep 5 2020,Flamengo RJ,2-1,Fortaleza EC
Rodada 8,Sat Sep 5 2020,Corinthians SP,2-2,Botafogo RJ
Rodada 8,Sat Sep 5 2020,Ceára SC,0-1,Santos SP
Rodada 8,Sun Sep 6 2020,RB Bragantino,1-2,Palmeiras SP
Rodada 8,Sun Sep 6 2020,Internacional Porto Alegre,2-2,EC Bahia
Rodada 8,Sun Sep 6 2020,São Paulo FC,3-1,Fluminense RJ
Rodada 8,Sun Sep 6 2020,CR Vasco da Gama,1-0,Atlético PR
Rodada 8,Sun Sep 6 2020,Atlético GO,1-1,Grêmio RS
Rodada 8,Sun Sep 6 2020,Sport Recife,2-1,Goiás EC
Rodada 8,Sun Sep 6 2020,Coritiba PR,0-1,Atlético MG
Rodada 9,Wed Sep 9 2020,Atlético PR,1-1,Botafogo RJ
Rodada 9,Wed Sep 9 2020,Goiás EC,3-3,Coritiba PR
Rodada 9,Wed Sep 9 2020,Fortaleza EC,1-0,Sport Recife
Rodada 9,Wed Sep 9 2020,São Paulo FC,1-1,RB Bragantino
Rodada 9,Wed Sep 9 2020,Santos SP,3-1,Atlético MG
Rodada 9,Wed Sep 9 2020,Fluminense RJ,1-2,Flamengo RJ
Rodada 9,Thu Sep 10 2020,EC Bahia,0-2,Grêmio RS
Rodada 9,Thu Sep 10 2020,Corinthians SP,0-2,Palmeiras SP
Rodada 9,Thu Sep 10 2020,Internacional Porto Alegre,2-0,Ceára SC
Rodada 9,Thu Sep 10 2020,CR Vasco da Gama,1-2,Atlético GO
Rodada 10,Sat Sep 12 2020,Atlético PR,1-0,Coritiba PR
Rodada 10,Sat Sep 12 2020,Santos SP,2-2,São Paulo FC
Rodada 10,Sun Sep 13 2020,Fluminense RJ,2-1,Corinthians SP
Rodada 10,Sun Sep 13 2020,Grêmio RS,1-1,Fortaleza EC
Rodada 10,Sun Sep 13 2020,Ceára SC,2-0,Flamengo RJ
Rodada 10,Sun Sep 13 2020,Atlético MG,2-1,RB Bragantino
Rodada 10,Sun Sep 13 2020,EC Bahia,0-1,Atlético GO
Rodada 10,Sun Sep 13 2020,Goiás EC,1-0,Internacional Porto Alegre
Rodada 10,Sun Sep 13 2020,Palmeiras SP,2-2,Sport Recife
Rodada 10,Sun Sep 13 2020,Botafogo RJ,2-3,CR Vasco da Gama
Rodada 11,Wed Sep 16 2020,Corinthians SP,,EC Bahia
Rodada 11,Sat Sep 19 2020,Fortaleza EC,,Internacional Porto Alegre
Rodada 11,Sat Sep 19 2020,RB Bragantino,,Ceára SC
Rodada 11,Sat Sep 19 2020,Atlético GO,,Atlético MG
Rodada 11,Sun Sep 20 2020,Grêmio RS,,Palmeiras SP
Rodada 11,Sun Sep 20 2020,Coritiba PR,,CR Vasco da Gama
Rodada 11,Sun Sep 20 2020,Botafogo RJ,,Santos SP
Rodada 11,Sun Sep 20 2020,Sport Recife,,Fluminense RJ
Rodada 12,Wed Sep 23 2020,Sport Recife,,Corinthians SP
Rodada 12,Sat Sep 26 2020,Atlético PR,,EC Bahia
Rodada 12,Sat Sep 26 2020,Internacional Porto Alegre,,São Paulo FC
Rodada 12,Sat Sep 26 2020,Atlético MG,,Grêmio RS
Rodada 12,Sun Sep 27 2020,CR Vasco da Gama,,RB Bragantino
Rodada 12,Sun Sep 27 2020,Palmeiras SP,,Flamengo RJ
Rodada 12,Sun Sep 27 2020,Ceára SC,,Goiás EC
Rodada 12,Sun Sep 27 2020,Atlético GO,,Botafogo RJ
Rodada 12,Sun Sep 27 2020,Santos SP,,Fortaleza EC
Rodada 12,Mon Sep 28 2020,Fluminense RJ,,Coritiba PR
Rodada 1,Wed Sep 30 2020,Corinthians SP,,Atlético GO
Rodada 1,Wed Sep 30 2020,Botafogo RJ,,EC Bahia
Rodada 13,Sat Oct 3 2020,Grêmio RS,,Internacional Porto Alegre
Rodada 13,Sat Oct 3 2020,EC Bahia,,Sport Recife
Rodada 13,Sat Oct 3 2020,Palmeiras SP,,Ceára SC
Rodada 13,Sat Oct 3 2020,RB Bragantino,,Corinthians SP
Rodada 13,Sun Oct 4 2020,Botafogo RJ,,Fluminense RJ
Rodada 13,Sun Oct 4 2020,Coritiba PR,,São Paulo FC
Rodada 13,Sun Oct 4 2020,Flamengo RJ,,Atlético PR
Rodada 13,Sun Oct 4 2020,Goiás EC,,Santos SP
Rodada 13,Sun Oct 4 2020,Fortaleza EC,,Atlético GO
Rodada 13,Sun Oct 4 2020,Atlético MG,,CR Vasco da Gama
Rodada 14,Wed Oct 7 2020,Atlético PR,,Ceára SC
Rodada 14,Wed Oct 7 2020,Grêmio RS,,Coritiba PR
Rodada 14,Wed Oct 7 2020,Flamengo RJ,,Sport Recife
Rodada 14,Wed Oct 7 2020,EC Bahia,,CR Vasco da Gama
Rodada 14,Wed Oct 7 2020,Goiás EC,,Fluminense RJ
Rodada 14,Wed Oct 7 2020,São Paulo FC,,Atlético GO
Rodada 14,Wed Oct 7 2020,Fortaleza EC,,Atlético MG
Rodada 14,Wed Oct 7 2020,Botafogo RJ,,Palmeiras SP
Rodada 14,Thu Oct 8 2020,Corinthians SP,,Santos SP
Rodada 14,Thu Oct 8 2020,RB Bragantino,,Internacional Porto Alegre
Rodada 15,Sat Oct 10 2020,CR Vasco da Gama,,Flamengo RJ
Rodada 15,Sat Oct 10 2020,Coritiba PR,,Fortaleza EC
Rodada 15,Sat Oct 10 2020,Palmeiras SP,,São Paulo FC
Rodada 15,Sat Oct 10 2020,Atlético MG,,Goiás EC
Rodada 15,Sun Oct 11 2020,Fluminense RJ,,EC Bahia
Rodada 15,Sun Oct 11 2020,Santos SP,,Grêmio RS
Rodada 15,Sun Oct 11 2020,Sport Recife,,Botafogo RJ
Rodada 15,Sun Oct 11 2020,Ceára SC,,Corinthians SP
Rodada 15,Sun Oct 11 2020,Internacional Porto Alegre,,Atlético PR
Rodada 15,Mon Oct 12 2020,Atlético GO,,RB Bragantino
Rodada 11,Tue Oct 13 2020,Flamengo RJ,,Goiás EC
Rodada 16,Wed Oct 14 2020,Flamengo RJ,,RB Bragantino
Rodada 16,Wed Oct 14 2020,CR Vasco da Gama,,Fortaleza EC
Rodada 16,Wed Oct 14 2020,Palmeiras SP,,Coritiba PR
Rodada 16,Wed Oct 14 2020,Santos SP,,Atlético GO
Rodada 16,Wed Oct 14 2020,Atlético MG,,Fluminense RJ
Rodada 16,Wed Oct 14 2020,Grêmio RS,,Botafogo RJ
Rodada 16,Wed Oct 14 2020,Sport Recife,,Internacional Porto Alegre
Rodada 16,Wed Oct 14 2020,Atlético PR,,Corinthians SP
Rodada 16,Wed Oct 14 2020,Ceára SC,,São Paulo FC
Rodada 16,Wed Oct 14 2020,Goiás EC,,EC Bahia
Rodada 17,Sun Oct 18 2020,Fluminense RJ,,Ceára SC
Rodada 17,Sun Oct 18 2020,Botafogo RJ,,Goiás EC
Rodada 17,Sun Oct 18 2020,São Paulo FC,,Grêmio RS
Rodada 17,Sun Oct 18 2020,RB Bragantino,,Sport Recife
Rodada 17,Sun Oct 18 2020,Corinthians SP,,Flamengo RJ
Rodada 17,Sun Oct 18 2020,Internacional Porto Alegre,,CR Vasco da Gama
Rodada 17,Sun Oct 18 2020,EC Bahia,,Atlético MG
Rodada 17,Sun Oct 18 2020,Coritiba PR,,Santos SP
Rodada 17,Sun Oct 18 2020,Fortaleza EC,,Palmeiras SP
Rodada 17,Sun Oct 18 2020,Atlético GO,,Atlético PR
Rodada 18,Sun Oct 25 2020,Fluminense RJ,,Santos SP
Rodada 18,Sun Oct 25 2020,CR Vasco da Gama,,Corinthians SP
Rodada 18,Sun Oct 25 2020,São Paulo FC,,Botafogo RJ
Rodada 18,Sun Oct 25 2020,RB Bragantino,,Goiás EC
Rodada 18,Sun Oct 25 2020,Atlético MG,,Sport Recife
Rodada 18,Sun Oct 25 2020,Internacional Porto Alegre,,Flamengo RJ
Rodada 18,Sun Oct 25 2020,EC Bahia,,Fortaleza EC
Rodada 18,Sun Oct 25 2020,Atlético PR,,Grêmio RS
Rodada 18,Sun Oct 25 2020,Ceára SC,,Coritiba PR
Rodada 18,Sun Oct 25 2020,Atlético GO,,Palmeiras SP
Rodada 19,Sun Nov 1 2020,Flamengo RJ,,São Paulo FC
Rodada 19,Sun Nov 1 2020,Botafogo RJ,,Ceára SC
Rodada 19,Sun Nov 1 2020,Palmeiras SP,,Atlético MG
Rodada 19,Sun Nov 1 2020,Santos SP,,EC Bahia
Rodada 19,Sun Nov 1 2020,Corinthians SP,,Internacional Porto Alegre
Rodada 19,Sun Nov 1 2020,Grêmio RS,,RB Bragantino
Rodada 19,Sun Nov 1 2020,Sport Recife,,Atlético PR
Rodada 19,Sun Nov 1 2020,Coritiba PR,,Atlético GO
Rodada 19,Sun Nov 1 2020,Fortaleza EC,,Fluminense RJ
Rodada 19,Sun Nov 1 2020,Goiás EC,,CR Vasco da Gama
Rodada 20,Sun Nov 8 2020,Atlético MG,,Flamengo RJ
Rodada 20,Sun Nov 8 2020,EC Bahia,,Botafogo RJ
Rodada 20,Sun Nov 8 2020,CR Vasco da Gama,,Palmeiras SP
Rodada 20,Sun Nov 8 2020,RB Bragantino,,Santos SP
Rodada 20,Sun Nov 8 2020,Atlético GO,,Corinthians SP
Rodada 20,Sun Nov 8 2020,Fluminense RJ,,Grêmio RS
Rodada 20,Sun Nov 8 2020,Ceára SC,,Sport Recife
Rodada 20,Sun Nov 8 2020,Internacional Porto Alegre,,Coritiba PR
Rodada 20,Sun Nov 8 2020,Atlético PR,,Fortaleza EC
Rodada 20,Sun Nov 8 2020,São Paulo FC,,Goiás EC
Rodada 21,Sat Nov 14 2020,Palmeiras SP,,Fluminense RJ
Rodada 21,Sat Nov 14 2020,Sport Recife,,CR Vasco da Gama
Rodada 21,Sat Nov 14 2020,Fortaleza EC,,São Paulo FC
Rodada 21,Sat Nov 14 2020,Botafogo RJ,,RB Bragantino
Rodada 21,Sat Nov 14 2020,Corinthians SP,,Atlético MG
Rodada 21,Sat Nov 14 2020,Santos SP,,Internacional Porto Alegre
Rodada 21,Sat Nov 14 2020,Coritiba PR,,EC Bahia
Rodada 21,Sat Nov 14 2020,Goiás EC,,Atlético PR
Rodada 21,Sat Nov 14 2020,Grêmio RS,,Ceára SC
Rodada 21,Sat Nov 14 2020,Flamengo RJ,,Atlético GO
Rodada 22,Sun Nov 22 2020,Internacional Porto Alegre,,Fluminense RJ
Rodada 22,Sun Nov 22 2020,São Paulo FC,,CR Vasco da Gama
Rodada 22,Sun Nov 22 2020,Goiás EC,,Palmeiras SP
Rodada 22,Sun Nov 22 2020,Atlético PR,,Santos SP
Rodada 22,Sun Nov 22 2020,Ceára SC,,Atlético MG
Rodada 22,Sun Nov 22 2020,Corinthians SP,,Grêmio RS
Rodada 22,Sun Nov 22 2020,RB Bragantino,,EC Bahia
Rodada 22,Sun Nov 22 2020,Flamengo RJ,,Coritiba PR
Rodada 22,Sun Nov 22 2020,Botafogo RJ,,Fortaleza EC
Rodada 22,Sun Nov 22 2020,Sport Recife,,Atlético GO
Rodada 23,Sat Nov 28 2020,Grêmio RS,,Flamengo RJ
Rodada 23,Sat Nov 28 2020,Atlético MG,,Botafogo RJ
Rodada 23,Sat Nov 28 2020,EC Bahia,,São Paulo FC
Rodada 23,Sat Nov 28 2020,Fluminense RJ,,RB Bragantino
Rodada 23,Sat Nov 28 2020,Coritiba PR,,Corinthians SP
Rodada 23,Sat Nov 28 2020,Atlético GO,,Internacional Porto Alegre
Rodada 23,Sat Nov 28 2020,Santos SP,,Sport Recife
Rodada 23,Sat Nov 28 2020,Palmeiras SP,,Atlético PR
Rodada 23,Sat Nov 28 2020,CR Vasco da Gama,,Ceára SC
Rodada 23,Sat Nov 28 2020,Fortaleza EC,,Goiás EC
Rodada 24,Sun Dec 6 2020,Botafogo RJ,,Flamengo RJ
Rodada 24,Sun Dec 6 2020,Grêmio RS,,CR Vasco da Gama
Rodada 24,Sun Dec 6 2020,Santos SP,,Palmeiras SP
Rodada 24,Sun Dec 6 2020,Coritiba PR,,RB Bragantino
Rodada 24,Sun Dec 6 2020,Fortaleza EC,,Corinthians SP
Rodada 24,Sun Dec 6 2020,Atlético MG,,Internacional Porto Alegre
Rodada 24,Sun Dec 6 2020,São Paulo FC,,Sport Recife
Rodada 24,Sun Dec 6 2020,Fluminense RJ,,Atlético PR
Rodada 24,Sun Dec 6 2020,EC Bahia,,Ceára SC
Rodada 24,Sun Dec 6 2020,Atlético GO,,Goiás EC
Rodada 25,Sun Dec 13 2020,CR Vasco da Gama,,Fluminense RJ
Rodada 25,Sun Dec 13 2020,Internacional Porto Alegre,,Botafogo RJ
Rodada 25,Sun Dec 13 2020,Corinthians SP,,São Paulo FC
Rodada 25,Sun Dec 13 2020,Flamengo RJ,,Santos SP
Rodada 25,Sun Dec 13 2020,Atlético PR,,Atlético MG
Rodada 25,Sun Dec 13 2020,Goiás EC,,Grêmio RS
Rodada 25,Sun Dec 13 2020,Palmeiras SP,,EC Bahia
Rodada 25,Sun Dec 13 2020,Sport Recife,,Coritiba PR
Rodada 25,Sun Dec 13 2020,RB Bragantino,,Fortaleza EC
Rodada 25,Sun Dec 13 2020,Ceára SC,,Atlético GO
Rodada 26,Sun Dec 20 2020,Atlético GO,,Fluminense RJ
Rodada 26,Sun Dec 20 2020,Coritiba PR,,Botafogo RJ
Rodada 26,Sun Dec 20 2020,Internacional Porto Alegre,,Palmeiras SP
Rodada 26,Sun Dec 20 2020,CR Vasco da Gama,,Santos SP
Rodada 26,Sun Dec 20 2020,São Paulo FC,,Atlético MG
Rodada 26,Sun Dec 20 2020,Sport Recife,,Grêmio RS
Rodada 26,Sun Dec 20 2020,Flamengo RJ,,EC Bahia
Rodada 26,Sun Dec 20 2020,RB Bragantino,,Atlético PR
Rodada 26,Sun Dec 20 2020,Fortaleza EC,,Ceára SC
Rodada 26,Sun Dec 20 2020,Corinthians SP,,Goiás EC
Rodada 27,Sun Dec 27 2020,Fortaleza EC,,Flamengo RJ
Rodada 27,Sun Dec 27 2020,Atlético PR,,CR Vasco da Gama
Rodada 27,Sun Dec 27 2020,Fluminense RJ,,São Paulo FC
Rodada 27,Sun Dec 27 2020,Palmeiras SP,,RB Bragantino
Rodada 27,Sun Dec 27 2020,Botafogo RJ,,Corinthians SP
Rodada 27,Sun Dec 27 2020,EC Bahia,,Internacional Porto Alegre
