Round,Date,Team 1,FT,Team 2
5,Sun Aug 16 2020,Qingdao Huanghai FC,,Beijing Sinobo Guoan
5,Sun Aug 16 2020,Shanghai SIPG,,Shijiazhuang Ever Bright
5,Mon Aug 17 2020,Wuhan Zall,,Chongqing Dangdai Lifan
5,Mon Aug 17 2020,Hebei China Fortune,,Tianjin Tianhai
6,Wed Aug 19 2020,Shandong Luneng Taishan,,Henan Jianye
6,Wed Aug 19 2020,Shanghai Shenxin,,Guangzhou R&F
6,Thu Aug 20 2020,Guangzhou Evergrande Taobao,,Jiangsu Suning
6,Thu Aug 20 2020,Shenzhen FC,,Dalian Yifang
6,Fri Aug 21 2020,Hebei China Fortune,,Wuhan Zall
6,Fri Aug 21 2020,Chongqing Dangdai Lifan,,Shijiazhuang Ever Bright
6,Sat Aug 22 2020,Tianjin Tianhai,,Qingdao Huanghai FC
6,Sat Aug 22 2020,Beijing Sinobo Guoan,,Shanghai SIPG
7,Mon Aug 24 2020,Henan Jianye,,Shanghai Shenxin
7,Mon Aug 24 2020,Jiangsu Suning,,Shenzhen FC
7,Tue Aug 25 2020,Guangzhou R&F,,Shandong Luneng Taishan
7,Tue Aug 25 2020,Dalian Yifang,,Guangzhou Evergrande Taobao
7,Wed Aug 26 2020,Shanghai SIPG,,Chongqing Dangdai Lifan
7,Wed Aug 26 2020,Wuhan Zall,,Tianjin Tianhai
7,Thu Aug 27 2020,Shijiazhuang Ever Bright,,Beijing Sinobo Guoan
7,Thu Aug 27 2020,Qingdao Huanghai FC,,Hebei China Fortune
8,Sat Aug 29 2020,Guangzhou R&F,,Shenzhen FC
8,Sat Aug 29 2020,Shandong Luneng Taishan,,Dalian Yifang
8,Sun Aug 30 2020,Jiangsu Suning,,Henan Jianye
8,Sun Aug 30 2020,Shanghai Shenxin,,Guangzhou Evergrande Taobao
8,Mon Aug 31 2020,Shijiazhuang Ever Bright,,Hebei China Fortune
8,Mon Aug 31 2020,Shanghai SIPG,,Tianjin Tianhai
8,Tue Sep 1 2020,Qingdao Huanghai FC,,Wuhan Zall
8,Tue Sep 1 2020,Beijing Sinobo Guoan,,Chongqing Dangdai Lifan
9,Thu Sep 3 2020,Henan Jianye,,Dalian Yifang
9,Thu Sep 3 2020,Shandong Luneng Taishan,,Jiangsu Suning
9,Fri Sep 4 2020,Shenzhen FC,,Shanghai Shenxin
9,Fri Sep 4 2020,Guangzhou Evergrande Taobao,,Guangzhou R&F
9,Sat Sep 5 2020,Hebei China Fortune,,Shanghai SIPG
9,Sat Sep 5 2020,Qingdao Huanghai FC,,Shijiazhuang Ever Bright
9,Sun Sep 6 2020,Tianjin Tianhai,,Chongqing Dangdai Lifan
9,Sun Sep 6 2020,Wuhan Zall,,Beijing Sinobo Guoan
10,Tue Sep 8 2020,Guangzhou R&F,,Henan Jianye
10,Tue Sep 8 2020,Dalian Yifang,,Jiangsu Suning
10,Wed Sep 9 2020,Guangzhou Evergrande Taobao,,Shenzhen FC
10,Wed Sep 9 2020,Shanghai Shenxin,,Shandong Luneng Taishan
10,Thu Sep 10 2020,Beijing Sinobo Guoan,,Tianjin Tianhai
10,Thu Sep 10 2020,Shanghai SIPG,,Qingdao Huanghai FC
10,Fri Sep 11 2020,Chongqing Dangdai Lifan,,Hebei China Fortune
10,Fri Sep 11 2020,Shijiazhuang Ever Bright,,Wuhan Zall
11,Sun Sep 13 2020,Jiangsu Suning,,Guangzhou R&F
11,Sun Sep 13 2020,Shandong Luneng Taishan,,Guangzhou Evergrande Taobao
11,Mon Sep 14 2020,Henan Jianye,,Shenzhen FC
11,Mon Sep 14 2020,Dalian Yifang,,Shanghai Shenxin
11,Tue Sep 15 2020,Wuhan Zall,,Shanghai SIPG
11,Tue Sep 15 2020,Hebei China Fortune,,Beijing Sinobo Guoan
11,Wed Sep 16 2020,Qingdao Huanghai FC,,Chongqing Dangdai Lifan
11,Wed Sep 16 2020,Tianjin Tianhai,,Shijiazhuang Ever Bright
12,Sat Sep 19 2020,Guangzhou Evergrande Taobao,,Henan Jianye
12,Sat Sep 19 2020,Shenzhen FC,,Shandong Luneng Taishan
12,Sat Sep 19 2020,Shanghai Shenxin,,Jiangsu Suning
12,Sat Sep 19 2020,Guangzhou R&F,,Dalian Yifang
12,Sun Sep 20 2020,Beijing Sinobo Guoan,,Qingdao Huanghai FC
12,Sun Sep 20 2020,Tianjin Tianhai,,Hebei China Fortune
12,Sun Sep 20 2020,Chongqing Dangdai Lifan,,Wuhan Zall
12,Sun Sep 20 2020,Shijiazhuang Ever Bright,,Shanghai SIPG
13,Wed Sep 23 2020,Guangzhou R&F,,Shanghai Shenxin
13,Wed Sep 23 2020,Dalian Yifang,,Shenzhen FC
13,Wed Sep 23 2020,Henan Jianye,,Shandong Luneng Taishan
13,Wed Sep 23 2020,Jiangsu Suning,,Guangzhou Evergrande Taobao
13,Thu Sep 24 2020,Shijiazhuang Ever Bright,,Chongqing Dangdai Lifan
13,Thu Sep 24 2020,Qingdao Huanghai FC,,Tianjin Tianhai
13,Thu Sep 24 2020,Wuhan Zall,,Hebei China Fortune
13,Thu Sep 24 2020,Shanghai SIPG,,Beijing Sinobo Guoan
14,Sun Sep 27 2020,Shenzhen FC,,Jiangsu Suning
14,Sun Sep 27 2020,Shanghai Shenxin,,Henan Jianye
14,Sun Sep 27 2020,Shandong Luneng Taishan,,Guangzhou R&F
14,Sun Sep 27 2020,Guangzhou Evergrande Taobao,,Dalian Yifang
14,Mon Sep 28 2020,Beijing Sinobo Guoan,,Shijiazhuang Ever Bright
14,Mon Sep 28 2020,Hebei China Fortune,,Qingdao Huanghai FC
14,Mon Sep 28 2020,Chongqing Dangdai Lifan,,Shanghai SIPG
14,Mon Sep 28 2020,Tianjin Tianhai,,Wuhan Zall
