Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 2 Mar 2018 (W9),Guangzhou Evergrande Taobao (1),4-5,?,Guangzhou R&F (1)
?,(Fri) 2 Mar 2018 (W9),Henan Jianye (1),0-4,?,Tianjin Quanjian (1)
?,(Fri) 2 Mar 2018 (W9),Shanghai Greenland Shenhua (1),1-1,?,Changchun Yatai (1)
?,(Sat) 3 Mar 2018 (W9),Chongqing Dangdai Lifan (1),1-0,?,Beijing Renhe (1)
?,(Sat) 3 Mar 2018 (W9),Shanghai SIPG (1),8-0,?,Dalian Yifang (1)
?,(Sat) 3 Mar 2018 (W9),Tianjin TEDA (1),1-1,?,Hebei China Fortune (1)
?,(Sun) 4 Mar 2018 (W9),Guizhou Hengfeng (1),1-3,?,Jiangsu Suning (1)
?,(Sun) 4 Mar 2018 (W9),Shandong Luneng Taishan (1),3-0,?,Beijing Sinobo Guoan (1)
?,(Fri) 9 Mar 2018 (W10),Guangzhou Evergrande Taobao (2),5-0,?,Changchun Yatai (2)
?,(Sat) 10 Mar 2018 (W10),Tianjin Quanjian (2),1-2,?,Beijing Renhe (2)
?,(Sat) 10 Mar 2018 (W10),Guangzhou R&F (2),2-0,?,Dalian Yifang (2)
?,(Sat) 10 Mar 2018 (W10),Shandong Luneng Taishan (2),2-0,?,Chongqing Dangdai Lifan (2)
?,(Sat) 10 Mar 2018 (W10),Shanghai Greenland Shenhua (2),0-2,?,Shanghai SIPG (2)
?,(Sun) 11 Mar 2018 (W10),Guizhou Hengfeng (2),2-3,?,Hebei China Fortune (2)
?,(Sun) 11 Mar 2018 (W10),Henan Jianye (2),1-0,?,Tianjin TEDA (2)
?,(Sun) 11 Mar 2018 (W10),Jiangsu Suning (2),1-2,?,Beijing Sinobo Guoan (2)
?,(Fri) 16 Mar 2018 (W11),Dalian Yifang (3),0-3,?,Beijing Sinobo Guoan (3)
?,(Sat) 17 Mar 2018 (W11),Hebei China Fortune (3),1-2,?,Shandong Luneng Taishan (3)
?,(Sat) 17 Mar 2018 (W11),Chongqing Dangdai Lifan (3),4-1,?,Jiangsu Suning (3)
?,(Sun) 18 Mar 2018 (W11),Changchun Yatai (3),1-1,?,Beijing Renhe (3)
?,(Sun) 18 Mar 2018 (W11),Guangzhou R&F (3),2-5,?,Shanghai SIPG (3)
?,(Sun) 18 Mar 2018 (W11),Guangzhou Evergrande Taobao (3),1-0,?,Henan Jianye (3)
?,(Sun) 18 Mar 2018 (W11),Guizhou Hengfeng (3),0-1,?,Shanghai Greenland Shenhua (3)
?,(Sun) 18 Mar 2018 (W11),Tianjin TEDA (3),3-2,?,Tianjin Quanjian (3)
?,(Fri) 30 Mar 2018 (W13),Shanghai SIPG (4),2-1,?,Chongqing Dangdai Lifan (4)
?,(Fri) 30 Mar 2018 (W13),Tianjin Quanjian (4),0-1,?,Guangzhou Evergrande Taobao (4)
?,(Sat) 31 Mar 2018 (W13),Changchun Yatai (4),1-2,?,Guangzhou R&F (4)
?,(Sat) 31 Mar 2018 (W13),Beijing Sinobo Guoan (4),4-0,?,Beijing Renhe (4)
?,(Sat) 31 Mar 2018 (W13),Henan Jianye (4),1-1,?,Dalian Yifang (4)
?,(Sat) 31 Mar 2018 (W13),Shanghai Greenland Shenhua (4),4-2,?,Hebei China Fortune (4)
?,(Sun) 1 Apr 2018 (W13),Shandong Luneng Taishan (4),0-2,?,Guizhou Hengfeng (4)
?,(Sun) 1 Apr 2018 (W13),Jiangsu Suning (4),2-1,?,Tianjin TEDA (4)
?,(Fri) 6 Apr 2018 (W14),Beijing Sinobo Guoan (5),1-1,?,Tianjin TEDA (5)
?,(Fri) 6 Apr 2018 (W14),Guangzhou R&F (5),0-2,?,Jiangsu Suning (5)
?,(Sat) 7 Apr 2018 (W14),Dalian Yifang (5),2-2,?,Chongqing Dangdai Lifan (5)
?,(Sat) 7 Apr 2018 (W14),Hebei China Fortune (5),2-1,?,Changchun Yatai (5)
?,(Sun) 8 Apr 2018 (W14),Beijing Renhe (5),0-2,?,Shanghai Greenland Shenhua (5)
?,(Sun) 8 Apr 2018 (W14),Guangzhou Evergrande Taobao (5),1-0,?,Shandong Luneng Taishan (5)
?,(Sun) 8 Apr 2018 (W14),Guizhou Hengfeng (5),0-1,?,Tianjin Quanjian (5)
?,(Sun) 8 Apr 2018 (W14),Henan Jianye (5),1-2,?,Shanghai SIPG (5)
?,(Fri) 13 Apr 2018 (W15),Shanghai Greenland Shenhua (6),2-2,?,Guangzhou Evergrande Taobao (6)
?,(Fri) 13 Apr 2018 (W15),Tianjin Quanjian (6),1-1,?,Jiangsu Suning (6)
?,(Fri) 13 Apr 2018 (W15),Shanghai SIPG (6),2-0,?,Hebei China Fortune (6)
?,(Sat) 14 Apr 2018 (W15),Beijing Renhe (6),2-1,?,Guizhou Hengfeng (6)
?,(Sat) 14 Apr 2018 (W15),Tianjin TEDA (6),2-1,?,Guangzhou R&F (6)
?,(Sat) 14 Apr 2018 (W15),Shandong Luneng Taishan (6),2-0,?,Dalian Yifang (6)
?,(Sun) 15 Apr 2018 (W15),Changchun Yatai (6),3-0,?,Henan Jianye (6)
?,(Sun) 15 Apr 2018 (W15),Chongqing Dangdai Lifan (6),3-3,?,Beijing Sinobo Guoan (6)
?,(Fri) 20 Apr 2018 (W16),Henan Jianye (7),0-2,?,Chongqing Dangdai Lifan (7)
?,(Sat) 21 Apr 2018 (W16),Hebei China Fortune (7),0-0,?,Beijing Renhe (7)
?,(Sat) 21 Apr 2018 (W16),Guangzhou R&F (7),2-4,?,Shandong Luneng Taishan (7)
?,(Sat) 21 Apr 2018 (W16),Guizhou Hengfeng (7),2-5,?,Changchun Yatai (7)
?,(Sun) 22 Apr 2018 (W16),Dalian Yifang (7),1-1,?,Tianjin Quanjian (7)
?,(Sun) 22 Apr 2018 (W16),Jiangsu Suning (7),5-1,?,Shanghai Greenland Shenhua (7)
?,(Sun) 22 Apr 2018 (W16),Beijing Sinobo Guoan (7),2-2,?,Guangzhou Evergrande Taobao (7)
?,(Sun) 22 Apr 2018 (W16),Shanghai SIPG (7),1-1,?,Tianjin TEDA (7)
?,(Sat) 28 Apr 2018 (W17),Beijing Renhe (8),1-0,?,Tianjin TEDA (8)
?,(Sat) 28 Apr 2018 (W17),Guangzhou Evergrande Taobao (8),1-0,?,Jiangsu Suning (8)
?,(Sat) 28 Apr 2018 (W17),Tianjin Quanjian (8),0-3,?,Hebei China Fortune (8)
?,(Sun) 29 Apr 2018 (W17),Changchun Yatai (8),2-1,?,Shanghai SIPG (8)
?,(Sun) 29 Apr 2018 (W17),Beijing Sinobo Guoan (8),4-3,?,Guizhou Hengfeng (8)
?,(Sun) 29 Apr 2018 (W17),Chongqing Dangdai Lifan (8),0-1,?,Guangzhou R&F (8)
?,(Sun) 29 Apr 2018 (W17),Shandong Luneng Taishan (8),2-1,?,Henan Jianye (8)
?,(Sun) 29 Apr 2018 (W17),Shanghai Greenland Shenhua (8),1-0,?,Dalian Yifang (8)
?,(Sat) 5 May 2018 (W18),Dalian Yifang (9),3-0,?,Guangzhou Evergrande Taobao (9)
?,(Sat) 5 May 2018 (W18),Chongqing Dangdai Lifan (9),0-1,?,Tianjin Quanjian (9)
?,(Sat) 5 May 2018 (W18),Guangzhou R&F (9),4-2,?,Shanghai Greenland Shenhua (9)
?,(Sat) 5 May 2018 (W18),Hebei China Fortune (9),0-1,?,Henan Jianye (9)
?,(Sat) 5 May 2018 (W18),Shanghai SIPG (9),1-2,?,Beijing Sinobo Guoan (9)
?,(Sun) 6 May 2018 (W18),Beijing Renhe (9),0-0,?,Shandong Luneng Taishan (9)
?,(Sun) 6 May 2018 (W18),Tianjin TEDA (9),5-1,?,Guizhou Hengfeng (9)
?,(Sun) 6 May 2018 (W18),Jiangsu Suning (9),2-0,?,Changchun Yatai (9)
?,(Fri) 11 May 2018 (W19),Beijing Sinobo Guoan (10),2-2,?,Guangzhou R&F (10)
?,(Sat) 12 May 2018 (W19),Changchun Yatai (10),0-1,?,Tianjin TEDA (10)
?,(Sat) 12 May 2018 (W19),Guizhou Hengfeng (10),1-1,?,Shanghai SIPG (10)
?,(Sat) 12 May 2018 (W19),Guangzhou Evergrande Taobao (10),2-2,?,Hebei China Fortune (10)
?,(Sat) 12 May 2018 (W19),Shanghai Greenland Shenhua (10),2-1,?,Chongqing Dangdai Lifan (10)
?,(Sat) 12 May 2018 (W19),Tianjin Quanjian (10),1-1,?,Shandong Luneng Taishan (10)
?,(Sun) 13 May 2018 (W19),Henan Jianye (10),1-0,?,Beijing Renhe (10)
?,(Sun) 13 May 2018 (W19),Jiangsu Suning (10),1-0,?,Dalian Yifang (10)
?,(Fri) 18 May 2018 (W20),Tianjin TEDA (11),1-2,?,Shandong Luneng Taishan (11)
?,(Sat) 19 May 2018 (W20),Changchun Yatai (11),0-2,?,Beijing Sinobo Guoan (11)
?,(Sat) 19 May 2018 (W20),Guangzhou R&F (11),1-1,?,Henan Jianye (11)
?,(Sat) 19 May 2018 (W20),Hebei China Fortune (11),2-1,?,Chongqing Dangdai Lifan (11)
?,(Sun) 20 May 2018 (W20),Beijing Renhe (11),2-0,?,Guangzhou Evergrande Taobao (11)
?,(Sun) 20 May 2018 (W20),Tianjin Quanjian (11),2-1,?,Shanghai Greenland Shenhua (11)
?,(Sun) 20 May 2018 (W20),Dalian Yifang (11),2-1,?,Guizhou Hengfeng (11)
?,(Sun) 20 May 2018 (W20),Shanghai SIPG (11),2-0,?,Jiangsu Suning (11)
?,(Tue) 17 Jul 2018 (W29),Chongqing Dangdai Lifan (12),1-2,?,Changchun Yatai (12)
?,(Tue) 17 Jul 2018 (W29),Jiangsu Suning (12),0-0,?,Beijing Renhe (12)
?,(Tue) 17 Jul 2018 (W29),Shandong Luneng Taishan (12),1-1,?,Shanghai SIPG (12)
?,(Tue) 17 Jul 2018 (W29),Tianjin Quanjian (12),2-1,?,Guangzhou R&F (12)
?,(Wed) 18 Jul 2018 (W29),Beijing Sinobo Guoan (12),2-1,?,Henan Jianye (12)
?,(Wed) 18 Jul 2018 (W29),Dalian Yifang (12),0-0,?,Hebei China Fortune (12)
?,(Wed) 18 Jul 2018 (W29),Guangzhou Evergrande Taobao (12),4-0,?,Guizhou Hengfeng (12)
?,(Wed) 18 Jul 2018 (W29),Shanghai Greenland Shenhua (12),1-0,?,Tianjin TEDA (12)
?,(Sat) 21 Jul 2018 (W29),Changchun Yatai (13),1-2,?,Shandong Luneng Taishan (13)
?,(Sat) 21 Jul 2018 (W29),Beijing Renhe (13),3-1,?,Dalian Yifang (13)
?,(Sat) 21 Jul 2018 (W29),Tianjin TEDA (13),1-2,?,Chongqing Dangdai Lifan (13)
?,(Sun) 22 Jul 2018 (W29),Beijing Sinobo Guoan (13),3-2,?,Tianjin Quanjian (13)
?,(Sun) 22 Jul 2018 (W29),Guangzhou R&F (13),1-1,?,Guizhou Hengfeng (13)
?,(Sun) 22 Jul 2018 (W29),Hebei China Fortune (13),0-0,?,Jiangsu Suning (13)
?,(Sun) 22 Jul 2018 (W29),Henan Jianye (13),2-2,?,Shanghai Greenland Shenhua (13)
?,(Sat) 28 Jul 2018 (W30),Beijing Renhe (14),1-5,?,Shanghai SIPG (13)
?,(Sat) 28 Jul 2018 (W30),Dalian Yifang (14),2-3,?,Tianjin TEDA (14)
?,(Sat) 28 Jul 2018 (W30),Guizhou Hengfeng (14),1-2,?,Henan Jianye (14)
?,(Sat) 28 Jul 2018 (W30),Hebei China Fortune (14),2-2,?,Guangzhou R&F (14)
?,(Sat) 28 Jul 2018 (W30),Jiangsu Suning (14),1-1,?,Shandong Luneng Taishan (14)
?,(Sat) 28 Jul 2018 (W30),Shanghai Greenland Shenhua (14),2-2,?,Beijing Sinobo Guoan (14)
?,(Sun) 29 Jul 2018 (W30),Guangzhou Evergrande Taobao (13),5-0,?,Chongqing Dangdai Lifan (14)
?,(Sun) 29 Jul 2018 (W30),Tianjin Quanjian (14),2-0,?,Changchun Yatai (14)
?,(Wed) 1 Aug 2018 (W31),Changchun Yatai (15),3-0,?,Dalian Yifang (15)
?,(Wed) 1 Aug 2018 (W31),Shandong Luneng Taishan (15),3-1,?,Shanghai Greenland Shenhua (15)
?,(Wed) 1 Aug 2018 (W31),Chongqing Dangdai Lifan (15),3-4,?,Guizhou Hengfeng (15)
?,(Wed) 1 Aug 2018 (W31),Guangzhou R&F (15),4-1,?,Beijing Renhe (15)
?,(Wed) 1 Aug 2018 (W31),Henan Jianye (15),0-1,?,Jiangsu Suning (15)
