Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 11 Mar 2018 (W10),Bodø/Glimt (1),3-1,?,Lillestrøm SK (1)
?,(Sun) 11 Mar 2018 (W10),Molde FK (1),5-0,?,Sandefjord (1)
?,(Sun) 11 Mar 2018 (W10),Odds BK (1),1-2,?,FK Haugesund (1)
?,(Sun) 11 Mar 2018 (W10),IK Start (1),4-1,?,Tromsø IL (1)
?,(Sun) 11 Mar 2018 (W10),Strømsgodset IF (1),2-2,?,Stabæk (1)
?,(Sun) 11 Mar 2018 (W10),Sarpsborg 08 (1),1-0,?,Rosenborg BK (1)
?,(Mon) 12 Mar 2018 (W11),Kristiansund BK (1),0-1,?,Vålerenga Fotball (1)
?,(Sat) 17 Mar 2018 (W11),Lillestrøm SK (2),2-2,?,Sarpsborg 08 (2)
?,(Sat) 17 Mar 2018 (W11),Rosenborg BK (2),2-2,?,Kristiansund BK (2)
?,(Sun) 18 Mar 2018 (W11),SK Brann (1),2-0,?,Bodø/Glimt (2)
?,(Sun) 18 Mar 2018 (W11),FK Haugesund (2),0-1,?,Molde FK (2)
?,(Sun) 18 Mar 2018 (W11),Vålerenga Fotball (2),2-1,?,Odds BK (2)
?,(Mon) 2 Apr 2018 (W14),Bodø/Glimt (3),0-3,?,FK Haugesund (3)
?,(Mon) 2 Apr 2018 (W14),Kristiansund BK (3),2-1,?,Lillestrøm SK (3)
?,(Mon) 2 Apr 2018 (W14),Molde FK (3),2-1,?,Tromsø IL (2)
?,(Mon) 2 Apr 2018 (W14),Ranheim (1),4-1,?,Stabæk (2)
?,(Mon) 2 Apr 2018 (W14),Sarpsborg 08 (3),3-0,?,Vålerenga Fotball (3)
?,(Mon) 2 Apr 2018 (W14),IK Start (2),1-4,?,Sandefjord (2)
?,(Mon) 2 Apr 2018 (W14),Strømsgodset IF (2),1-1,?,SK Brann (2)
?,(Mon) 2 Apr 2018 (W14),Odds BK (3),1-1,?,Rosenborg BK (3)
?,(Sat) 7 Apr 2018 (W14),Vålerenga Fotball (4),1-4,?,Strømsgodset IF (3)
?,(Sun) 8 Apr 2018 (W14),SK Brann (3),1-0,?,Kristiansund BK (4)
?,(Sun) 8 Apr 2018 (W14),FK Haugesund (4),1-1,?,Sarpsborg 08 (4)
?,(Sun) 8 Apr 2018 (W14),Odds BK (4),1-0,?,Bodø/Glimt (4)
?,(Sun) 8 Apr 2018 (W14),Sandefjord (3),1-1,?,Stabæk (3)
?,(Sun) 8 Apr 2018 (W14),Tromsø IL (3),4-0,?,Ranheim (2)
?,(Sun) 8 Apr 2018 (W14),Rosenborg BK (4),4-0,?,Molde FK (4)
?,(Mon) 9 Apr 2018 (W15),Lillestrøm SK (4),1-0,?,IK Start (3)
?,(Wed) 11 Apr 2018 (W15),Sandefjord (4),1-2,?,Ranheim (3)
?,(Wed) 11 Apr 2018 (W15),Tromsø IL (4),3-1,?,Strømsgodset IF (4)
?,(Sat) 14 Apr 2018 (W15),IK Start (4),1-6,?,Vålerenga Fotball (5)
?,(Sun) 15 Apr 2018 (W15),Molde FK (5),2-1,?,Lillestrøm SK (5)
?,(Sun) 15 Apr 2018 (W15),Ranheim (4),4-2,?,FK Haugesund (5)
?,(Sun) 15 Apr 2018 (W15),Sandefjord (5),3-3,?,Kristiansund BK (5)
?,(Sun) 15 Apr 2018 (W15),Stabæk (4),1-1,?,Tromsø IL (5)
?,(Sun) 15 Apr 2018 (W15),Strømsgodset IF (5),3-0,?,Odds BK (5)
?,(Sun) 15 Apr 2018 (W15),Sarpsborg 08 (5),1-2,?,SK Brann (4)
?,(Mon) 16 Apr 2018 (W16),Bodø/Glimt (5),0-1,?,Rosenborg BK (5)
?,(Sat) 21 Apr 2018 (W16),SK Brann (5),3-0,?,Stabæk (5)
?,(Sun) 22 Apr 2018 (W16),FK Haugesund (6),1-0,?,Strømsgodset IF (6)
?,(Sun) 22 Apr 2018 (W16),Kristiansund BK (6),1-1,?,Bodø/Glimt (6)
