Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 26 Jul 2019 (W30),Racing Club (1),0-0,?,Unión Santa Fe (1)
?,(Sat) 27 Jul 2019 (W30),Colón Santa Fe (1),0-1,?,Patronato (1)
?,(Sat) 27 Jul 2019 (W30),San Lorenzo (1),3-2,?,Godoy Cruz (1)
?,(Sat) 27 Jul 2019 (W30),CA Lanús (1),1-1,?,Gimnasia y Esgrima LP (1)
?,(Sat) 27 Jul 2019 (W30),Argentinos Juniors (1),1-1,?,River Plate (1)
?,(Sun) 28 Jul 2019 (W30),Estudiantes LP (1),1-0,?,Club Atlético Aldosivi (1)
?,(Sun) 28 Jul 2019 (W30),Newell's Old Boys (1),2-0,?,Central Córdoba (1)
?,(Sun) 28 Jul 2019 (W30),Talleres de Córdoba (1),1-0,?,Vélez Sarsfield (1)
?,(Sun) 28 Jul 2019 (W30),Defensa y Justicia (1),0-1,?,CA Independiente de Avellaneda (1)
?,(Sun) 28 Jul 2019 (W30),Boca Juniors (1),0-0,?,Huracán (1)
?,(Mon) 29 Jul 2019 (W31),Arsenal de Sarandí (1),1-0,?,Club Atlético Banfield (1)
?,(Mon) 29 Jul 2019 (W31),Atlético Tucumán (1),1-2,?,Rosario Central (1)
?,(Fri) 2 Aug 2019 (W31),Huracán (2),2-0,?,Colón Santa Fe (2)
?,(Sat) 3 Aug 2019 (W31),Club Atlético Aldosivi (2),0-0,?,Argentinos Juniors (2)
?,(Sat) 3 Aug 2019 (W31),Rosario Central (2),1-0,?,Talleres de Córdoba (2)
?,(Sat) 3 Aug 2019 (W31),Central Córdoba (2),1-0,?,Atlético Tucumán (2)
?,(Sat) 3 Aug 2019 (W31),Vélez Sarsfield (2),2-2,?,Racing Club (2)
?,(Sun) 4 Aug 2019 (W31),Unión Santa Fe (2),2-1,?,Defensa y Justicia (2)
?,(Sun) 4 Aug 2019 (W31),Gimnasia y Esgrima LP (2),0-1,?,San Lorenzo (2)
?,(Sun) 4 Aug 2019 (W31),Club Atlético Banfield (2),1-0,?,Estudiantes LP (2)
?,(Sun) 4 Aug 2019 (W31),River Plate (2),3-0,?,CA Lanús (2)
?,(Sun) 4 Aug 2019 (W31),Patronato (2),0-2,?,Boca Juniors (2)
?,(Mon) 5 Aug 2019 (W32),Godoy Cruz (2),0-2,?,Arsenal de Sarandí (2)
?,(Fri) 16 Aug 2019 (W33),Argentinos Juniors (3),3-2,?,Club Atlético Banfield (3)
?,(Fri) 16 Aug 2019 (W33),Talleres de Córdoba (3),1-1,?,Central Córdoba (3)
?,(Sat) 17 Aug 2019 (W33),Newell's Old Boys (2),2-0,?,Unión Santa Fe (3)
?,(Sat) 17 Aug 2019 (W33),San Lorenzo (3),2-2,?,Rosario Central (3)
?,(Sat) 17 Aug 2019 (W33),Racing Club (3),1-6,?,River Plate (3)
?,(Sun) 18 Aug 2019 (W33),Patronato (3),2-1,?,Huracán (3)
?,(Sun) 18 Aug 2019 (W33),Defensa y Justicia (3),0-3,?,Arsenal de Sarandí (3)
