Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 1 Apr 2017 (W13),IFK Göteborg (1),1-1,?,Malmö FF (1)
?,(Sat) 1 Apr 2017 (W13),Halmstads BK (1),1-0,?,Östersunds FK (1)
?,(Sun) 2 Apr 2017 (W13),AIK (1),0-0,?,BK Häcken (1)
?,(Sun) 2 Apr 2017 (W13),GIF Sundsvall (1),3-1,?,AFC Eskilstuna (1)
?,(Sun) 2 Apr 2017 (W13),IFK Norrköping (1),2-1,?,Hammarby IF (1)
?,(Mon) 3 Apr 2017 (W14),Djurgårdens IF (1),0-2,?,IK Sirius (1)
?,(Mon) 3 Apr 2017 (W14),Kalmar FF (1),1-5,?,IF Elfsborg (1)
?,(Mon) 3 Apr 2017 (W14),Örebro SK (1),2-1,?,Jönköpings Södra IF (1)
?,(Sat) 8 Apr 2017 (W14),AFC Eskilstuna (2),2-2,?,Örebro SK (2)
?,(Sun) 9 Apr 2017 (W14),Hammarby IF (2),1-1,?,Kalmar FF (2)
?,(Sun) 9 Apr 2017 (W14),Östersunds FK (2),1-0,?,IFK Norrköping (2)
?,(Sun) 9 Apr 2017 (W14),BK Häcken (2),0-0,?,Djurgårdens IF (2)
?,(Sun) 9 Apr 2017 (W14),Jönköpings Södra IF (2),2-2,?,Halmstads BK (2)
?,(Sun) 9 Apr 2017 (W14),IK Sirius (2),0-2,?,IFK Göteborg (2)
?,(Mon) 10 Apr 2017 (W15),IF Elfsborg (2),1-2,?,AIK (2)
?,(Tue) 11 Apr 2017 (W15),Malmö FF (2),2-0,?,GIF Sundsvall (2)
?,(Sun) 16 Apr 2017 (W15),Halmstads BK (3),0-3,?,Malmö FF (3)
?,(Sun) 16 Apr 2017 (W15),Örebro SK (3),2-1,?,Östersunds FK (3)
?,(Sun) 16 Apr 2017 (W15),Djurgårdens IF (3),3-0,?,IF Elfsborg (3)
?,(Sun) 16 Apr 2017 (W15),GIF Sundsvall (3),1-2,?,BK Häcken (3)
?,(Mon) 17 Apr 2017 (W16),AIK (3),1-2,?,Hammarby IF (3)
?,(Mon) 17 Apr 2017 (W16),Kalmar FF (3),1-3,?,Jönköpings Södra IF (3)
?,(Mon) 17 Apr 2017 (W16),IFK Göteborg (3),1-1,?,AFC Eskilstuna (3)
?,(Mon) 17 Apr 2017 (W16),IFK Norrköping (3),0-2,?,IK Sirius (3)
?,(Thu) 20 Apr 2017 (W16),IF Elfsborg (4),3-0,?,Örebro SK (4)
?,(Sat) 22 Apr 2017 (W16),Jönköpings Södra IF (4),2-1,?,AIK (4)
?,(Sun) 23 Apr 2017 (W16),BK Häcken (4),1-2,?,IFK Norrköping (4)
