Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 1 Apr 2017 (W13),Kristiansund BK (1),0-1,?,Molde FK (1)
?,(Sun) 2 Apr 2017 (W13),Lillestrøm SK (1),2-1,?,Sandefjord (1)
?,(Sun) 2 Apr 2017 (W13),Sarpsborg 08 (1),3-1,?,Sogndal (1)
?,(Sun) 2 Apr 2017 (W13),Stabæk (1),3-1,?,Aalesunds FK (1)
?,(Sun) 2 Apr 2017 (W13),Strømsgodset IF (1),3-1,?,FK Haugesund (1)
?,(Sun) 2 Apr 2017 (W13),Tromsø IL (1),1-1,?,SK Brann (1)
?,(Sun) 2 Apr 2017 (W13),Rosenborg BK (1),3-0,?,Odds BK (1)
?,(Mon) 3 Apr 2017 (W14),Vålerenga Fotball (1),1-0,?,Viking FK (1)
?,(Wed) 5 Apr 2017 (W14),Aalesunds FK (2),1-3,?,Sarpsborg 08 (2)
?,(Wed) 5 Apr 2017 (W14),Molde FK (2),2-1,?,Lillestrøm SK (2)
?,(Wed) 5 Apr 2017 (W14),Odds BK (2),2-0,?,Kristiansund BK (2)
?,(Wed) 5 Apr 2017 (W14),Sandefjord (2),0-3,?,Rosenborg BK (2)
?,(Wed) 5 Apr 2017 (W14),Sogndal (2),4-1,?,Stabæk (2)
?,(Thu) 6 Apr 2017 (W14),SK Brann (2),3-0,?,Strømsgodset IF (2)
?,(Thu) 6 Apr 2017 (W14),FK Haugesund (2),4-3,?,Vålerenga Fotball (2)
?,(Thu) 6 Apr 2017 (W14),Viking FK (2),1-2,?,Tromsø IL (2)
?,(Sat) 8 Apr 2017 (W14),Rosenborg BK (3),2-1,?,Molde FK (3)
?,(Sun) 9 Apr 2017 (W14),Lillestrøm SK (3),0-2,?,FK Haugesund (3)
?,(Sun) 9 Apr 2017 (W14),Sarpsborg 08 (3),3-0,?,Viking FK (3)
?,(Sun) 9 Apr 2017 (W14),Stabæk (3),2-0,?,Odds BK (3)
?,(Sun) 9 Apr 2017 (W14),Tromsø IL (3),3-0,?,Sogndal (3)
?,(Sun) 9 Apr 2017 (W14),Vålerenga Fotball (3),1-2,?,Sandefjord (3)
?,(Sun) 9 Apr 2017 (W14),Strømsgodset IF (3),1-1,?,Aalesunds FK (3)
?,(Mon) 10 Apr 2017 (W15),Kristiansund BK (3),1-0,?,SK Brann (3)
?,(Mon) 17 Apr 2017 (W16),Aalesunds FK (4),3-1,?,Lillestrøm SK (4)
?,(Mon) 17 Apr 2017 (W16),SK Brann (4),3-1,?,FK Haugesund (4)
?,(Mon) 17 Apr 2017 (W16),Molde FK (4),4-0,?,Vålerenga Fotball (4)
?,(Mon) 17 Apr 2017 (W16),Sandefjord (4),2-0,?,Kristiansund BK (4)
?,(Mon) 17 Apr 2017 (W16),Sogndal (4),1-1,?,Strømsgodset IF (4)
?,(Mon) 17 Apr 2017 (W16),Stabæk (4),3-0,?,Sarpsborg 08 (4)
?,(Mon) 17 Apr 2017 (W16),Odds BK (4),1-0,?,Tromsø IL (4)
?,(Mon) 17 Apr 2017 (W16),Viking FK (4),0-1,?,Rosenborg BK (4)
?,(Sat) 22 Apr 2017 (W16),Strømsgodset IF (5),1-0,?,Sandefjord (5)
?,(Sun) 23 Apr 2017 (W16),Rosenborg BK (5),0-0,?,Aalesunds FK (5)
?,(Sun) 23 Apr 2017 (W16),Sarpsborg 08 (5),5-1,?,Kristiansund BK (5)
?,(Sun) 23 Apr 2017 (W16),Tromsø IL (5),0-3,?,Stabæk (5)
?,(Sun) 23 Apr 2017 (W16),Vålerenga Fotball (5),3-0,?,Sogndal (5)
?,(Sun) 23 Apr 2017 (W16),Viking FK (5),3-0,?,Odds BK (5)
?,(Sun) 23 Apr 2017 (W16),Lillestrøm SK (5),0-2,?,SK Brann (5)
?,(Mon) 24 Apr 2017 (W17),FK Haugesund (5),0-0,?,Molde FK (5)
?,(Sat) 29 Apr 2017 (W17),SK Brann (6),1-1,?,Viking FK (6)
?,(Sun) 30 Apr 2017 (W17),Aalesunds FK (6),3-1,?,Tromsø IL (6)
?,(Sun) 30 Apr 2017 (W17),Kristiansund BK (6),2-0,?,Strømsgodset IF (6)
?,(Sun) 30 Apr 2017 (W17),Sandefjord (6),3-3,?,Molde FK (6)
?,(Sun) 30 Apr 2017 (W17),Sogndal (6),0-1,?,Lillestrøm SK (6)
?,(Sun) 30 Apr 2017 (W17),Stabæk (6),0-3,?,FK Haugesund (6)
?,(Sun) 30 Apr 2017 (W17),Odds BK (6),2-1,?,Vålerenga Fotball (6)
