Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 13 May 2017 (W19),Flamengo RJ (1),1-1,?,Atlético MG (1)
?,(Sat) 13 May 2017 (W19),Corinthians SP (1),1-1,?,Chapecoense (1)
?,(Sun) 14 May 2017 (W19),Fluminense RJ (1),3-2,?,Santos SP (1)
?,(Sun) 14 May 2017 (W19),Avaí FC (1),0-0,?,EC Vitória (1)
?,(Sun) 14 May 2017 (W19),EC Bahia (1),6-2,?,Atlético PR (1)
?,(Sun) 14 May 2017 (W19),Cruzeiro MG (1),1-0,?,São Paulo FC (1)
?,(Sun) 14 May 2017 (W19),Palmeiras SP (1),4-0,?,CR Vasco da Gama (1)
?,(Sun) 14 May 2017 (W19),Ponte Preta (1),4-0,?,Sport Recife (1)
?,(Sun) 14 May 2017 (W19),Grêmio RS (1),2-0,?,Botafogo RJ (1)
?,(Tue) 16 May 2017 (W20),Coritiba PR (1),4-1,?,Atlético GO (1)
?,(Sat) 20 May 2017 (W20),Santos SP (2),1-0,?,Coritiba PR (2)
?,(Sat) 20 May 2017 (W20),Atlético GO (2),0-3,?,Flamengo RJ (2)
?,(Sat) 20 May 2017 (W20),Chapecoense (2),1-0,?,Palmeiras SP (2)
?,(Sun) 21 May 2017 (W20),CR Vasco da Gama (2),2-1,?,EC Bahia (2)
?,(Sun) 21 May 2017 (W20),Atlético MG (2),1-2,?,Fluminense RJ (2)
?,(Sun) 21 May 2017 (W20),Atlético PR (2),0-2,?,Grêmio RS (2)
?,(Sun) 21 May 2017 (W20),EC Vitória (2),0-1,?,Corinthians SP (2)
?,(Sun) 21 May 2017 (W20),Botafogo RJ (2),2-0,?,Ponte Preta (2)
?,(Sun) 21 May 2017 (W20),Sport Recife (2),1-1,?,Cruzeiro MG (2)
?,(Tue) 23 May 2017 (W21),São Paulo FC (2),2-0,?,Avaí FC (2)
?,(Sat) 27 May 2017 (W21),CR Vasco da Gama (3),3-2,?,Fluminense RJ (3)
?,(Sat) 27 May 2017 (W21),São Paulo FC (3),2-0,?,Palmeiras SP (3)
?,(Sun) 28 May 2017 (W21),EC Vitória (3),0-1,?,Coritiba PR (3)
?,(Sun) 28 May 2017 (W21),Atlético MG (3),2-2,?,Ponte Preta (3)
?,(Sun) 28 May 2017 (W21),Atlético GO (3),0-1,?,Corinthians SP (3)
?,(Sun) 28 May 2017 (W21),Atlético PR (3),1-1,?,Flamengo RJ (3)
?,(Sun) 28 May 2017 (W21),Santos SP (3),0-1,?,Cruzeiro MG (3)
?,(Sun) 28 May 2017 (W21),Sport Recife (3),4-3,?,Grêmio RS (3)
?,(Sun) 28 May 2017 (W21),Botafogo RJ (3),1-0,?,EC Bahia (3)
?,(Tue) 30 May 2017 (W22),Chapecoense (3),2-0,?,Avaí FC (3)
?,(Sat) 3 Jun 2017 (W22),Coritiba PR (4),1-0,?,Atlético PR (4)
?,(Sat) 3 Jun 2017 (W22),Fluminense RJ (4),2-1,?,EC Vitória (4)
?,(Sat) 3 Jun 2017 (W22),Corinthians SP (4),2-0,?,Santos SP (4)
?,(Sun) 4 Jun 2017 (W22),Avaí FC (4),1-0,?,Sport Recife (4)
?,(Sun) 4 Jun 2017 (W22),Flamengo RJ (4),0-0,?,Botafogo RJ (4)
?,(Sun) 4 Jun 2017 (W22),Grêmio RS (4),2-0,?,CR Vasco da Gama (4)
?,(Sun) 4 Jun 2017 (W22),Palmeiras SP (4),0-0,?,Atlético MG (4)
?,(Sun) 4 Jun 2017 (W22),Ponte Preta (4),1-0,?,São Paulo FC (4)
?,(Sun) 4 Jun 2017 (W22),Cruzeiro MG (4),0-2,?,Chapecoense (4)
?,(Tue) 6 Jun 2017 (W23),EC Bahia (4),3-0,?,Atlético GO (4)
?,(Wed) 7 Jun 2017 (W23),Fluminense RJ (5),1-1,?,Atlético PR (5)
