Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 3 Mar 2017 (W9),Guizhou Hengfeng (1),1-1,?,Liaoning F.C. (1)
?,(Sat) 4 Mar 2017 (W9),Guangzhou R&F (1),2-0,?,Tianjin Quanjian (1)
?,(Sat) 4 Mar 2017 (W9),Shandong Luneng Taishan (1),2-0,?,Tianjin TEDA (1)
?,(Sat) 4 Mar 2017 (W9),Shanghai SIPG (1),5-1,?,Changchun Yatai (1)
?,(Sun) 5 Mar 2017 (W9),Chongqing Dangdai Lifan (1),0-0,?,Yanbian Funde (1)
?,(Sun) 5 Mar 2017 (W9),Guangzhou Evergrande Taobao (1),2-1,?,Beijing Sinobo Guoan (1)
?,(Sun) 5 Mar 2017 (W9),Henan Jianye (1),0-0,?,Hebei China Fortune (1)
?,(Sun) 5 Mar 2017 (W9),Shanghai Greenland Shenhua (1),4-0,?,Jiangsu Suning (1)
?,(Fri) 10 Mar 2017 (W10),Jiangsu Suning (2),0-0,?,Tianjin TEDA (2)
?,(Fri) 10 Mar 2017 (W10),Shandong Luneng Taishan (2),2-1,?,Guangzhou Evergrande Taobao (2)
?,(Fri) 10 Mar 2017 (W10),Shanghai SIPG (2),2-0,?,Yanbian Funde (2)
?,(Sat) 11 Mar 2017 (W10),Chongqing Dangdai Lifan (2),1-1,?,Hebei China Fortune (2)
?,(Sat) 11 Mar 2017 (W10),Guizhou Hengfeng (2),1-1,?,Beijing Sinobo Guoan (2)
?,(Sat) 11 Mar 2017 (W10),Shanghai Greenland Shenhua (2),1-1,?,Tianjin Quanjian (2)
?,(Sun) 12 Mar 2017 (W10),Guangzhou R&F (2),1-0,?,Changchun Yatai (2)
?,(Sun) 12 Mar 2017 (W10),Henan Jianye (2),1-1,?,Liaoning F.C. (2)
?,(Sat) 1 Apr 2017 (W13),Yanbian Funde (3),0-1,?,Guangzhou R&F (3)
?,(Sat) 1 Apr 2017 (W13),Guangzhou Evergrande Taobao (3),3-2,?,Shanghai SIPG (3)
?,(Sat) 1 Apr 2017 (W13),Hebei China Fortune (3),1-0,?,Guizhou Hengfeng (3)
?,(Sat) 1 Apr 2017 (W13),Tianjin Quanjian (3),1-0,?,Henan Jianye (3)
?,(Sun) 2 Apr 2017 (W13),Changchun Yatai (3),0-2,?,Shandong Luneng Taishan (3)
?,(Sun) 2 Apr 2017 (W13),Liaoning F.C. (3),3-1,?,Jiangsu Suning (3)
?,(Sun) 2 Apr 2017 (W13),Beijing Sinobo Guoan (3),2-1,?,Shanghai Greenland Shenhua (3)
?,(Sun) 2 Apr 2017 (W13),Tianjin TEDA (3),2-0,?,Chongqing Dangdai Lifan (3)
?,(Fri) 7 Apr 2017 (W14),Beijing Sinobo Guoan (4),1-0,?,Henan Jianye (4)
?,(Fri) 7 Apr 2017 (W14),Jiangsu Suning (4),1-2,?,Chongqing Dangdai Lifan (4)
?,(Fri) 7 Apr 2017 (W14),Shanghai SIPG (4),2-1,?,Shandong Luneng Taishan (4)
?,(Sat) 8 Apr 2017 (W14),Guizhou Hengfeng (4),0-0,?,Tianjin TEDA (4)
?,(Sat) 8 Apr 2017 (W14),Guangzhou Evergrande Taobao (4),2-2,?,Guangzhou R&F (4)
?,(Sat) 8 Apr 2017 (W14),Hebei China Fortune (4),4-2,?,Shanghai Greenland Shenhua (4)
?,(Sun) 9 Apr 2017 (W14),Changchun Yatai (4),1-1,?,Liaoning F.C. (4)
?,(Sun) 9 Apr 2017 (W14),Tianjin Quanjian (4),1-0,?,Yanbian Funde (4)
?,(Fri) 14 Apr 2017 (W15),Chongqing Dangdai Lifan (5),2-1,?,Guizhou Hengfeng (5)
?,(Sat) 15 Apr 2017 (W15),Changchun Yatai (5),2-3,?,Shanghai Greenland Shenhua (5)
?,(Sat) 15 Apr 2017 (W15),Henan Jianye (5),1-1,?,Jiangsu Suning (5)
?,(Sat) 15 Apr 2017 (W15),Shandong Luneng Taishan (5),1-0,?,Beijing Sinobo Guoan (5)
?,(Sat) 15 Apr 2017 (W15),Tianjin Quanjian (5),1-1,?,Shanghai SIPG (5)
?,(Sun) 16 Apr 2017 (W15),Yanbian Funde (5),1-1,?,Hebei China Fortune (5)
?,(Sun) 16 Apr 2017 (W15),Tianjin TEDA (5),0-3,?,Guangzhou Evergrande Taobao (5)
?,(Mon) 17 Apr 2017 (W16),Liaoning F.C. (5),1-4,?,Guangzhou R&F (5)
