Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 10 Jul 2015 (W28),FC Voluntari (1),1-1,?,FC Politehnica Iași (1)
?,(Fri) 10 Jul 2015 (W28),Astra Giurgiu (1),2-2,?,Concordia Chiajna (1)
?,(Sat) 11 Jul 2015 (W28),FC Viitorul Constanța (1),2-2,?,CFR Cluj (1)
?,(Sat) 11 Jul 2015 (W28),Steaua București (1),0-0,?,FC Petrolul Ploiești (1)
?,(Sun) 12 Jul 2015 (W28),Universitatea Craiova (1),0-0,?,FC Botoșani (1)
?,(Sun) 12 Jul 2015 (W28),Târgu Mureș (1),0-0,?,Dinamo București (1)
?,(Mon) 13 Jul 2015 (W29),Poli Timișoara (1),0-1,?,Pandurii Târgu Jiu (1)
?,(Fri) 17 Jul 2015 (W29),Concordia Chiajna (2),0-1,?,FC Politehnica Iași (2)
?,(Fri) 17 Jul 2015 (W29),Dinamo București (2),1-0,?,Universitatea Craiova (2)
?,(Sat) 18 Jul 2015 (W29),FC Petrolul Ploiești (2),1-1,?,FC Voluntari (2)
?,(Sat) 18 Jul 2015 (W29),Pandurii Târgu Jiu (2),0-3,?,Steaua București (2)
?,(Sun) 19 Jul 2015 (W29),CFR Cluj (2),1-0,?,Poli Timișoara (2)
?,(Sun) 19 Jul 2015 (W29),Astra Giurgiu (2),1-5,?,Târgu Mureș (2)
?,(Mon) 20 Jul 2015 (W30),FC Botoșani (2),2-2,?,FC Viitorul Constanța (2)
?,(Fri) 24 Jul 2015 (W30),FC Voluntari (3),0-0,?,Pandurii Târgu Jiu (3)
?,(Fri) 24 Jul 2015 (W30),Târgu Mureș (3),1-0,?,Concordia Chiajna (3)
?,(Sat) 25 Jul 2015 (W30),FC Viitorul Constanța (3),1-1,?,Dinamo București (3)
?,(Sat) 25 Jul 2015 (W30),Steaua București (3),1-1,?,CFR Cluj (3)
?,(Sun) 26 Jul 2015 (W30),Universitatea Craiova (3),1-2,?,Astra Giurgiu (3)
?,(Sun) 26 Jul 2015 (W30),FC Politehnica Iași (3),1-0,?,FC Petrolul Ploiești (3)
?,(Mon) 27 Jul 2015 (W31),Poli Timișoara (3),1-0,?,FC Botoșani (3)
?,(Fri) 31 Jul 2015 (W31),CFR Cluj (4),2-0,?,FC Voluntari (4)
?,(Fri) 31 Jul 2015 (W31),Concordia Chiajna (4),2-2,?,FC Petrolul Ploiești (4)
?,(Sat) 1 Aug 2015 (W31),Pandurii Târgu Jiu (4),3-0,?,FC Politehnica Iași (4)
?,(Sat) 1 Aug 2015 (W31),FC Botoșani (4),0-1,?,Steaua București (4)
?,(Sun) 2 Aug 2015 (W31),Astra Giurgiu (4),2-2,?,FC Viitorul Constanța (4)
?,(Sun) 2 Aug 2015 (W31),Târgu Mureș (4),0-0,?,Universitatea Craiova (4)
?,(Mon) 3 Aug 2015 (W32),Dinamo București (4),2-1,?,Poli Timișoara (4)
?,(Fri) 7 Aug 2015 (W32),FC Voluntari (5),1-1,?,FC Botoșani (5)
?,(Fri) 7 Aug 2015 (W32),FC Politehnica Iași (5),2-1,?,CFR Cluj (5)
?,(Sat) 8 Aug 2015 (W32),Universitatea Craiova (5),2-0,?,Concordia Chiajna (5)
?,(Sat) 8 Aug 2015 (W32),FC Petrolul Ploiești (5),1-1,?,Pandurii Târgu Jiu (5)
?,(Sun) 9 Aug 2015 (W32),FC Viitorul Constanța (5),1-0,?,Târgu Mureș (5)
?,(Sun) 9 Aug 2015 (W32),Poli Timișoara (5),1-3,?,Astra Giurgiu (5)
?,(Sun) 9 Aug 2015 (W32),Steaua București (5),0-0,?,Dinamo București (5)
?,(Tue) 11 Aug 2015 (W33),FC Botoșani (6),1-0,?,FC Politehnica Iași (6)
?,(Tue) 11 Aug 2015 (W33),CFR Cluj (6),1-0,?,FC Petrolul Ploiești (6)
?,(Wed) 12 Aug 2015 (W33),Universitatea Craiova (6),1-2,?,FC Viitorul Constanța (6)
?,(Wed) 12 Aug 2015 (W33),Târgu Mureș (6),0-0,?,Poli Timișoara (6)
?,(Wed) 12 Aug 2015 (W33),Astra Giurgiu (6),2-0,?,Steaua București (6)
