Round,Date,Team 1,FT,Team 2
Journée 37,Sat May 8 2021,Rodez AF,,AS Nancy Lorraine
Journée 37,Sat May 8 2021,Amiens SC,,Chamois Niortais FC
Journée 38,Sat May 15 2021,Le Havre AC,,ES Troyes AC
Journée 38,Sat May 15 2021,AS Nancy Lorraine,,Amiens SC
Journée 38,Sat May 15 2021,Chamois Niortais FC,,EA Guingamp
Journée 38,Sat May 15 2021,Paris FC,,FC Chambly
Journée 38,Sat May 15 2021,Pau FC,,Valenciennes FC
Journée 38,Sat May 15 2021,FC Sochaux-Montbéliard,,AJ Auxerre
Journée 38,Sat May 15 2021,Grenoble Foot 38,,Rodez AF
Journée 38,Sat May 15 2021,LB Châteauroux,,AC Ajaccio
Journée 38,Sat May 15 2021,Stade Malherbe Caen,,Clermont Foot 63
Journée 38,Sat May 15 2021,USL Dunkerque,,Toulouse FC
