Round,Date,Team 1,FT,Team 2
Journée 6,Sat Oct 3 2020,FC Sochaux-Montbéliard,3-2,FC Chambly
Journée 6,Sat Oct 3 2020,Grenoble Foot 38,2-0,Valenciennes FC
Journée 6,Sat Oct 3 2020,LB Châteauroux,2-0,Chamois Niortais FC
Journée 6,Sat Oct 3 2020,USL Dunkerque,1-0,EA Guingamp
Journée 7,Fri Oct 16 2020,FC Chambly,0-3,Clermont Foot 63
Journée 7,Sat Oct 17 2020,Valenciennes FC,0-0,FC Sochaux-Montbéliard
Journée 7,Sat Oct 17 2020,AC Ajaccio,0-1,Toulouse FC
Journée 7,Sat Oct 17 2020,Le Havre AC,1-1,LB Châteauroux
Journée 7,Sat Oct 17 2020,AS Nancy Lorraine,2-1,USL Dunkerque
Journée 7,Sat Oct 17 2020,Chamois Niortais FC,3-0,Stade Malherbe Caen
Journée 7,Sat Oct 17 2020,Paris FC,1-0,Pau FC
Journée 7,Sat Oct 17 2020,Rodez AF,0-1,ES Troyes AC
Journée 7,Sat Oct 17 2020,Amiens SC,1-0,Grenoble Foot 38
Journée 7,Mon Oct 19 2020,EA Guingamp,2-0,AJ Auxerre
Journée 8,Sat Oct 24 2020,Stade Malherbe Caen,1-0,EA Guingamp
Journée 8,Sat Oct 24 2020,AJ Auxerre,4-0,FC Chambly
Journée 8,Sat Oct 24 2020,Clermont Foot 63,0-2,AC Ajaccio
Journée 8,Sat Oct 24 2020,ES Troyes AC,1-1,Valenciennes FC
Journée 8,Sat Oct 24 2020,Pau FC,4-1,Chamois Niortais FC
Journée 8,Sat Oct 24 2020,Toulouse FC,3-0,Rodez AF
Journée 8,Sat Oct 24 2020,LB Châteauroux,1-2,Paris FC
Journée 8,Sat Oct 24 2020,USL Dunkerque,0-1,Le Havre AC
Journée 8,Mon Oct 26 2020,FC Sochaux-Montbéliard,0-2,Amiens SC
Journée 9,Sat Oct 31 2020,Chamois Niortais FC,,Grenoble Foot 38
Journée 9,Sat Oct 31 2020,Paris FC,3-1,Stade Malherbe Caen
Journée 9,Sat Oct 31 2020,AC Ajaccio,0-4,ES Troyes AC
Journée 9,Sat Oct 31 2020,Le Havre AC,1-0,Pau FC
Journée 9,Sat Oct 31 2020,AS Nancy Lorraine,2-1,LB Châteauroux
Journée 9,Sat Oct 31 2020,EA Guingamp,0-0,FC Sochaux-Montbéliard
Journée 9,Sat Oct 31 2020,FC Chambly,0-1,USL Dunkerque
Journée 9,Sat Oct 31 2020,Valenciennes FC,1-3,Clermont Foot 63
Journée 9,Sat Oct 31 2020,Rodez AF,2-2,AJ Auxerre
Journée 9,Mon Nov 2 2020,Amiens SC,0-1,Toulouse FC
Journée 10,Sat Nov 7 2020,Clermont Foot 63,0-0,EA Guingamp
Journée 10,Sat Nov 7 2020,Grenoble Foot 38,2-1,Le Havre AC
Journée 10,Sat Nov 7 2020,AJ Auxerre,2-1,Amiens SC
Journée 10,Sat Nov 7 2020,ES Troyes AC,2-2,FC Chambly
Journée 10,Sat Nov 7 2020,FC Sochaux-Montbéliard,3-4,Chamois Niortais FC
Journée 10,Sat Nov 7 2020,Toulouse FC,4-5,Valenciennes FC
Journée 10,Sat Nov 7 2020,LB Châteauroux,0-3,Pau FC
Journée 10,Sat Nov 7 2020,Rodez AF,0-1,AC Ajaccio
Journée 10,Sat Nov 7 2020,Stade Malherbe Caen,2-1,AS Nancy Lorraine
Journée 10,Sat Nov 7 2020,USL Dunkerque,0-1,Paris FC
Journée 11,Sat Nov 21 2020,Le Havre AC,,Stade Malherbe Caen
Journée 11,Sat Nov 21 2020,AS Nancy Lorraine,,ES Troyes AC
Journée 11,Sat Nov 21 2020,FC Chambly,,Toulouse FC
Journée 11,Sat Nov 21 2020,Chamois Niortais FC,,USL Dunkerque
Journée 11,Sat Nov 21 2020,Paris FC,,AJ Auxerre
Journée 11,Sat Nov 21 2020,Pau FC,,Grenoble Foot 38
Journée 11,Sat Nov 21 2020,Valenciennes FC,,Rodez AF
Journée 11,Sat Nov 21 2020,LB Châteauroux,,FC Sochaux-Montbéliard
Journée 11,Sat Nov 21 2020,Amiens SC,,Clermont Foot 63
Journée 11,Mon Nov 23 2020,EA Guingamp,,AC Ajaccio
Journée 8,Tue Nov 24 2020,Grenoble Foot 38,,AS Nancy Lorraine
Journée 12,Sat Nov 28 2020,Toulouse FC,,Chamois Niortais FC
Journée 12,Sat Nov 28 2020,Grenoble Foot 38,,Paris FC
Journée 12,Sat Nov 28 2020,AC Ajaccio,,FC Chambly
Journée 12,Sat Nov 28 2020,AJ Auxerre,,Valenciennes FC
Journée 12,Sat Nov 28 2020,Clermont Foot 63,,AS Nancy Lorraine
Journée 12,Sat Nov 28 2020,ES Troyes AC,,Amiens SC
Journée 12,Sat Nov 28 2020,FC Sochaux-Montbéliard,,Le Havre AC
Journée 12,Sat Nov 28 2020,Rodez AF,,EA Guingamp
Journée 12,Sat Nov 28 2020,Stade Malherbe Caen,,LB Châteauroux
Journée 12,Sat Nov 28 2020,USL Dunkerque,,Pau FC
Journée 13,Tue Dec 1 2020,Le Havre AC,,AJ Auxerre
Journée 13,Tue Dec 1 2020,AS Nancy Lorraine,,Toulouse FC
Journée 13,Tue Dec 1 2020,EA Guingamp,,ES Troyes AC
Journée 13,Tue Dec 1 2020,FC Chambly,,Rodez AF
Journée 13,Tue Dec 1 2020,Chamois Niortais FC,,Clermont Foot 63
Journée 13,Tue Dec 1 2020,Paris FC,,FC Sochaux-Montbéliard
Journée 13,Tue Dec 1 2020,Pau FC,,Stade Malherbe Caen
Journée 13,Tue Dec 1 2020,Valenciennes FC,,AC Ajaccio
Journée 13,Tue Dec 1 2020,LB Châteauroux,,Grenoble Foot 38
Journée 13,Tue Dec 1 2020,Amiens SC,,USL Dunkerque
Journée 14,Sat Dec 5 2020,AC Ajaccio,,Le Havre AC
Journée 14,Sat Dec 5 2020,AJ Auxerre,,Chamois Niortais FC
Journée 14,Sat Dec 5 2020,Clermont Foot 63,,Pau FC
Journée 14,Sat Dec 5 2020,ES Troyes AC,,Paris FC
Journée 14,Sat Dec 5 2020,FC Chambly,,Valenciennes FC
Journée 14,Sat Dec 5 2020,FC Sochaux-Montbéliard,,AS Nancy Lorraine
Journée 14,Sat Dec 5 2020,Toulouse FC,,EA Guingamp
Journée 14,Sat Dec 5 2020,Rodez AF,,Amiens SC
Journée 14,Sat Dec 5 2020,Stade Malherbe Caen,,Grenoble Foot 38
Journée 14,Sat Dec 5 2020,USL Dunkerque,,LB Châteauroux
Journée 15,Tue Dec 15 2020,Le Havre AC,,Clermont Foot 63
Journée 15,Tue Dec 15 2020,AS Nancy Lorraine,,AJ Auxerre
Journée 15,Tue Dec 15 2020,EA Guingamp,,Valenciennes FC
Journée 15,Tue Dec 15 2020,Chamois Niortais FC,,AC Ajaccio
Journée 15,Tue Dec 15 2020,Paris FC,,Rodez AF
Journée 15,Tue Dec 15 2020,Pau FC,,FC Sochaux-Montbéliard
Journée 15,Tue Dec 15 2020,Grenoble Foot 38,,USL Dunkerque
Journée 15,Tue Dec 15 2020,LB Châteauroux,,Toulouse FC
Journée 15,Tue Dec 15 2020,Amiens SC,,FC Chambly
Journée 15,Tue Dec 15 2020,Stade Malherbe Caen,,ES Troyes AC
Journée 16,Sat Dec 19 2020,AC Ajaccio,,AS Nancy Lorraine
Journée 16,Sat Dec 19 2020,AJ Auxerre,,Pau FC
Journée 16,Sat Dec 19 2020,Clermont Foot 63,,Paris FC
Journée 16,Sat Dec 19 2020,ES Troyes AC,,Chamois Niortais FC
Journée 16,Sat Dec 19 2020,FC Chambly,,EA Guingamp
Journée 16,Sat Dec 19 2020,FC Sochaux-Montbéliard,,Grenoble Foot 38
Journée 16,Sat Dec 19 2020,Toulouse FC,,Le Havre AC
Journée 16,Sat Dec 19 2020,Valenciennes FC,,Amiens SC
Journée 16,Sat Dec 19 2020,Rodez AF,,LB Châteauroux
Journée 16,Sat Dec 19 2020,USL Dunkerque,,Stade Malherbe Caen
Journée 17,Tue Dec 22 2020,Le Havre AC,,Rodez AF
Journée 17,Tue Dec 22 2020,AS Nancy Lorraine,,FC Chambly
Journée 17,Tue Dec 22 2020,Chamois Niortais FC,,Valenciennes FC
Journée 17,Tue Dec 22 2020,Paris FC,,EA Guingamp
Journée 17,Tue Dec 22 2020,Pau FC,,Toulouse FC
Journée 17,Tue Dec 22 2020,Grenoble Foot 38,,ES Troyes AC
Journée 17,Tue Dec 22 2020,LB Châteauroux,,Clermont Foot 63
Journée 17,Tue Dec 22 2020,Amiens SC,,AC Ajaccio
Journée 17,Tue Dec 22 2020,Stade Malherbe Caen,,FC Sochaux-Montbéliard
Journée 17,Tue Dec 22 2020,USL Dunkerque,,AJ Auxerre
Journée 18,Tue Jan 5 2021,AC Ajaccio,,Pau FC
Journée 18,Tue Jan 5 2021,AJ Auxerre,,Stade Malherbe Caen
Journée 18,Tue Jan 5 2021,Clermont Foot 63,,Grenoble Foot 38
Journée 18,Tue Jan 5 2021,EA Guingamp,,Amiens SC
Journée 18,Tue Jan 5 2021,ES Troyes AC,,LB Châteauroux
Journée 18,Tue Jan 5 2021,FC Chambly,,Le Havre AC
Journée 18,Tue Jan 5 2021,FC Sochaux-Montbéliard,,USL Dunkerque
Journée 18,Tue Jan 5 2021,Toulouse FC,,Paris FC
Journée 18,Tue Jan 5 2021,Valenciennes FC,,AS Nancy Lorraine
Journée 18,Tue Jan 5 2021,Rodez AF,,Chamois Niortais FC
Journée 19,Sat Jan 9 2021,Le Havre AC,,Valenciennes FC
Journée 19,Sat Jan 9 2021,AS Nancy Lorraine,,Rodez AF
Journée 19,Sat Jan 9 2021,Chamois Niortais FC,,Amiens SC
Journée 19,Sat Jan 9 2021,Paris FC,,AC Ajaccio
Journée 19,Sat Jan 9 2021,Pau FC,,FC Chambly
Journée 19,Sat Jan 9 2021,FC Sochaux-Montbéliard,,Clermont Foot 63
Journée 19,Sat Jan 9 2021,Grenoble Foot 38,,AJ Auxerre
Journée 19,Sat Jan 9 2021,LB Châteauroux,,EA Guingamp
Journée 19,Sat Jan 9 2021,Stade Malherbe Caen,,Toulouse FC
Journée 19,Sat Jan 9 2021,USL Dunkerque,,ES Troyes AC
Journée 20,Tue Jan 19 2021,AC Ajaccio,,Stade Malherbe Caen
Journée 20,Tue Jan 19 2021,AJ Auxerre,,LB Châteauroux
Journée 20,Tue Jan 19 2021,Clermont Foot 63,,USL Dunkerque
Journée 20,Tue Jan 19 2021,EA Guingamp,,AS Nancy Lorraine
Journée 20,Tue Jan 19 2021,ES Troyes AC,,FC Sochaux-Montbéliard
Journée 20,Tue Jan 19 2021,FC Chambly,,Chamois Niortais FC
Journée 20,Tue Jan 19 2021,Toulouse FC,,Grenoble Foot 38
Journée 20,Tue Jan 19 2021,Valenciennes FC,,Paris FC
Journée 20,Tue Jan 19 2021,Rodez AF,,Pau FC
Journée 20,Tue Jan 19 2021,Amiens SC,,Le Havre AC
Journée 21,Sat Jan 23 2021,Le Havre AC,,EA Guingamp
Journée 21,Sat Jan 23 2021,AS Nancy Lorraine,,Chamois Niortais FC
Journée 21,Sat Jan 23 2021,Clermont Foot 63,,AJ Auxerre
Journée 21,Sat Jan 23 2021,Paris FC,,Amiens SC
Journée 21,Sat Jan 23 2021,Pau FC,,ES Troyes AC
Journée 21,Sat Jan 23 2021,FC Sochaux-Montbéliard,,Toulouse FC
Journée 21,Sat Jan 23 2021,Grenoble Foot 38,,FC Chambly
Journée 21,Sat Jan 23 2021,LB Châteauroux,,Valenciennes FC
Journée 21,Sat Jan 23 2021,Stade Malherbe Caen,,Rodez AF
Journée 21,Sat Jan 23 2021,USL Dunkerque,,AC Ajaccio
Journée 22,Sat Jan 30 2021,AC Ajaccio,,Grenoble Foot 38
Journée 22,Sat Jan 30 2021,AS Nancy Lorraine,,Paris FC
Journée 22,Sat Jan 30 2021,EA Guingamp,,Pau FC
Journée 22,Sat Jan 30 2021,ES Troyes AC,,AJ Auxerre
Journée 22,Sat Jan 30 2021,FC Chambly,,Stade Malherbe Caen
Journée 22,Sat Jan 30 2021,Chamois Niortais FC,,Le Havre AC
Journée 22,Sat Jan 30 2021,Toulouse FC,,Clermont Foot 63
Journée 22,Sat Jan 30 2021,Valenciennes FC,,USL Dunkerque
Journée 22,Sat Jan 30 2021,Rodez AF,,FC Sochaux-Montbéliard
Journée 22,Sat Jan 30 2021,Amiens SC,,LB Châteauroux
Journée 23,Tue Feb 2 2021,Le Havre AC,,AS Nancy Lorraine
Journée 23,Tue Feb 2 2021,AJ Auxerre,,Toulouse FC
Journée 23,Tue Feb 2 2021,Clermont Foot 63,,ES Troyes AC
Journée 23,Tue Feb 2 2021,Paris FC,,Chamois Niortais FC
Journée 23,Tue Feb 2 2021,Pau FC,,Amiens SC
Journée 23,Tue Feb 2 2021,FC Sochaux-Montbéliard,,AC Ajaccio
Journée 23,Tue Feb 2 2021,Grenoble Foot 38,,EA Guingamp
Journée 23,Tue Feb 2 2021,LB Châteauroux,,FC Chambly
Journée 23,Tue Feb 2 2021,Stade Malherbe Caen,,Valenciennes FC
Journée 23,Tue Feb 2 2021,USL Dunkerque,,Rodez AF
Journée 24,Sat Feb 6 2021,AC Ajaccio,,AJ Auxerre
Journée 24,Sat Feb 6 2021,Le Havre AC,,Paris FC
Journée 24,Sat Feb 6 2021,AS Nancy Lorraine,,Pau FC
Journée 24,Sat Feb 6 2021,EA Guingamp,,USL Dunkerque
Journée 24,Sat Feb 6 2021,ES Troyes AC,,Toulouse FC
Journée 24,Sat Feb 6 2021,FC Chambly,,FC Sochaux-Montbéliard
Journée 24,Sat Feb 6 2021,Chamois Niortais FC,,LB Châteauroux
Journée 24,Sat Feb 6 2021,Valenciennes FC,,Grenoble Foot 38
Journée 24,Sat Feb 6 2021,Rodez AF,,Clermont Foot 63
Journée 24,Sat Feb 6 2021,Amiens SC,,Stade Malherbe Caen
Journée 25,Sat Feb 13 2021,AJ Auxerre,,EA Guingamp
Journée 25,Sat Feb 13 2021,Clermont Foot 63,,FC Chambly
Journée 25,Sat Feb 13 2021,ES Troyes AC,,Rodez AF
Journée 25,Sat Feb 13 2021,Pau FC,,Paris FC
Journée 25,Sat Feb 13 2021,FC Sochaux-Montbéliard,,Valenciennes FC
Journée 25,Sat Feb 13 2021,Toulouse FC,,AC Ajaccio
Journée 25,Sat Feb 13 2021,Grenoble Foot 38,,Amiens SC
Journée 25,Sat Feb 13 2021,LB Châteauroux,,Le Havre AC
Journée 25,Sat Feb 13 2021,Stade Malherbe Caen,,Chamois Niortais FC
Journée 25,Sat Feb 13 2021,USL Dunkerque,,AS Nancy Lorraine
Journée 26,Sat Feb 20 2021,AC Ajaccio,,Clermont Foot 63
Journée 26,Sat Feb 20 2021,Le Havre AC,,USL Dunkerque
Journée 26,Sat Feb 20 2021,AS Nancy Lorraine,,Grenoble Foot 38
Journée 26,Sat Feb 20 2021,EA Guingamp,,Stade Malherbe Caen
Journée 26,Sat Feb 20 2021,FC Chambly,,AJ Auxerre
Journée 26,Sat Feb 20 2021,Chamois Niortais FC,,Pau FC
Journée 26,Sat Feb 20 2021,Paris FC,,LB Châteauroux
Journée 26,Sat Feb 20 2021,Valenciennes FC,,ES Troyes AC
Journée 26,Sat Feb 20 2021,Rodez AF,,Toulouse FC
Journée 26,Sat Feb 20 2021,Amiens SC,,FC Sochaux-Montbéliard
Journée 27,Sat Feb 27 2021,AJ Auxerre,,Rodez AF
Journée 27,Sat Feb 27 2021,Clermont Foot 63,,Valenciennes FC
Journée 27,Sat Feb 27 2021,ES Troyes AC,,AC Ajaccio
Journée 27,Sat Feb 27 2021,Pau FC,,Le Havre AC
Journée 27,Sat Feb 27 2021,FC Sochaux-Montbéliard,,EA Guingamp
Journée 27,Sat Feb 27 2021,Toulouse FC,,Amiens SC
Journée 27,Sat Feb 27 2021,Grenoble Foot 38,,Chamois Niortais FC
Journée 27,Sat Feb 27 2021,LB Châteauroux,,AS Nancy Lorraine
Journée 27,Sat Feb 27 2021,Stade Malherbe Caen,,Paris FC
Journée 27,Sat Feb 27 2021,USL Dunkerque,,FC Chambly
Journée 28,Sat Mar 6 2021,AC Ajaccio,,Rodez AF
Journée 28,Sat Mar 6 2021,Le Havre AC,,Grenoble Foot 38
Journée 28,Sat Mar 6 2021,AS Nancy Lorraine,,Stade Malherbe Caen
Journée 28,Sat Mar 6 2021,EA Guingamp,,Clermont Foot 63
Journée 28,Sat Mar 6 2021,FC Chambly,,ES Troyes AC
Journée 28,Sat Mar 6 2021,Chamois Niortais FC,,FC Sochaux-Montbéliard
Journée 28,Sat Mar 6 2021,Paris FC,,USL Dunkerque
Journée 28,Sat Mar 6 2021,Pau FC,,LB Châteauroux
Journée 28,Sat Mar 6 2021,Valenciennes FC,,Toulouse FC
Journée 28,Sat Mar 6 2021,Amiens SC,,AJ Auxerre
Journée 29,Sat Mar 13 2021,AC Ajaccio,,EA Guingamp
Journée 29,Sat Mar 13 2021,AJ Auxerre,,Paris FC
Journée 29,Sat Mar 13 2021,Clermont Foot 63,,Amiens SC
Journée 29,Sat Mar 13 2021,ES Troyes AC,,AS Nancy Lorraine
Journée 29,Sat Mar 13 2021,FC Sochaux-Montbéliard,,LB Châteauroux
Journée 29,Sat Mar 13 2021,Toulouse FC,,FC Chambly
Journée 29,Sat Mar 13 2021,Grenoble Foot 38,,Pau FC
Journée 29,Sat Mar 13 2021,Rodez AF,,Valenciennes FC
Journée 29,Sat Mar 13 2021,Stade Malherbe Caen,,Le Havre AC
Journée 29,Sat Mar 13 2021,USL Dunkerque,,Chamois Niortais FC
Journée 30,Sat Mar 20 2021,Le Havre AC,,FC Sochaux-Montbéliard
Journée 30,Sat Mar 20 2021,AS Nancy Lorraine,,Clermont Foot 63
Journée 30,Sat Mar 20 2021,EA Guingamp,,Rodez AF
Journée 30,Sat Mar 20 2021,FC Chambly,,AC Ajaccio
Journée 30,Sat Mar 20 2021,Chamois Niortais FC,,Toulouse FC
Journée 30,Sat Mar 20 2021,Paris FC,,Grenoble Foot 38
Journée 30,Sat Mar 20 2021,Pau FC,,USL Dunkerque
Journée 30,Sat Mar 20 2021,Valenciennes FC,,AJ Auxerre
Journée 30,Sat Mar 20 2021,LB Châteauroux,,Stade Malherbe Caen
Journée 30,Sat Mar 20 2021,Amiens SC,,ES Troyes AC
Journée 31,Sat Apr 3 2021,AC Ajaccio,,Valenciennes FC
Journée 31,Sat Apr 3 2021,AJ Auxerre,,Le Havre AC
Journée 31,Sat Apr 3 2021,Clermont Foot 63,,Chamois Niortais FC
Journée 31,Sat Apr 3 2021,ES Troyes AC,,EA Guingamp
Journée 31,Sat Apr 3 2021,FC Sochaux-Montbéliard,,Paris FC
Journée 31,Sat Apr 3 2021,Toulouse FC,,AS Nancy Lorraine
Journée 31,Sat Apr 3 2021,Grenoble Foot 38,,LB Châteauroux
Journée 31,Sat Apr 3 2021,Rodez AF,,FC Chambly
Journée 31,Sat Apr 3 2021,Stade Malherbe Caen,,Pau FC
Journée 31,Sat Apr 3 2021,USL Dunkerque,,Amiens SC
Journée 32,Sat Apr 10 2021,Le Havre AC,,AC Ajaccio
Journée 32,Sat Apr 10 2021,AS Nancy Lorraine,,FC Sochaux-Montbéliard
Journée 32,Sat Apr 10 2021,EA Guingamp,,Toulouse FC
Journée 32,Sat Apr 10 2021,Chamois Niortais FC,,AJ Auxerre
Journée 32,Sat Apr 10 2021,Paris FC,,ES Troyes AC
Journée 32,Sat Apr 10 2021,Pau FC,,Clermont Foot 63
Journée 32,Sat Apr 10 2021,Valenciennes FC,,FC Chambly
Journée 32,Sat Apr 10 2021,Grenoble Foot 38,,Stade Malherbe Caen
Journée 32,Sat Apr 10 2021,LB Châteauroux,,USL Dunkerque
Journée 32,Sat Apr 10 2021,Amiens SC,,Rodez AF
Journée 33,Sat Apr 17 2021,AC Ajaccio,,Chamois Niortais FC
Journée 33,Sat Apr 17 2021,AJ Auxerre,,AS Nancy Lorraine
Journée 33,Sat Apr 17 2021,Clermont Foot 63,,Le Havre AC
Journée 33,Sat Apr 17 2021,ES Troyes AC,,Stade Malherbe Caen
Journée 33,Sat Apr 17 2021,FC Chambly,,Amiens SC
Journée 33,Sat Apr 17 2021,FC Sochaux-Montbéliard,,Pau FC
Journée 33,Sat Apr 17 2021,Toulouse FC,,LB Châteauroux
Journée 33,Sat Apr 17 2021,Valenciennes FC,,EA Guingamp
Journée 33,Sat Apr 17 2021,Rodez AF,,Paris FC
Journée 33,Sat Apr 17 2021,USL Dunkerque,,Grenoble Foot 38
Journée 34,Tue Apr 20 2021,Le Havre AC,,Toulouse FC
Journée 34,Tue Apr 20 2021,AS Nancy Lorraine,,AC Ajaccio
Journée 34,Tue Apr 20 2021,EA Guingamp,,FC Chambly
Journée 34,Tue Apr 20 2021,Chamois Niortais FC,,ES Troyes AC
Journée 34,Tue Apr 20 2021,Paris FC,,Clermont Foot 63
Journée 34,Tue Apr 20 2021,Pau FC,,AJ Auxerre
Journée 34,Tue Apr 20 2021,Grenoble Foot 38,,FC Sochaux-Montbéliard
Journée 34,Tue Apr 20 2021,LB Châteauroux,,Rodez AF
Journée 34,Tue Apr 20 2021,Amiens SC,,Valenciennes FC
Journée 34,Tue Apr 20 2021,Stade Malherbe Caen,,USL Dunkerque
Journée 35,Sat Apr 24 2021,AC Ajaccio,,Amiens SC
Journée 35,Sat Apr 24 2021,AJ Auxerre,,USL Dunkerque
Journée 35,Sat Apr 24 2021,Clermont Foot 63,,LB Châteauroux
Journée 35,Sat Apr 24 2021,EA Guingamp,,Paris FC
Journée 35,Sat Apr 24 2021,ES Troyes AC,,Grenoble Foot 38
Journée 35,Sat Apr 24 2021,FC Chambly,,AS Nancy Lorraine
Journée 35,Sat Apr 24 2021,FC Sochaux-Montbéliard,,Stade Malherbe Caen
Journée 35,Sat Apr 24 2021,Toulouse FC,,Pau FC
Journée 35,Sat Apr 24 2021,Valenciennes FC,,Chamois Niortais FC
Journée 35,Sat Apr 24 2021,Rodez AF,,Le Havre AC
Journée 36,Sat May 1 2021,Le Havre AC,,FC Chambly
Journée 36,Sat May 1 2021,AS Nancy Lorraine,,Valenciennes FC
Journée 36,Sat May 1 2021,Chamois Niortais FC,,Rodez AF
Journée 36,Sat May 1 2021,Paris FC,,Toulouse FC
Journée 36,Sat May 1 2021,Pau FC,,AC Ajaccio
Journée 36,Sat May 1 2021,Grenoble Foot 38,,Clermont Foot 63
Journée 36,Sat May 1 2021,LB Châteauroux,,ES Troyes AC
Journée 36,Sat May 1 2021,Amiens SC,,EA Guingamp
Journée 36,Sat May 1 2021,Stade Malherbe Caen,,AJ Auxerre
Journée 36,Sat May 1 2021,USL Dunkerque,,FC Sochaux-Montbéliard
Journée 37,Sat May 8 2021,AC Ajaccio,,Paris FC
Journée 37,Sat May 8 2021,AJ Auxerre,,Grenoble Foot 38
Journée 37,Sat May 8 2021,Clermont Foot 63,,FC Sochaux-Montbéliard
Journée 37,Sat May 8 2021,EA Guingamp,,LB Châteauroux
Journée 37,Sat May 8 2021,ES Troyes AC,,USL Dunkerque
Journée 37,Sat May 8 2021,FC Chambly,,Pau FC
Journée 37,Sat May 8 2021,Toulouse FC,,Stade Malherbe Caen
Journée 37,Sat May 8 2021,Valenciennes FC,,Le Havre AC
