Stage,Round,Date,Team 1,FT,Team 2
Regular Season,12,Sat Oct 24 2020,Saint Mirren FC,,Hamilton Academical FC
Regular Season,13,Sat Oct 31 2020,Celtic FC,,Saint Mirren FC
Regular Season,13,Sat Oct 31 2020,Dundee United,,Ross County FC
Regular Season,13,Sat Oct 31 2020,Hamilton Academical FC,,Aberdeen FC
Regular Season,13,Sat Oct 31 2020,Hibernian FC,,St Johnstone FC
Regular Season,13,Sat Oct 31 2020,Kilmarnock FC,,Rangers FC
Regular Season,13,Sat Oct 31 2020,Livingston FC,,Motherwell FC
Regular Season,14,Fri Nov 6 2020,Aberdeen FC,,Hibernian FC
Regular Season,14,Fri Nov 6 2020,Motherwell FC,,Celtic FC
Regular Season,14,Fri Nov 6 2020,Rangers FC,,Hamilton Academical FC
Regular Season,14,Fri Nov 6 2020,Ross County FC,,Livingston FC
Regular Season,14,Fri Nov 6 2020,St Johnstone FC,,Kilmarnock FC
Regular Season,14,Fri Nov 6 2020,Saint Mirren FC,,Dundee United
Regular Season,15,Sat Nov 21 2020,Dundee United,,Hamilton Academical FC
Regular Season,15,Sat Nov 21 2020,Hibernian FC,,Celtic FC
Regular Season,15,Sat Nov 21 2020,Kilmarnock FC,,Ross County FC
Regular Season,15,Sat Nov 21 2020,Livingston FC,,Saint Mirren FC
Regular Season,15,Sat Nov 21 2020,Rangers FC,,Aberdeen FC
Regular Season,15,Sat Nov 21 2020,St Johnstone FC,,Motherwell FC
Regular Season,16,Sat Dec 5 2020,Celtic FC,,St Johnstone FC
Regular Season,16,Sat Dec 5 2020,Hamilton Academical FC,,Kilmarnock FC
Regular Season,16,Sat Dec 5 2020,Livingston FC,,Dundee United
Regular Season,16,Sat Dec 5 2020,Motherwell FC,,Hibernian FC
Regular Season,16,Sat Dec 5 2020,Ross County FC,,Rangers FC
Regular Season,16,Sat Dec 5 2020,Saint Mirren FC,,Aberdeen FC
Regular Season,17,Sat Dec 12 2020,Aberdeen FC,,Ross County FC
Regular Season,17,Sat Dec 12 2020,Celtic FC,,Kilmarnock FC
Regular Season,17,Sat Dec 12 2020,Dundee United,,Rangers FC
Regular Season,17,Sat Dec 12 2020,St Johnstone FC,,Livingston FC
Regular Season,17,Sat Dec 12 2020,Motherwell FC,,Saint Mirren FC
Regular Season,17,Sat Dec 12 2020,Hamilton Academical FC,,Hibernian FC
Regular Season,18,Sat Dec 19 2020,Hibernian FC,,Dundee United
Regular Season,18,Sat Dec 19 2020,Kilmarnock FC,,Aberdeen FC
Regular Season,18,Sat Dec 19 2020,Livingston FC,,Celtic FC
Regular Season,18,Sat Dec 19 2020,Rangers FC,,Motherwell FC
Regular Season,18,Sat Dec 19 2020,Ross County FC,,Hamilton Academical FC
Regular Season,18,Sat Dec 19 2020,Saint Mirren FC,,St Johnstone FC
Regular Season,19,Wed Dec 23 2020,Celtic FC,,Ross County FC
Regular Season,19,Wed Dec 23 2020,Dundee United,,Kilmarnock FC
Regular Season,19,Wed Dec 23 2020,St Johnstone FC,,Rangers FC
Regular Season,19,Wed Dec 23 2020,Hibernian FC,,Saint Mirren FC
Regular Season,19,Wed Dec 23 2020,Motherwell FC,,Aberdeen FC
Regular Season,19,Wed Dec 23 2020,Hamilton Academical FC,,Livingston FC
Regular Season,20,Sat Dec 26 2020,Aberdeen FC,,St Johnstone FC
Regular Season,20,Sat Dec 26 2020,Dundee United,,Motherwell FC
Regular Season,20,Sat Dec 26 2020,Ross County FC,,Saint Mirren FC
Regular Season,20,Sat Dec 26 2020,Kilmarnock FC,,Livingston FC
Regular Season,20,Sat Dec 26 2020,Rangers FC,,Hibernian FC
Regular Season,20,Sat Dec 26 2020,Hamilton Academical FC,,Celtic FC
Regular Season,21,Wed Dec 30 2020,Celtic FC,,Dundee United
Regular Season,21,Wed Dec 30 2020,Hibernian FC,,Ross County FC
Regular Season,21,Wed Dec 30 2020,Livingston FC,,Aberdeen FC
Regular Season,21,Wed Dec 30 2020,Motherwell FC,,Kilmarnock FC
Regular Season,21,Wed Dec 30 2020,St Johnstone FC,,Hamilton Academical FC
Regular Season,21,Wed Dec 30 2020,Saint Mirren FC,,Rangers FC
Regular Season,22,Sat Jan 2 2021,Aberdeen FC,,Dundee United
Regular Season,22,Sat Jan 2 2021,Hamilton Academical FC,,Motherwell FC
Regular Season,22,Sat Jan 2 2021,Ross County FC,,St Johnstone FC
Regular Season,22,Sat Jan 2 2021,Kilmarnock FC,,Saint Mirren FC
Regular Season,22,Sat Jan 2 2021,Rangers FC,,Celtic FC
Regular Season,22,Sat Jan 2 2021,Hibernian FC,,Livingston FC
Regular Season,23,Sat Jan 9 2021,Aberdeen FC,,Rangers FC
Regular Season,23,Sat Jan 9 2021,Celtic FC,,Hibernian FC
Regular Season,23,Sat Jan 9 2021,Dundee United,,St Johnstone FC
Regular Season,23,Sat Jan 9 2021,Kilmarnock FC,,Hamilton Academical FC
Regular Season,23,Sat Jan 9 2021,Livingston FC,,Ross County FC
Regular Season,23,Sat Jan 9 2021,Saint Mirren FC,,Motherwell FC
Regular Season,24,Sat Jan 16 2021,Celtic FC,,Livingston FC
Regular Season,24,Sat Jan 16 2021,Hamilton Academical FC,,Dundee United
Regular Season,24,Sat Jan 16 2021,Hibernian FC,,Kilmarnock FC
Regular Season,24,Sat Jan 16 2021,Motherwell FC,,Rangers FC
Regular Season,24,Sat Jan 16 2021,Ross County FC,,Aberdeen FC
Regular Season,24,Sat Jan 16 2021,St Johnstone FC,,Saint Mirren FC
Regular Season,25,Sat Jan 23 2021,Aberdeen FC,,Motherwell FC
Regular Season,25,Sat Jan 23 2021,Dundee United,,Hibernian FC
Regular Season,25,Sat Jan 23 2021,Kilmarnock FC,,St Johnstone FC
Regular Season,25,Sat Jan 23 2021,Livingston FC,,Hamilton Academical FC
Regular Season,25,Sat Jan 23 2021,Rangers FC,,Ross County FC
Regular Season,25,Sat Jan 23 2021,Saint Mirren FC,,Celtic FC
Regular Season,26,Wed Jan 27 2021,St Johnstone FC,,Aberdeen FC
Regular Season,26,Wed Jan 27 2021,Dundee United,,Saint Mirren FC
Regular Season,26,Wed Jan 27 2021,Hibernian FC,,Rangers FC
Regular Season,26,Wed Jan 27 2021,Livingston FC,,Kilmarnock FC
Regular Season,26,Wed Jan 27 2021,Ross County FC,,Motherwell FC
Regular Season,26,Wed Jan 27 2021,Celtic FC,,Hamilton Academical FC
Regular Season,27,Wed Feb 3 2021,Aberdeen FC,,Livingston FC
Regular Season,27,Wed Feb 3 2021,Hamilton Academical FC,,Ross County FC
Regular Season,27,Wed Feb 3 2021,Kilmarnock FC,,Celtic FC
Regular Season,27,Wed Feb 3 2021,Motherwell FC,,Dundee United
Regular Season,27,Wed Feb 3 2021,Rangers FC,,St Johnstone FC
Regular Season,27,Wed Feb 3 2021,Saint Mirren FC,,Hibernian FC
Regular Season,28,Sat Feb 6 2021,Celtic FC,,Motherwell FC
Regular Season,28,Sat Feb 6 2021,Hamilton Academical FC,,Rangers FC
Regular Season,28,Sat Feb 6 2021,Hibernian FC,,Aberdeen FC
Regular Season,28,Sat Feb 6 2021,Livingston FC,,St Johnstone FC
Regular Season,28,Sat Feb 6 2021,Ross County FC,,Dundee United
Regular Season,28,Sat Feb 6 2021,Saint Mirren FC,,Kilmarnock FC
Regular Season,29,Sat Feb 13 2021,Aberdeen FC,,Saint Mirren FC
Regular Season,29,Sat Feb 13 2021,Dundee United,,Livingston FC
Regular Season,29,Sat Feb 13 2021,Motherwell FC,,Hamilton Academical FC
Regular Season,29,Sat Feb 13 2021,Rangers FC,,Kilmarnock FC
Regular Season,29,Sat Feb 13 2021,Ross County FC,,Hibernian FC
Regular Season,29,Sat Feb 13 2021,St Johnstone FC,,Celtic FC
Regular Season,30,Sat Feb 27 2021,Celtic FC,,Aberdeen FC
Regular Season,30,Sat Feb 27 2021,Hamilton Academical FC,,St Johnstone FC
Regular Season,30,Sat Feb 27 2021,Hibernian FC,,Motherwell FC
Regular Season,30,Sat Feb 27 2021,Saint Mirren FC,,Ross County FC
Regular Season,30,Sat Feb 27 2021,Livingston FC,,Rangers FC
Regular Season,30,Sat Feb 27 2021,Kilmarnock FC,,Dundee United
Regular Season,31,Sat Mar 6 2021,Aberdeen FC,,Hamilton Academical FC
Regular Season,31,Sat Mar 6 2021,Dundee United,,Celtic FC
Regular Season,31,Sat Mar 6 2021,Motherwell FC,,Livingston FC
Regular Season,31,Sat Mar 6 2021,Rangers FC,,Saint Mirren FC
Regular Season,31,Sat Mar 6 2021,Ross County FC,,Kilmarnock FC
Regular Season,31,Sat Mar 6 2021,St Johnstone FC,,Hibernian FC
Regular Season,32,Sat Mar 20 2021,Celtic FC,,Rangers FC
Regular Season,32,Sat Mar 20 2021,Dundee United,,Aberdeen FC
Regular Season,32,Sat Mar 20 2021,Hamilton Academical FC,,Saint Mirren FC
Regular Season,32,Sat Mar 20 2021,St Johnstone FC,,Ross County FC
Regular Season,32,Sat Mar 20 2021,Livingston FC,,Hibernian FC
Regular Season,32,Sat Mar 20 2021,Kilmarnock FC,,Motherwell FC
Regular Season,33,Sat Apr 3 2021,Aberdeen FC,,Kilmarnock FC
Regular Season,33,Sat Apr 3 2021,Hibernian FC,,Hamilton Academical FC
Regular Season,33,Sat Apr 3 2021,Motherwell FC,,St Johnstone FC
Regular Season,33,Sat Apr 3 2021,Rangers FC,,Dundee United
Regular Season,33,Sat Apr 3 2021,Ross County FC,,Celtic FC
Regular Season,33,Sat Apr 3 2021,Saint Mirren FC,,Livingston FC
