Round,Date,Team 1,FT,Team 2
1^ Giornata,Fri Sep 25 2020,SS Monza,0-0,SPAL Ferrara
1^ Giornata,Sat Sep 26 2020,Pescara,0-0,AC Chievo Verona
1^ Giornata,Sat Sep 26 2020,Cosenza Calcio,0-0,Virtus Entella
1^ Giornata,Sat Sep 26 2020,Brescia Calcio,1-1,Ascoli
1^ Giornata,Sat Sep 26 2020,Frosinone,0-2,Empoli
1^ Giornata,Sat Sep 26 2020,US Lecce,0-0,Pordenone Calcio
1^ Giornata,Sat Sep 26 2020,Salernitana,1-1,Reggina 1914
1^ Giornata,Sat Sep 26 2020,Venezia,1-0,LR Vicenza Virtus
1^ Giornata,Sun Sep 27 2020,US Cremonese,0-2,Cittadella
1^ Giornata,Sun Sep 27 2020,AC Reggiana,2-2,AC Pisa
2^ Giornata,Sat Oct 3 2020,AC Chievo Verona,1-2,Salernitana
2^ Giornata,Sat Oct 3 2020,Virtus Entella,0-2,AC Reggiana
2^ Giornata,Sat Oct 3 2020,Empoli,0-0,SS Monza
2^ Giornata,Sat Oct 3 2020,Ascoli,0-2,US Lecce
2^ Giornata,Sat Oct 3 2020,Reggina 1914,3-1,Pescara
2^ Giornata,Sat Oct 3 2020,SPAL Ferrara,1-1,Cosenza Calcio
2^ Giornata,Sat Oct 3 2020,Venezia,0-2,Frosinone
2^ Giornata,Sat Oct 3 2020,LR Vicenza Virtus,1-1,Pordenone Calcio
2^ Giornata,Sun Oct 4 2020,AC Pisa,1-1,US Cremonese
2^ Giornata,Sun Oct 4 2020,Cittadella,3-0,Brescia Calcio
3^ Giornata,Fri Oct 16 2020,Brescia Calcio,3-0,US Lecce
3^ Giornata,Sat Oct 17 2020,Cosenza Calcio,1-1,Cittadella
3^ Giornata,Sat Oct 17 2020,Pordenone Calcio,3-3,SPAL Ferrara
3^ Giornata,Sat Oct 17 2020,SS Monza,,LR Vicenza Virtus
3^ Giornata,Sat Oct 17 2020,AC Reggiana,0-1,AC Chievo Verona
3^ Giornata,Sat Oct 17 2020,US Cremonese,0-0,Venezia
3^ Giornata,Sat Oct 17 2020,Salernitana,4-1,AC Pisa
3^ Giornata,Sat Oct 17 2020,Virtus Entella,1-1,Reggina 1914
3^ Giornata,Sat Oct 17 2020,Pescara,1-2,Empoli
3^ Giornata,Sat Oct 17 2020,Frosinone,1-0,Ascoli
4^ Giornata,Tue Oct 20 2020,AC Chievo Verona,1-0,Brescia Calcio
4^ Giornata,Tue Oct 20 2020,Cittadella,2-0,Pordenone Calcio
4^ Giornata,Tue Oct 20 2020,Ascoli,2-1,AC Reggiana
4^ Giornata,Tue Oct 20 2020,AC Pisa,1-1,SS Monza
4^ Giornata,Tue Oct 20 2020,Empoli,2-1,SPAL Ferrara
4^ Giornata,Tue Oct 20 2020,Venezia,4-0,Pescara
4^ Giornata,Tue Oct 20 2020,Reggina 1914,0-0,Cosenza Calcio
4^ Giornata,Tue Oct 20 2020,LR Vicenza Virtus,1-1,Salernitana
4^ Giornata,Tue Oct 20 2020,Frosinone,0-0,Virtus Entella
4^ Giornata,Wed Oct 21 2020,US Lecce,2-2,US Cremonese
5^ Giornata,Fri Oct 23 2020,Empoli,3-1,AC Pisa
5^ Giornata,Sat Oct 24 2020,AC Reggiana,,Cittadella
5^ Giornata,Sat Oct 24 2020,Salernitana,1-0,Ascoli
5^ Giornata,Sat Oct 24 2020,SPAL Ferrara,3-2,LR Vicenza Virtus
5^ Giornata,Sat Oct 24 2020,SS Monza,1-2,AC Chievo Verona
5^ Giornata,Sat Oct 24 2020,Pordenone Calcio,2-2,Reggina 1914
5^ Giornata,Sat Oct 24 2020,Pescara,0-2,Frosinone
5^ Giornata,Sun Oct 25 2020,US Cremonese,,Brescia Calcio
5^ Giornata,Sun Oct 25 2020,Cosenza Calcio,1-1,US Lecce
6^ Giornata,Sat Oct 31 2020,Cittadella,1-2,SS Monza
6^ Giornata,Sat Oct 31 2020,Ascoli,0-1,Pordenone Calcio
6^ Giornata,Sat Oct 31 2020,Salernitana,,AC Reggiana
6^ Giornata,Sat Oct 31 2020,AC Chievo Verona,2-0,Cosenza Calcio
6^ Giornata,Sat Oct 31 2020,Brescia Calcio,2-2,Virtus Entella
6^ Giornata,Sat Oct 31 2020,LR Vicenza Virtus,4-4,AC Pisa
6^ Giornata,Sun Nov 1 2020,Venezia,2-0,Empoli
6^ Giornata,Sun Nov 1 2020,Reggina 1914,0-1,SPAL Ferrara
6^ Giornata,Sun Nov 1 2020,Frosinone,1-0,US Cremonese
6^ Giornata,Mon Nov 2 2020,US Lecce,,Pescara
7^ Giornata,Fri Nov 6 2020,SPAL Ferrara,,Salernitana
7^ Giornata,Sat Nov 7 2020,Cosenza Calcio,,Brescia Calcio
7^ Giornata,Sat Nov 7 2020,AC Pisa,,Ascoli
7^ Giornata,Sat Nov 7 2020,Pordenone Calcio,,AC Chievo Verona
7^ Giornata,Sat Nov 7 2020,SS Monza,,Frosinone
7^ Giornata,Sat Nov 7 2020,US Cremonese,,LR Vicenza Virtus
7^ Giornata,Sat Nov 7 2020,Empoli,,Reggina 1914
7^ Giornata,Sun Nov 8 2020,Pescara,,Cittadella
7^ Giornata,Sun Nov 8 2020,AC Reggiana,,Venezia
7^ Giornata,Sun Nov 8 2020,Virtus Entella,,US Lecce
5^ Giornata,Sat Nov 14 2020,Virtus Entella,,Venezia
8^ Giornata,Sat Nov 21 2020,Frosinone,,Cosenza Calcio
8^ Giornata,Sat Nov 21 2020,Ascoli,,Virtus Entella
8^ Giornata,Sat Nov 21 2020,Brescia Calcio,,Venezia
8^ Giornata,Sat Nov 21 2020,Cittadella,,Empoli
8^ Giornata,Sat Nov 21 2020,LR Vicenza Virtus,,AC Chievo Verona
8^ Giornata,Sat Nov 21 2020,Pordenone Calcio,,SS Monza
8^ Giornata,Sat Nov 21 2020,Reggina 1914,,AC Pisa
8^ Giornata,Sat Nov 21 2020,SPAL Ferrara,,Pescara
8^ Giornata,Sat Nov 21 2020,Salernitana,,US Cremonese
8^ Giornata,Sat Nov 21 2020,US Lecce,,AC Reggiana
9^ Giornata,Sat Nov 28 2020,Virtus Entella,,SPAL Ferrara
10^ Giornata,Sat Dec 5 2020,Reggina 1914,,Brescia Calcio
10^ Giornata,Sat Dec 5 2020,US Lecce,,Venezia
10^ Giornata,Sat Dec 5 2020,US Cremonese,,Virtus Entella
10^ Giornata,Sat Dec 5 2020,SPAL Ferrara,,AC Pisa
10^ Giornata,Sat Dec 5 2020,Salernitana,,Cittadella
10^ Giornata,Sat Dec 5 2020,AC Reggiana,,SS Monza
10^ Giornata,Sat Dec 5 2020,Pordenone Calcio,,Empoli
10^ Giornata,Sat Dec 5 2020,LR Vicenza Virtus,,Cosenza Calcio
10^ Giornata,Sat Dec 5 2020,Frosinone,,AC Chievo Verona
10^ Giornata,Sat Dec 5 2020,Ascoli,,Pescara
11^ Giornata,Sat Dec 12 2020,Virtus Entella,,Empoli
12^ Giornata,Tue Dec 15 2020,Salernitana,,US Lecce
12^ Giornata,Tue Dec 15 2020,SS Monza,,Virtus Entella
12^ Giornata,Tue Dec 15 2020,SPAL Ferrara,,AC Chievo Verona
12^ Giornata,Tue Dec 15 2020,Ascoli,,Cosenza Calcio
12^ Giornata,Tue Dec 15 2020,AC Reggiana,,Frosinone
12^ Giornata,Tue Dec 15 2020,Pordenone Calcio,,Brescia Calcio
12^ Giornata,Tue Dec 15 2020,Empoli,,US Cremonese
12^ Giornata,Tue Dec 15 2020,Cittadella,,LR Vicenza Virtus
12^ Giornata,Tue Dec 15 2020,AC Pisa,,Pescara
12^ Giornata,Tue Dec 15 2020,Reggina 1914,,Venezia
13^ Giornata,Sat Dec 19 2020,Virtus Entella,,Pordenone Calcio
13^ Giornata,Sat Dec 19 2020,US Lecce,,AC Pisa
13^ Giornata,Sat Dec 19 2020,US Cremonese,,Cosenza Calcio
13^ Giornata,Sat Dec 19 2020,Reggina 1914,,Cittadella
13^ Giornata,Sat Dec 19 2020,AC Chievo Verona,,Empoli
13^ Giornata,Sat Dec 19 2020,Frosinone,,Salernitana
13^ Giornata,Sat Dec 19 2020,Venezia,,SPAL Ferrara
13^ Giornata,Sat Dec 19 2020,Pescara,,SS Monza
13^ Giornata,Sat Dec 19 2020,Brescia Calcio,,AC Reggiana
13^ Giornata,Sat Dec 19 2020,LR Vicenza Virtus,,Ascoli
14^ Giornata,Tue Dec 22 2020,AC Pisa,,AC Chievo Verona
14^ Giornata,Tue Dec 22 2020,Cosenza Calcio,,Venezia
14^ Giornata,Tue Dec 22 2020,Pescara,,Brescia Calcio
14^ Giornata,Tue Dec 22 2020,Empoli,,AC Reggiana
14^ Giornata,Tue Dec 22 2020,Cittadella,,Frosinone
14^ Giornata,Tue Dec 22 2020,SPAL Ferrara,,US Lecce
14^ Giornata,Tue Dec 22 2020,SS Monza,,Ascoli
14^ Giornata,Tue Dec 22 2020,Salernitana,,Virtus Entella
14^ Giornata,Tue Dec 22 2020,Pordenone Calcio,,US Cremonese
14^ Giornata,Tue Dec 22 2020,LR Vicenza Virtus,,Reggina 1914
15^ Giornata,Sun Dec 27 2020,AC Reggiana,,Reggina 1914
15^ Giornata,Sun Dec 27 2020,Virtus Entella,,Pescara
15^ Giornata,Sun Dec 27 2020,US Lecce,,LR Vicenza Virtus
15^ Giornata,Sun Dec 27 2020,US Cremonese,,SS Monza
15^ Giornata,Sun Dec 27 2020,Brescia Calcio,,Empoli
15^ Giornata,Sun Dec 27 2020,Venezia,,Salernitana
15^ Giornata,Sun Dec 27 2020,Cosenza Calcio,,AC Pisa
15^ Giornata,Sun Dec 27 2020,AC Chievo Verona,,Cittadella
15^ Giornata,Sun Dec 27 2020,Ascoli,,SPAL Ferrara
15^ Giornata,Sun Dec 27 2020,Frosinone,,Pordenone Calcio
16^ Giornata,Wed Dec 30 2020,AC Pisa,,Frosinone
16^ Giornata,Wed Dec 30 2020,SS Monza,,Salernitana
16^ Giornata,Wed Dec 30 2020,SPAL Ferrara,,Brescia Calcio
16^ Giornata,Wed Dec 30 2020,Reggina 1914,,US Cremonese
