Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 31 Mar 2012 (W13),IF Elfsborg (1),2-1,?,Djurgårdens IF (1)
?,(Sat) 31 Mar 2012 (W13),GAIS (1),0-0,?,BK Häcken (1)
?,(Sat) 31 Mar 2012 (W13),GIF Sundsvall (1),0-1,?,Kalmar FF (1)
?,(Sun) 1 Apr 2012 (W13),AIK (1),0-0,?,Mjällby AIF (1)
?,(Sun) 1 Apr 2012 (W13),Syrianska FC (1),2-1,?,IFK Göteborg (1)
?,(Mon) 2 Apr 2012 (W14),Malmö FF (1),0-0,?,Gefle IF (1)
?,(Mon) 2 Apr 2012 (W14),Örebro SK (1),3-4,?,Åtvidabergs FF (1)
?,(Mon) 2 Apr 2012 (W14),IFK Norrköping (1),1-0,?,Helsingborgs IF (1)
?,(Fri) 6 Apr 2012 (W14),Åtvidabergs FF (2),2-1,?,GAIS (2)
?,(Fri) 6 Apr 2012 (W14),Gefle IF (2),1-1,?,Syrianska FC (2)
?,(Sat) 7 Apr 2012 (W14),BK Häcken (2),5-0,?,Malmö FF (2)
?,(Sat) 7 Apr 2012 (W14),Mjällby AIF (2),0-0,?,Örebro SK (2)
?,(Sun) 8 Apr 2012 (W14),Djurgårdens IF (2),1-0,?,GIF Sundsvall (2)
?,(Sun) 8 Apr 2012 (W14),Helsingborgs IF (2),2-1,?,IF Elfsborg (2)
?,(Mon) 9 Apr 2012 (W15),IFK Göteborg (2),1-2,?,IFK Norrköping (2)
?,(Mon) 9 Apr 2012 (W15),Kalmar FF (2),1-2,?,AIK (2)
?,(Tue) 10 Apr 2012 (W15),Åtvidabergs FF (3),6-1,?,Gefle IF (3)
?,(Wed) 11 Apr 2012 (W15),GAIS (3),0-0,?,Djurgårdens IF (3)
?,(Wed) 11 Apr 2012 (W15),Örebro SK (3),0-0,?,Helsingborgs IF (3)
?,(Thu) 12 Apr 2012 (W15),IF Elfsborg (3),2-0,?,IFK Norrköping (3)
?,(Thu) 12 Apr 2012 (W15),BK Häcken (3),4-2,?,Mjällby AIF (3)
?,(Thu) 12 Apr 2012 (W15),GIF Sundsvall (3),4-0,?,Syrianska FC (3)
?,(Thu) 12 Apr 2012 (W15),AIK (3),1-1,?,IFK Göteborg (3)
?,(Fri) 13 Apr 2012 (W15),Malmö FF (3),2-0,?,Kalmar FF (3)
?,(Sun) 15 Apr 2012 (W15),Syrianska FC (4),0-1,?,AIK (4)
?,(Sun) 15 Apr 2012 (W15),IFK Göteborg (4),2-2,?,Örebro SK (4)
?,(Sun) 15 Apr 2012 (W15),Mjällby AIF (4),2-0,?,Åtvidabergs FF (4)
?,(Mon) 16 Apr 2012 (W16),Gefle IF (4),1-2,?,IF Elfsborg (4)
?,(Mon) 16 Apr 2012 (W16),Helsingborgs IF (4),1-1,?,GAIS (4)
?,(Mon) 16 Apr 2012 (W16),Kalmar FF (4),3-1,?,BK Häcken (4)
?,(Mon) 16 Apr 2012 (W16),IFK Norrköping (4),2-2,?,GIF Sundsvall (4)
?,(Mon) 16 Apr 2012 (W16),Djurgårdens IF (4),2-3,?,Malmö FF (4)
?,(Fri) 20 Apr 2012 (W16),Mjällby AIF (5),4-3,?,Djurgårdens IF (5)
?,(Sat) 21 Apr 2012 (W16),Åtvidabergs FF (5),1-2,?,Helsingborgs IF (5)
?,(Sat) 21 Apr 2012 (W16),Kalmar FF (5),0-1,?,Gefle IF (5)
?,(Sun) 22 Apr 2012 (W16),GAIS (5),2-0,?,IFK Norrköping (5)
?,(Sun) 22 Apr 2012 (W16),AIK (5),1-1,?,GIF Sundsvall (5)
?,(Mon) 23 Apr 2012 (W17),BK Häcken (5),1-2,?,IFK Göteborg (5)
?,(Mon) 23 Apr 2012 (W17),Malmö FF (5),2-0,?,Syrianska FC (5)
?,(Mon) 23 Apr 2012 (W17),Örebro SK (5),0-2,?,IF Elfsborg (5)
?,(Thu) 26 Apr 2012 (W17),IF Elfsborg (6),2-1,?,GAIS (6)
?,(Thu) 26 Apr 2012 (W17),Gefle IF (6),0-1,?,AIK (6)
?,(Fri) 27 Apr 2012 (W17),Helsingborgs IF (6),1-1,?,Mjällby AIF (6)
?,(Sat) 28 Apr 2012 (W17),Syrianska FC (6),1-2,?,BK Häcken (6)
?,(Sat) 28 Apr 2012 (W17),IFK Göteborg (6),2-1,?,Åtvidabergs FF (6)
?,(Sun) 29 Apr 2012 (W17),Djurgårdens IF (6),1-1,?,Kalmar FF (6)
?,(Sun) 29 Apr 2012 (W17),GIF Sundsvall (6),3-1,?,Örebro SK (6)
?,(Sun) 29 Apr 2012 (W17),IFK Norrköping (6),3-2,?,Malmö FF (6)
?,(Wed) 2 May 2012 (W18),Åtvidabergs FF (7),0-3,?,BK Häcken (7)
?,(Wed) 2 May 2012 (W18),IFK Göteborg (7),2-0,?,GIF Sundsvall (7)
