Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 31 Mar 2019 (W13),AIK (1),0-0,?,Östersunds FK (1)
?,(Sun) 31 Mar 2019 (W13),Falkenbergs FF (1),1-0,?,Örebro SK (1)
?,(Sun) 31 Mar 2019 (W13),Kalmar FF (1),0-2,?,IK Sirius (1)
?,(Sun) 31 Mar 2019 (W13),AFC Eskilstuna (1),3-1,?,IFK Göteborg (1)
?,(Sun) 31 Mar 2019 (W13),Helsingborgs IF (1),3-1,?,IFK Norrköping (1)
?,(Mon) 1 Apr 2019 (W14),Djurgårdens IF (1),2-2,?,GIF Sundsvall (1)
?,(Mon) 1 Apr 2019 (W14),IF Elfsborg (1),1-1,?,Hammarby IF (1)
?,(Mon) 1 Apr 2019 (W14),Malmö FF (1),1-1,?,BK Häcken (1)
?,(Sat) 6 Apr 2019 (W14),BK Häcken (2),2-1,?,Helsingborgs IF (2)
?,(Sat) 6 Apr 2019 (W14),GIF Sundsvall (2),3-1,?,Malmö FF (2)
?,(Sun) 7 Apr 2019 (W14),IFK Göteborg (2),3-0,?,IF Elfsborg (2)
?,(Sun) 7 Apr 2019 (W14),Östersunds FK (2),3-2,?,Falkenbergs FF (2)
?,(Sun) 7 Apr 2019 (W14),Hammarby IF (2),1-1,?,Kalmar FF (2)
?,(Mon) 8 Apr 2019 (W15),IFK Norrköping (2),0-0,?,AIK (2)
?,(Mon) 8 Apr 2019 (W15),Örebro SK (2),0-3,?,Djurgårdens IF (2)
?,(Mon) 8 Apr 2019 (W15),IK Sirius (2),3-2,?,AFC Eskilstuna (2)
?,(Fri) 12 Apr 2019 (W15),AFC Eskilstuna (3),1-1,?,Örebro SK (3)
?,(Sat) 13 Apr 2019 (W15),Falkenbergs FF (3),0-3,?,BK Häcken (3)
?,(Sat) 13 Apr 2019 (W15),Kalmar FF (3),2-2,?,IFK Norrköping (3)
?,(Sun) 14 Apr 2019 (W15),AIK (3),2-1,?,IK Sirius (3)
?,(Sun) 14 Apr 2019 (W15),IF Elfsborg (3),3-1,?,GIF Sundsvall (3)
?,(Sun) 14 Apr 2019 (W15),Malmö FF (3),2-0,?,Östersunds FK (3)
?,(Mon) 15 Apr 2019 (W16),Djurgårdens IF (3),2-1,?,IFK Göteborg (3)
?,(Mon) 15 Apr 2019 (W16),Helsingborgs IF (3),2-1,?,Hammarby IF (3)
?,(Fri) 19 Apr 2019 (W16),Östersunds FK (4),1-1,?,IF Elfsborg (4)
?,(Fri) 19 Apr 2019 (W16),IFK Norrköping (4),4-3,?,Falkenbergs FF (4)
?,(Fri) 19 Apr 2019 (W16),Örebro SK (4),2-1,?,AIK (4)
?,(Sat) 20 Apr 2019 (W16),GIF Sundsvall (4),1-2,?,Kalmar FF (4)
?,(Sat) 20 Apr 2019 (W16),IK Sirius (4),0-1,?,Malmö FF (4)
?,(Sun) 21 Apr 2019 (W16),BK Häcken (4),0-1,?,Djurgårdens IF (4)
?,(Sun) 21 Apr 2019 (W16),Hammarby IF (4),3-1,?,AFC Eskilstuna (4)
