Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 1 Mar 2019 (W9),Shandong Luneng Taishan (1),1-0,?,Beijing Renhe (1)
?,(Fri) 1 Mar 2019 (W9),Guangzhou Evergrande Taobao (1),3-0,?,Tianjin Tianhai (1)
?,(Fri) 1 Mar 2019 (W9),Shanghai Greenland Shenhua (1),0-4,?,Shanghai SIPG (1)
?,(Fri) 1 Mar 2019 (W9),Wuhan Zall (1),0-1,?,Beijing Sinobo Guoan (1)
?,(Sat) 2 Mar 2019 (W9),Chongqing Dangdai Lifan (1),2-2,?,Guangzhou R&F (1)
?,(Sat) 2 Mar 2019 (W9),Shenzhen F.C. (1),3-1,?,Hebei China Fortune (1)
?,(Sun) 3 Mar 2019 (W9),Henan Jianye (1),1-1,?,Dalian Yifang (1)
?,(Sun) 3 Mar 2019 (W9),Jiangsu Suning (1),3-2,?,Tianjin TEDA (1)
?,(Fri) 8 Mar 2019 (W10),Guangzhou Evergrande Taobao (2),1-0,?,Tianjin TEDA (2)
?,(Sat) 9 Mar 2019 (W10),Chongqing Dangdai Lifan (2),0-4,?,Beijing Sinobo Guoan (2)
?,(Sat) 9 Mar 2019 (W10),Shandong Luneng Taishan (2),2-2,?,Henan Jianye (2)
?,(Sat) 9 Mar 2019 (W10),Guangzhou R&F (2),3-3,?,Dalian Yifang (2)
?,(Sat) 9 Mar 2019 (W10),Shanghai SIPG (2),3-2,?,Jiangsu Suning (2)
?,(Sun) 10 Mar 2019 (W10),Wuhan Zall (2),1-0,?,Beijing Renhe (2)
?,(Sun) 10 Mar 2019 (W10),Shenzhen F.C. (2),2-1,?,Tianjin Tianhai (2)
?,(Sun) 10 Mar 2019 (W10),Shanghai Greenland Shenhua (2),1-2,?,Hebei China Fortune (2)
?,(Fri) 29 Mar 2019 (W13),Tianjin TEDA (3),4-3,?,Guangzhou R&F (3)
?,(Sat) 30 Mar 2019 (W13),Beijing Renhe (3),0-1,?,Beijing Sinobo Guoan (3)
?,(Sat) 30 Mar 2019 (W13),Dalian Yifang (3),0-1,?,Guangzhou Evergrande Taobao (3)
?,(Sat) 30 Mar 2019 (W13),Hebei China Fortune (3),1-2,?,Shanghai SIPG (3)
?,(Sun) 31 Mar 2019 (W13),Tianjin Tianhai (3),2-4,?,Shandong Luneng Taishan (3)
?,(Sun) 31 Mar 2019 (W13),Henan Jianye (3),1-2,?,Shanghai Greenland Shenhua (3)
?,(Sun) 31 Mar 2019 (W13),Chongqing Dangdai Lifan (3),1-0,?,Shenzhen F.C. (3)
?,(Sun) 31 Mar 2019 (W13),Jiangsu Suning (3),2-1,?,Wuhan Zall (3)
?,(Fri) 5 Apr 2019 (W14),Beijing Sinobo Guoan (4),3-0,?,Jiangsu Suning (4)
?,(Fri) 5 Apr 2019 (W14),Shanghai SIPG (4),2-3,?,Chongqing Dangdai Lifan (4)
?,(Fri) 5 Apr 2019 (W14),Shenzhen F.C. (4),1-1,?,Shandong Luneng Taishan (4)
?,(Sat) 6 Apr 2019 (W14),Tianjin Tianhai (4),0-0,?,Hebei China Fortune (4)
?,(Sat) 6 Apr 2019 (W14),Guangzhou Evergrande Taobao (4),2-0,?,Guangzhou R&F (4)
?,(Sun) 7 Apr 2019 (W14),Dalian Yifang (4),1-2,?,Tianjin TEDA (4)
?,(Sun) 7 Apr 2019 (W14),Shanghai Greenland Shenhua (4),5-1,?,Beijing Renhe (4)
?,(Fri) 12 Apr 2019 (W15),Guangzhou R&F (5),2-1,?,Shanghai Greenland Shenhua (5)
?,(Sat) 13 Apr 2019 (W15),Chongqing Dangdai Lifan (5),2-1,?,Hebei China Fortune (5)
?,(Sat) 13 Apr 2019 (W15),Shenzhen F.C. (5),0-2,?,Jiangsu Suning (5)
?,(Sat) 13 Apr 2019 (W15),Tianjin TEDA (5),1-1,?,Tianjin Tianhai (5)
?,(Sun) 14 Apr 2019 (W15),Beijing Renhe (5),2-1,?,Guangzhou Evergrande Taobao (5)
?,(Sun) 14 Apr 2019 (W15),Shandong Luneng Taishan (5),0-1,?,Dalian Yifang (5)
?,(Sun) 14 Apr 2019 (W15),Beijing Sinobo Guoan (5),2-1,?,Henan Jianye (4)
?,(Sun) 14 Apr 2019 (W15),Shanghai SIPG (5),2-1,?,Wuhan Zall (4)
?,(Fri) 19 Apr 2019 (W16),Guangzhou Evergrande Taobao (6),2-1,?,Shandong Luneng Taishan (6)
?,(Fri) 19 Apr 2019 (W16),Tianjin Tianhai (6),0-0,?,Shanghai SIPG (6)
?,(Sat) 20 Apr 2019 (W16),Beijing Renhe (6),2-2,?,Shenzhen F.C. (6)
?,(Sat) 20 Apr 2019 (W16),Hebei China Fortune (6),0-1,?,Beijing Sinobo Guoan (6)
?,(Sat) 20 Apr 2019 (W16),Henan Jianye (5),2-3,?,Tianjin TEDA (6)
?,(Sun) 21 Apr 2019 (W16),Dalian Yifang (6),1-1,?,Chongqing Dangdai Lifan (6)
?,(Sun) 21 Apr 2019 (W16),Jiangsu Suning (6),5-1,?,Guangzhou R&F (6)
?,(Sun) 21 Apr 2019 (W16),Wuhan Zall (5),1-1,?,Shanghai Greenland Shenhua (6)
?,(Fri) 26 Apr 2019 (W17),Guangzhou R&F (7),3-1,?,Shenzhen F.C. (7)
?,(Sat) 27 Apr 2019 (W17),Hebei China Fortune (7),1-1,?,Beijing Renhe (7)
?,(Sat) 27 Apr 2019 (W17),Henan Jianye (6),2-1,?,Jiangsu Suning (7)
?,(Sat) 27 Apr 2019 (W17),Shanghai Greenland Shenhua (7),2-3,?,Tianjin Tianhai (7)
?,(Sun) 28 Apr 2019 (W17),Tianjin TEDA (7),0-2,?,Shanghai SIPG (7)
?,(Sun) 28 Apr 2019 (W17),Chongqing Dangdai Lifan (7),0-1,?,Guangzhou Evergrande Taobao (7)
?,(Sun) 28 Apr 2019 (W17),Beijing Sinobo Guoan (7),4-1,?,Dalian Yifang (7)
?,(Sun) 28 Apr 2019 (W17),Shandong Luneng Taishan (7),3-0,?,Wuhan Zall (6)
?,(Sat) 4 May 2019 (W18),Wuhan Zall (7),1-1,?,Tianjin TEDA (8)
?,(Sat) 4 May 2019 (W18),Shanghai SIPG (8),2-0,?,Guangzhou R&F (8)
?,(Sat) 4 May 2019 (W18),Guangzhou Evergrande Taobao (8),0-1,?,Beijing Sinobo Guoan (8)
?,(Sat) 4 May 2019 (W18),Shandong Luneng Taishan (8),2-0,?,Hebei China Fortune (8)
?,(Sun) 5 May 2019 (W18),Beijing Renhe (8),1-2,?,Henan Jianye (7)
